"Date","LNS13023653"
1967-01-01,381
1967-02-01,355
1967-03-01,375
1967-04-01,420
1967-05-01,414
1967-06-01,418
1967-07-01,441
1967-08-01,436
1967-09-01,417
1967-10-01,391
1967-11-01,368
1967-12-01,355
1968-01-01,359
1968-02-01,367
1968-03-01,354
1968-04-01,320
1968-05-01,338
1968-06-01,318
1968-07-01,317
1968-08-01,327
1968-09-01,330
1968-10-01,307
1968-11-01,326
1968-12-01,300
1969-01-01,331
1969-02-01,327
1969-03-01,250
1969-04-01,314
1969-05-01,315
1969-06-01,345
1969-07-01,399
1969-08-01,326
1969-09-01,345
1969-10-01,384
1969-11-01,334
1969-12-01,438
1970-01-01,448
1970-02-01,521
1970-03-01,581
1970-04-01,616
1970-05-01,673
1970-06-01,693
1970-07-01,734
1970-08-01,671
1970-09-01,829
1970-10-01,886
1970-11-01,900
1970-12-01,865
1971-01-01,771
1971-02-01,749
1971-03-01,729
1971-04-01,739
1971-05-01,712
1971-06-01,674
1971-07-01,672
1971-08-01,763
1971-09-01,825
1971-10-01,724
1971-11-01,739
1971-12-01,733
1972-01-01,656
1972-02-01,608
1972-03-01,591
1972-04-01,584
1972-05-01,584
1972-06-01,617
1972-07-01,638
1972-08-01,569
1972-09-01,560
1972-10-01,524
1972-11-01,524
1972-12-01,488
1973-01-01,485
1973-02-01,493
1973-03-01,471
1973-04-01,460
1973-05-01,522
1973-06-01,434
1973-07-01,429
1973-08-01,485
1973-09-01,430
1973-10-01,374
1973-11-01,511
1973-12-01,531
1974-01-01,628
1974-02-01,700
1974-03-01,667
1974-04-01,637
1974-05-01,580
1974-06-01,631
1974-07-01,676
1974-08-01,661
1974-09-01,753
1974-10-01,791
1974-11-01,1059
1974-12-01,1265
1975-01-01,1480
1975-02-01,1620
1975-03-01,1775
1975-04-01,1936
1975-05-01,2016
1975-06-01,2023
1975-07-01,1740
1975-08-01,1617
1975-09-01,1718
1975-10-01,1599
1975-11-01,1382
1975-12-01,1309
1976-01-01,1010
1976-02-01,1026
1976-03-01,1015
1976-04-01,1087
1976-05-01,1048
1976-06-01,1059
1976-07-01,1094
1976-08-01,1072
1976-09-01,1113
1976-10-01,992
1976-11-01,1019
1976-12-01,1079
1977-01-01,836
1977-02-01,1027
1977-03-01,938
1977-04-01,850
1977-05-01,814
1977-06-01,847
1977-07-01,860
1977-08-01,895
1977-09-01,828
1977-10-01,851
1977-11-01,771
1977-12-01,730
1978-01-01,777
1978-02-01,744
1978-03-01,707
1978-04-01,652
1978-05-01,679
1978-06-01,622
1978-07-01,689
1978-08-01,706
1978-09-01,692
1978-10-01,644
1978-11-01,756
1978-12-01,766
1979-01-01,826
1979-02-01,843
1979-03-01,814
1979-04-01,870
1979-05-01,669
1979-06-01,756
1979-07-01,774
1979-08-01,959
1979-09-01,833
1979-10-01,886
1979-11-01,994
1979-12-01,973
1980-01-01,1135
1980-02-01,1151
1980-03-01,1173
1980-04-01,1461
1980-05-01,1729
1980-06-01,1885
1980-07-01,1916
1980-08-01,1787
