"Date","LNU03026638"
1994-01-01,2617
1994-02-01,2560
1994-03-01,2491
1994-04-01,2279
1994-05-01,2028
1994-06-01,1939
1994-07-01,2016
1994-08-01,1973
1994-09-01,1865
1994-10-01,1820
1994-11-01,1801
1994-12-01,1699
1995-01-01,1995
1995-02-01,1731
1995-03-01,1765
1995-04-01,1780
1995-05-01,1819
1995-06-01,1563
1995-07-01,1693
1995-08-01,1697
1995-09-01,1653
1995-10-01,1686
1995-11-01,1661
1995-12-01,1716
1996-01-01,1853
1996-02-01,1883
1996-03-01,1925
1996-04-01,1828
1996-05-01,1627
1996-06-01,1670
1996-07-01,1686
1996-08-01,1459
1996-09-01,1450
1996-10-01,1476
1996-11-01,1549
1996-12-01,1514
1997-01-01,1666
1997-02-01,1608
1997-03-01,1560
1997-04-01,1453
1997-05-01,1391
1997-06-01,1448
1997-07-01,1381
1997-08-01,1438
1997-09-01,1384
1997-10-01,1252
1997-11-01,1304
1997-12-01,1355
1998-01-01,1485
1998-02-01,1503
1998-03-01,1511
1998-04-01,1381
1998-05-01,1357
1998-06-01,1289
1998-07-01,1316
1998-08-01,1342
1998-09-01,1237
1998-10-01,1218
1998-11-01,1217
1998-12-01,1382
1999-01-01,1376
1999-02-01,1308
1999-03-01,1295
1999-04-01,1263
1999-05-01,1295
1999-06-01,1253
1999-07-01,1267
1999-08-01,1250
1999-09-01,1158
1999-10-01,1097
1999-11-01,1065
1999-12-01,1073
2000-01-01,1246
2000-02-01,1296
2000-03-01,1239
2000-04-01,1078
2000-05-01,1064
2000-06-01,1059
2000-07-01,1111
2000-08-01,1161
2000-09-01,1117
2000-10-01,1074
2000-11-01,989
2000-12-01,966
2001-01-01,1238
2001-02-01,1461
2001-03-01,1481
2001-04-01,1476
2001-05-01,1522
2001-06-01,1680
2001-07-01,1743
2001-08-01,1725
2001-09-01,1816
2001-10-01,2094
2001-11-01,2435
2001-12-01,2498
2002-01-01,2796
2002-02-01,2718
2002-03-01,2706
2002-04-01,2715
2002-05-01,2691
2002-06-01,2775
2002-07-01,2588
2002-08-01,2514
2002-09-01,2606
2002-10-01,2663
2002-11-01,2841
2002-12-01,2796
2003-01-01,2884
2003-02-01,2950
2003-03-01,2837
2003-04-01,2786
2003-05-01,2829
2003-06-01,2849
2003-07-01,2891
2003-08-01,2928
2003-09-01,2956
2003-10-01,2793
2003-11-01,2773
2003-12-01,2681
2004-01-01,2727
2004-02-01,2629
2004-03-01,2784
2004-04-01,2560
2004-05-01,2354
2004-06-01,2377
2004-07-01,2265
2004-08-01,2009
2004-09-01,2157
2004-10-01,2206
2004-11-01,2296
2004-12-01,2272
2005-01-01,2360
2005-02-01,2201
2005-03-01,2113
2005-04-01,2020
2005-05-01,1862
2005-06-01,1887
2005-07-01,1884
2005-08-01,1711
2005-09-01,1836
2005-10-01,1824
2005-11-01,1894
2005-12-01,1866
2006-01-01,1861
2006-02-01,1834
2006-03-01,1855
2006-04-01,1840
2006-05-01,1780
2006-06-01,1597
2006-07-01,1621
2006-08-01,1658
2006-09-01,1570
2006-10-01,1434
2006-11-01,1530
2006-12-01,1654
2007-01-01,1699
2007-02-01,1739
2007-03-01,1681
2007-04-01,1625
2007-05-01,1665
2007-06-01,1734
2007-07-01,1861
2007-08-01,1852
2007-09-01,1831
2007-10-01,1802
2007-11-01,1814
2007-12-01,2066
2008-01-01,2110
2008-02-01,2204
