"Date","LNU03026638"
2008-03-01,2276
2008-04-01,2114
2008-05-01,2220
2008-06-01,2341
2008-07-01,2512
2008-08-01,2656
2008-09-01,2814
2008-10-01,3243
2008-11-01,3520
2008-12-01,4034
2009-01-01,4923
2009-02-01,5466
2009-03-01,5880
2009-04-01,5853
2009-05-01,6140
2009-06-01,6294
2009-07-01,6320
2009-08-01,6406
2009-09-01,6474
2009-10-01,6564
2009-11-01,6515
2009-12-01,6718
2010-01-01,6732
2010-02-01,7129
2010-03-01,6837
2010-04-01,6521
2010-05-01,6360
2010-06-01,6297
2010-07-01,6383
2010-08-01,6214
2010-09-01,6271
2010-10-01,6009
2010-11-01,6183
2010-12-01,5917
2011-01-01,6097
2011-02-01,6005
2011-03-01,5877
2011-04-01,5449
2011-05-01,5566
2011-06-01,5500
2011-07-01,5509
2011-08-01,5399
2011-09-01,5383
2011-10-01,5170
2011-11-01,4878
2011-12-01,5000
2012-01-01,4948
2012-02-01,4923
2012-03-01,4742
2012-04-01,4397
2012-05-01,4458
2012-06-01,4490
2012-07-01,4377
2012-08-01,4444
2012-09-01,4296
2012-10-01,4212
2012-11-01,4003
2012-12-01,4070
2013-01-01,4334
2013-02-01,4276
2013-03-01,4029
2013-04-01,3840
2013-05-01,3728
2013-06-01,3639
2013-07-01,3548
2013-08-01,3707
2013-09-01,3536
2013-10-01,3478
2013-11-01,3329
2013-12-01,3192
2014-01-01,3460
2014-02-01,3366
2014-03-01,3370
2014-04-01,2996
2014-05-01,2843
2014-06-01,2695
2014-07-01,2622
2014-08-01,2605
2014-09-01,2622
2014-10-01,2458
2014-11-01,2365
2014-12-01,2340
2015-01-01,2491
2015-02-01,2316
2015-03-01,2298
2015-04-01,2224
2015-05-01,2175
2015-06-01,2060
2015-07-01,2182
2015-08-01,2116
2015-09-01,2121
2015-10-01,2077
2015-11-01,2072
2015-12-01,2006
2016-01-01,1986
2016-02-01,2049
2016-03-01,2153
2016-04-01,2065
2016-05-01,1955
2016-06-01,1848
2016-07-01,2014
2016-08-01,1987
2016-09-01,1968
2016-10-01,1856
2016-11-01,1838
2016-12-01,1863
2017-01-01,2093
2017-02-01,2118
2017-03-01,1880
2017-04-01,1795
2017-05-01,1699
2017-06-01,1700
2017-07-01,1666
2017-08-01,1788
2017-09-01,1742
2017-10-01,1648
2017-11-01,1483
2017-12-01,1604
2018-01-01,1756
2018-02-01,1799
2018-03-01,1696
2018-04-01,1415
2018-05-01,1380
2018-06-01,1422
2018-07-01,1438
2018-08-01,1337
2018-09-01,1238
2018-10-01,1317
2018-11-01,1242
2018-12-01,1415
2019-01-01,1536
2019-02-01,1406
2019-03-01,1470
2019-04-01,1287
2019-05-01,1229
2019-06-01,1315
2019-07-01,1362
2019-08-01,1389
2019-09-01,1269
2019-10-01,1216
2019-11-01,1336
2019-12-01,1296
2020-01-01,1403
2020-02-01,1358
2020-03-01,1559
2020-04-01,1951
2020-05-01,2206
2020-06-01,2825
2020-07-01,2862
2020-08-01,3398
2020-09-01,3704
2020-10-01,3608
2020-11-01,3647
2020-12-01,3342
2021-01-01,3585
2021-02-01,3547
2021-03-01,3462
2021-04-01,3438
2021-05-01,3113
2021-06-01,3159
2021-07-01,2927
2021-08-01,2545
2021-09-01,2270
2021-10-01,2082
2021-11-01,1839
2021-12-01,1622
2022-01-01,1707
2022-02-01,1641
2022-03-01,1425
2022-04-01,1373
2022-05-01,1304
2022-06-01,1278
2022-07-01,1185
2022-08-01,1427
2022-09-01,1161
2022-10-01,1260
2022-11-01,1293
2022-12-01,1255
2023-01-01,1330
2023-02-01,1482
2023-03-01,1602
2023-04-01,1391
2023-05-01,1567
2023-06-01,1439
2023-07-01,1381
2023-08-01,1600
2023-09-01,1409
2023-10-01,1617
2023-11-01,1536
