"Date","LAUMT134066000000004"
2013-06-01,4372
2013-07-01,4546
2013-08-01,4018
2013-09-01,3959
2013-10-01,3917
2013-11-01,3572
2013-12-01,3645
2014-01-01,3626
2014-02-01,3729
2014-03-01,3586
2014-04-01,3265
2014-05-01,3534
2014-06-01,3709
2014-07-01,3986
2014-08-01,3542
2014-09-01,3172
2014-10-01,3095
2014-11-01,2959
2014-12-01,2960
2015-01-01,3133
2015-02-01,2979
2015-03-01,2975
2015-04-01,2751
2015-05-01,2943
2015-06-01,3090
2015-07-01,3203
2015-08-01,2844
2015-09-01,2758
2015-10-01,2734
2015-11-01,2589
2015-12-01,2633
2016-01-01,2757
2016-02-01,2657
2016-03-01,2617
2016-04-01,2474
2016-05-01,2451
2016-06-01,2796
2016-07-01,3044
2016-08-01,2733
2016-09-01,2791
2016-10-01,2581
2016-11-01,2399
2016-12-01,2463
2017-01-01,2822
2017-02-01,2599
2017-03-01,2405
2017-04-01,2210
2017-05-01,2283
2017-06-01,2456
2017-07-01,2777
2017-08-01,2398
2017-09-01,2142
2017-10-01,2068
2017-11-01,1991
2017-12-01,1980
2018-01-01,2083
2018-02-01,2107
2018-03-01,1906
2018-04-01,1710
2018-05-01,1721
2018-06-01,2127
2018-07-01,2123
2018-08-01,1987
2018-09-01,1743
2018-10-01,1864
2018-11-01,1698
2018-12-01,2030
2019-01-01,2322
2019-02-01,1880
2019-03-01,1741
2019-04-01,1443
2019-05-01,1611
2019-06-01,1811
2019-07-01,2078
2019-08-01,1755
2019-09-01,1539
2019-10-01,1608
2019-11-01,1584
2019-12-01,1942
2020-01-01,1881
2020-02-01,1711
2020-03-01,1796
2020-04-01,5729
2020-05-01,4253
2020-06-01,3374
2020-07-01,3125
2020-08-01,2397
2020-09-01,2161
2020-10-01,1977
2020-11-01,1838
2020-12-01,2062
2021-01-01,2101
2021-02-01,1918
2021-03-01,1761
2021-04-01,1631
2021-05-01,1636
2021-06-01,1845
2021-07-01,1600
2021-08-01,1566
2021-09-01,1433
2021-10-01,1467
2021-11-01,1229
2021-12-01,1227
2022-01-01,1556
2022-02-01,1435
2022-03-01,1322
2022-04-01,1148
2022-05-01,1314
2022-06-01,1621
2022-07-01,1407
2022-08-01,1493
2022-09-01,1208
2022-10-01,1433
2022-11-01,1240
2022-12-01,1258
2023-01-01,1625
2023-02-01,1533
2023-03-01,1479
2023-04-01,1483
2023-05-01,1569
2023-06-01,1698
2023-07-01,1552
2023-08-01,1766
2023-09-01,1501
2023-10-01,1513
