"Date","LNS13023569"
2015-08-01,842
2015-09-01,840
2015-10-01,825
2015-11-01,871
2015-12-01,856
2016-01-01,812
2016-02-01,817
2016-03-01,772
2016-04-01,855
2016-05-01,888
2016-06-01,917
2016-07-01,804
2016-08-01,871
2016-09-01,803
2016-10-01,796
2016-11-01,753
2016-12-01,796
2017-01-01,788
2017-02-01,742
2017-03-01,791
2017-04-01,733
2017-05-01,674
2017-06-01,663
2017-07-01,678
2017-08-01,641
2017-09-01,656
2017-10-01,617
2017-11-01,703
2017-12-01,611
2018-01-01,647
2018-02-01,688
2018-03-01,626
2018-04-01,658
2018-05-01,572
2018-06-01,544
2018-07-01,561
2018-08-01,574
2018-09-01,574
2018-10-01,588
2018-11-01,574
2018-12-01,619
2019-01-01,615
2019-02-01,622
2019-03-01,629
2019-04-01,591
2019-05-01,595
2019-06-01,487
2019-07-01,586
2019-08-01,559
2019-09-01,655
2019-10-01,603
2019-11-01,567
2019-12-01,571
2020-01-01,567
2020-02-01,510
2020-03-01,545
2020-04-01,408
2020-05-01,524
2020-06-01,571
2020-07-01,527
2020-08-01,550
2020-09-01,538
2020-10-01,515
2020-11-01,552
2020-12-01,505
2021-01-01,563
2021-02-01,594
2021-03-01,506
2021-04-01,580
2021-05-01,506
2021-06-01,501
2021-07-01,470
2021-08-01,524
2021-09-01,498
2021-10-01,532
2021-11-01,422
2021-12-01,508
2022-01-01,438
2022-02-01,429
2022-03-01,472
2022-04-01,516
2022-05-01,530
2022-06-01,466
2022-07-01,465
2022-08-01,451
2022-09-01,460
2022-10-01,494
2022-11-01,558
2022-12-01,497
2023-01-01,531
2023-02-01,515
2023-03-01,492
2023-04-01,531
2023-05-01,508
2023-06-01,558
2023-07-01,503
2023-08-01,597
2023-09-01,568
2023-10-01,612
2023-11-01,571
