"Date","LNS13023569"
1967-01-01,409
1967-02-01,378
1967-03-01,335
1967-04-01,337
1967-05-01,327
1967-06-01,377
1967-07-01,412
1967-08-01,453
1967-09-01,410
1967-10-01,423
1967-11-01,433
1967-12-01,409
1968-01-01,382
1968-02-01,400
1968-03-01,409
1968-04-01,382
1968-05-01,424
1968-06-01,425
1968-07-01,417
1968-08-01,398
1968-09-01,400
1968-10-01,384
1968-11-01,404
1968-12-01,432
1969-01-01,383
1969-02-01,400
1969-03-01,402
1969-04-01,397
1969-05-01,388
1969-06-01,413
1969-07-01,443
1969-08-01,423
1969-09-01,483
1969-10-01,451
1969-11-01,368
1969-12-01,367
1970-01-01,474
1970-02-01,476
1970-03-01,464
1970-04-01,494
1970-05-01,450
1970-06-01,505
1970-07-01,438
1970-08-01,507
1970-09-01,537
1970-10-01,547
1970-11-01,590
1970-12-01,572
1971-01-01,578
1971-02-01,573
1971-03-01,612
1971-04-01,612
1971-05-01,632
1971-06-01,604
1971-07-01,649
1971-08-01,684
1971-09-01,605
1971-10-01,657
1971-11-01,655
1971-12-01,697
1972-01-01,659
1972-02-01,675
1972-03-01,675
1972-04-01,804
1972-05-01,699
1972-06-01,715
1972-07-01,638
1972-08-01,668
1972-09-01,656
1972-10-01,646
1972-11-01,646
1972-12-01,646
1973-01-01,639
1973-02-01,664
1973-03-01,684
1973-04-01,692
1973-05-01,674
1973-06-01,686
1973-07-01,651
1973-08-01,608
1973-09-01,642
1973-10-01,617
1973-11-01,609
1973-12-01,618
1974-01-01,654
1974-02-01,626
1974-03-01,640
1974-04-01,591
1974-05-01,636
1974-06-01,672
1974-07-01,688
1974-08-01,632
1974-09-01,730
1974-10-01,776
1974-11-01,780
1974-12-01,762
1975-01-01,784
1975-02-01,816
1975-03-01,769
1975-04-01,771
1975-05-01,829
1975-06-01,756
1975-07-01,845
1975-08-01,877
1975-09-01,824
1975-10-01,877
1975-11-01,851
1975-12-01,888
1976-01-01,888
1976-02-01,868
1976-03-01,858
1976-04-01,900
1976-05-01,856
1976-06-01,857
1976-07-01,806
1976-08-01,914
1976-09-01,949
1976-10-01,942
1976-11-01,936
1976-12-01,979
1977-01-01,929
1977-02-01,956
1977-03-01,1001
1977-04-01,978
1977-05-01,881
1977-06-01,1112
1977-07-01,991
1977-08-01,959
1977-09-01,964
1977-10-01,903
1977-11-01,919
1977-12-01,853
1978-01-01,933
1978-02-01,882
1978-03-01,920
1978-04-01,913
1978-05-01,884
1978-06-01,838
1978-07-01,896
1978-08-01,913
1978-09-01,838
1978-10-01,849
1978-11-01,892
1978-12-01,868
1979-01-01,844
1979-02-01,876
1979-03-01,831
1979-04-01,819
1979-05-01,830
1979-06-01,809
1979-07-01,726
1979-08-01,763
1979-09-01,828
1979-10-01,819
1979-11-01,756
1979-12-01,898
1980-01-01,839
1980-02-01,847
1980-03-01,835
1980-04-01,764
1980-05-01,887
1980-06-01,884
1980-07-01,929
1980-08-01,880
1980-09-01,871
1980-10-01,895
1980-11-01,934
1980-12-01,899
1981-01-01,1031
1981-02-01,960
1981-03-01,1013
1981-04-01,994
1981-05-01,949
1981-06-01,961
1981-07-01,915
1981-08-01,941
1981-09-01,946
1981-10-01,993
1981-11-01,1019
1981-12-01,1039
1982-01-01,1077
1982-02-01,1129
1982-03-01,1072
1982-04-01,1081
1982-05-01,1140
1982-06-01,1069
1982-07-01,1224
1982-08-01,1291
1982-09-01,1282
1982-10-01,1301
1982-11-01,1257
1982-12-01,1302
1983-01-01,1202
1983-02-01,1194
1983-03-01,1166
1983-04-01,1221
1983-05-01,1213
1983-06-01,1416
1983-07-01,1246
1983-08-01,1232
1983-09-01,1242
1983-10-01,1121
1983-11-01,1170
1983-12-01,1174
1984-01-01,1176
1984-02-01,1092
1984-03-01,1188
1984-04-01,1174
1984-05-01,1138
1984-06-01,1144
1984-07-01,1128
1984-08-01,1134
1984-09-01,1068
1984-10-01,1062
1984-11-01,1013
1984-12-01,1015
1985-01-01,1030
1985-02-01,1014
1985-03-01,1071
1985-04-01,1040
1985-05-01,1122
1985-06-01,1036
1985-07-01,1158
1985-08-01,983
1985-09-01,928
1985-10-01,1038
1985-11-01,1041
1985-12-01,1025
1986-01-01,996
1986-02-01,1045
1986-03-01,995
1986-04-01,1050
1986-05-01,1038
1986-06-01,1092
1986-07-01,1040
1986-08-01,1055
1986-09-01,1057
1986-10-01,937
1986-11-01,1074
1986-12-01,981
1987-01-01,1038
1987-02-01,993
1987-03-01,945
1987-04-01,916
1987-05-01,1008
1987-06-01,857
1987-07-01,854
1987-08-01,869
1987-09-01,903
1987-10-01,924
1987-11-01,838
1987-12-01,891
1988-01-01,868
1988-02-01,850
1988-03-01,880
1988-04-01,920
1988-05-01,815
1988-06-01,778
1988-07-01,779
1988-08-01,810
1988-09-01,774
1988-10-01,738
1988-11-01,789
1988-12-01,785
1989-01-01,781
1989-02-01,764
1989-03-01,726
1989-04-01,710
1989-05-01,683
1989-06-01,733
1989-07-01,689
1989-08-01,638
1989-09-01,649
1989-10-01,667
1989-11-01,698
1989-12-01,685
1990-01-01,706
1990-02-01,732
1990-03-01,701
1990-04-01,666
1990-05-01,675
1990-06-01,640
1990-07-01,654
1990-08-01,685
1990-09-01,683
1990-10-01,694
1990-11-01,712
1990-12-01,706
1991-01-01,728
1991-02-01,702
1991-03-01,758
1991-04-01,772
1991-05-01,781
1991-06-01,815
1991-07-01,805
1991-08-01,796
1991-09-01,807
1991-10-01,847
1991-11-01,826
1991-12-01,863
1992-01-01,844
1992-02-01,896
1992-03-01,872
1992-04-01,859
1992-05-01,885
1992-06-01,1116
1992-07-01,1018
1992-08-01,993
1992-09-01,997
1992-10-01,800
1992-11-01,987
1992-12-01,993
1993-01-01,990
1993-02-01,945
1993-03-01,962
1993-04-01,931
1993-05-01,945
1993-06-01,975
1993-07-01,919
1993-08-01,878
1993-09-01,882
1993-10-01,879
1993-11-01,886
1993-12-01,851
1994-01-01,632
1994-02-01,630
1994-03-01,619
1994-04-01,647
1994-05-01,633
1994-06-01,530
1994-07-01,584
1994-08-01,642
1994-09-01,607
1994-10-01,629
1994-11-01,591
1994-12-01,526
1995-01-01,571
1995-02-01,562
1995-03-01,582
1995-04-01,608
1995-05-01,559
1995-06-01,585
1995-07-01,567
1995-08-01,594
1995-09-01,614
1995-10-01,559
1995-11-01,577
1995-12-01,582
1996-01-01,613
1996-02-01,579
1996-03-01,567
1996-04-01,564
1996-05-01,555
1996-06-01,595
1996-07-01,620
1996-08-01,562
1996-09-01,558
1996-10-01,566
1996-11-01,571
1996-12-01,613
1997-01-01,590
1997-02-01,614
1997-03-01,616
1997-04-01,578
1997-05-01,588
1997-06-01,544
1997-07-01,584
1997-08-01,552
1997-09-01,554
1997-10-01,531
1997-11-01,533
1997-12-01,537
1998-01-01,513
1998-02-01,537
1998-03-01,556
1998-04-01,526
1998-05-01,507
1998-06-01,553
1998-07-01,504
1998-08-01,490
1998-09-01,469
1998-10-01,576
1998-11-01,505
1998-12-01,488
1999-01-01,535
1999-02-01,523
1999-03-01,435
1999-04-01,473
1999-05-01,409
1999-06-01,440
1999-07-01,465
1999-08-01,459
1999-09-01,507
1999-10-01,511
1999-11-01,463
1999-12-01,429
2000-01-01,394
2000-02-01,420
2000-03-01,429
2000-04-01,406
2000-05-01,466
2000-06-01,427
2000-07-01,433
2000-08-01,499
2000-09-01,415
2000-10-01,402
2000-11-01,419
2000-12-01,490
2001-01-01,444
2001-02-01,396
2001-03-01,378
2001-04-01,457
2001-05-01,468
2001-06-01,467
2001-07-01,448
2001-08-01,485
2001-09-01,473
2001-10-01,481
2001-11-01,495
2001-12-01,515
2002-01-01,484
2002-02-01,507
2002-03-01,538
2002-04-01,527
2002-05-01,497
2002-06-01,549
2002-07-01,545
2002-08-01,612
2002-09-01,536
2002-10-01,479
2002-11-01,591
2002-12-01,535
2003-01-01,599
2003-02-01,584
2003-03-01,630
2003-04-01,635
2003-05-01,630
2003-06-01,661
2003-07-01,669
2003-08-01,652
2003-09-01,686
2003-10-01,636
2003-11-01,593
2003-12-01,693
2004-01-01,676
2004-02-01,666
2004-03-01,631
2004-04-01,652
2004-05-01,718
2004-06-01,649
2004-07-01,702
2004-08-01,704
2004-09-01,695
2004-10-01,734
2004-11-01,700
2004-12-01,702
2005-01-01,621
2005-02-01,753
2005-03-01,712
2005-04-01,764
2005-05-01,710
2005-06-01,650
2005-07-01,630
2005-08-01,626
2005-09-01,607
2005-10-01,638
2005-11-01,673
2005-12-01,633
2006-01-01,616
2006-02-01,711
2006-03-01,636
2006-04-01,591
2006-05-01,517
2006-06-01,646
2006-07-01,639
2006-08-01,646
2006-09-01,612
2006-10-01,572
2006-11-01,591
2006-12-01,586
2007-01-01,622
2007-02-01,599
2007-03-01,615
2007-04-01,620
2007-05-01,530
2007-06-01,640
2007-07-01,602
2007-08-01,588
2007-09-01,668
2007-10-01,696
2007-11-01,678
2007-12-01,679
2008-01-01,677
2008-02-01,656
2008-03-01,704
2008-04-01,625
2008-05-01,797
2008-06-01,786
2008-07-01,835
2008-08-01,821
2008-09-01,815
2008-10-01,819
2008-11-01,763
2008-12-01,803
2009-01-01,775
2009-02-01,999
2009-03-01,872
2009-04-01,901
2009-05-01,965
2009-06-01,1001
2009-07-01,1004
2009-08-01,1085
2009-09-01,1153
2009-10-01,1102
2009-11-01,1330
2009-12-01,1241
2010-01-01,1195
2010-02-01,1192
2010-03-01,1146
2010-04-01,1187
2010-05-01,1202
2010-06-01,1174
2010-07-01,1208
2010-08-01,1278
2010-09-01,1217
2010-10-01,1277
2010-11-01,1275
2010-12-01,1306
2011-01-01,1342
2011-02-01,1287
2011-03-01,1287
2011-04-01,1305
2011-05-01,1227
2011-06-01,1242
2011-07-01,1281
2011-08-01,1254
2011-09-01,1378
2011-10-01,1287
2011-11-01,1277
2011-12-01,1282
2012-01-01,1260
2012-02-01,1367
2012-03-01,1388
2012-04-01,1376
2012-05-01,1358
2012-06-01,1325
2012-07-01,1303
2012-08-01,1257
2012-09-01,1260
2012-10-01,1301
2012-11-01,1333
2012-12-01,1291
2013-01-01,1272
2013-02-01,1253
2013-03-01,1295
2013-04-01,1302
2013-05-01,1272
2013-06-01,1246
2013-07-01,1259
2013-08-01,1289
2013-09-01,1207
2013-10-01,1221
2013-11-01,1154
2013-12-01,1199
2014-01-01,1158
2014-02-01,1209
2014-03-01,1177
2014-04-01,1082
2014-05-01,1068
2014-06-01,1036
2014-07-01,1098
2014-08-01,1050
2014-09-01,1103
2014-10-01,1072
2014-11-01,1048
2014-12-01,964
2015-01-01,1009
2015-02-01,935
2015-03-01,812
2015-04-01,873
2015-05-01,978
2015-06-01,906
2015-07-01,834
