"Date","LAUCN201270000000004"
1990-01-01,127
1990-02-01,105
1990-03-01,112
1990-04-01,120
1990-05-01,105
1990-06-01,86
1990-07-01,85
1990-08-01,96
1990-09-01,83
1990-10-01,74
1990-11-01,102
1990-12-01,106
1991-01-01,164
1991-02-01,191
1991-03-01,182
1991-04-01,125
1991-05-01,97
1991-06-01,123
1991-07-01,120
1991-08-01,111
1991-09-01,87
1991-10-01,91
1991-11-01,96
1991-12-01,110
1992-01-01,155
1992-02-01,128
1992-03-01,103
1992-04-01,96
1992-05-01,143
1992-06-01,159
1992-07-01,149
1992-08-01,162
1992-09-01,154
1992-10-01,139
1992-11-01,145
1992-12-01,154
1993-01-01,200
1993-02-01,188
1993-03-01,177
1993-04-01,148
1993-05-01,139
1993-06-01,158
1993-07-01,129
1993-08-01,114
1993-09-01,99
1993-10-01,96
1993-11-01,119
1993-12-01,95
1994-01-01,165
1994-02-01,182
1994-03-01,153
1994-04-01,146
1994-05-01,140
1994-06-01,147
1994-07-01,126
1994-08-01,107
1994-09-01,92
1994-10-01,99
1994-11-01,113
1994-12-01,133
1995-01-01,166
1995-02-01,144
1995-03-01,137
1995-04-01,113
1995-05-01,83
1995-06-01,88
1995-07-01,86
1995-08-01,67
1995-09-01,59
1995-10-01,53
1995-11-01,53
1995-12-01,67
1996-01-01,114
1996-02-01,105
1996-03-01,82
1996-04-01,87
1996-05-01,92
1996-06-01,80
1996-07-01,87
1996-08-01,95
1996-09-01,110
1996-10-01,120
1996-11-01,122
1996-12-01,111
1997-01-01,181
1997-02-01,176
1997-03-01,163
1997-04-01,125
1997-05-01,111
1997-06-01,125
1997-07-01,107
1997-08-01,114
1997-09-01,117
1997-10-01,96
1997-11-01,105
1997-12-01,121
1998-01-01,181
1998-02-01,133
1998-03-01,136
1998-04-01,101
1998-05-01,100
1998-06-01,95
1998-07-01,90
1998-08-01,92
1998-09-01,95
1998-10-01,105
1998-11-01,109
1998-12-01,100
1999-01-01,157
1999-02-01,126
1999-03-01,114
1999-04-01,77
1999-05-01,80
1999-06-01,95
1999-07-01,106
1999-08-01,78
1999-09-01,80
1999-10-01,86
1999-11-01,85
1999-12-01,90
2000-01-01,112
2000-02-01,103
2000-03-01,114
2000-04-01,104
2000-05-01,110
2000-06-01,112
2000-07-01,126
2000-08-01,110
2000-09-01,113
2000-10-01,122
2000-11-01,115
2000-12-01,109
2001-01-01,159
2001-02-01,144
2001-03-01,141
2001-04-01,114
2001-05-01,106
2001-06-01,116
2001-07-01,112
2001-08-01,118
2001-09-01,110
2001-10-01,119
2001-11-01,120
2001-12-01,115
2002-01-01,133
2002-02-01,127
2002-03-01,129
2002-04-01,108
2002-05-01,107
2002-06-01,133
2002-07-01,129
2002-08-01,120
2002-09-01,114
2002-10-01,107
2002-11-01,112
2002-12-01,121
2003-01-01,147
2003-02-01,143
2003-03-01,138
2003-04-01,117
2003-05-01,109
2003-06-01,126
2003-07-01,131
2003-08-01,131
2003-09-01,133
2003-10-01,131
2003-11-01,143
2003-12-01,132
2004-01-01,162
2004-02-01,169
2004-03-01,170
2004-04-01,140
2004-05-01,132
2004-06-01,154
2004-07-01,154
2004-08-01,141
2004-09-01,142
2004-10-01,145
2004-11-01,157
2004-12-01,161
2005-01-01,194
2005-02-01,179
2005-03-01,168
2005-04-01,144
2005-05-01,140
2005-06-01,144
2005-07-01,149
2005-08-01,127
2005-09-01,132
2005-10-01,130
2005-11-01,135
2005-12-01,122
2006-01-01,141
2006-02-01,136
2006-03-01,127
2006-04-01,113
2006-05-01,108
2006-06-01,123
2006-07-01,142
2006-08-01,123
2006-09-01,122
2006-10-01,122
2006-11-01,141
2006-12-01,127
2007-01-01,159
2007-02-01,162
2007-03-01,150
2007-04-01,134
2007-05-01,139
2007-06-01,139
2007-07-01,157
2007-08-01,137
2007-09-01,132
2007-10-01,133
2007-11-01,137
2007-12-01,157
2008-01-01,160
2008-02-01,142
2008-03-01,146
2008-04-01,117
2008-05-01,128
2008-06-01,131
2008-07-01,151
2008-08-01,137
2008-09-01,129
2008-10-01,139
2008-11-01,136
2008-12-01,150
2009-01-01,198
2009-02-01,214
2009-03-01,216
2009-04-01,207
2009-05-01,231
2009-06-01,222
2009-07-01,240
2009-08-01,224
2009-09-01,203
2009-10-01,197
2009-11-01,211
2009-12-01,213
2010-01-01,254
2010-02-01,269
2010-03-01,238
2010-04-01,207
2010-05-01,204
2010-06-01,217
2010-07-01,225
2010-08-01,220
2010-09-01,215
2010-10-01,211
2010-11-01,214
2010-12-01,202
2011-01-01,255
2011-02-01,269
2011-03-01,239
2011-04-01,202
2011-05-01,197
2011-06-01,223
2011-07-01,222
2011-08-01,208
2011-09-01,204
2011-10-01,205
2011-11-01,194
2011-12-01,190
2012-01-01,229
2012-02-01,239
2012-03-01,222
2012-04-01,194
2012-05-01,187
2012-06-01,195
2012-07-01,207
2012-08-01,191
2012-09-01,173
2012-10-01,174
2012-11-01,167
2012-12-01,168
2013-01-01,194
2013-02-01,181
2013-03-01,168
2013-04-01,150
2013-05-01,165
2013-06-01,181
2013-07-01,180
2013-08-01,168
2013-09-01,141
2013-10-01,172
2013-11-01,169
2013-12-01,164
2014-01-01,166
2014-02-01,168
2014-03-01,149
2014-04-01,125
2014-05-01,126
2014-06-01,130
2014-07-01,155
2014-08-01,138
2014-09-01,112
2014-10-01,113
2014-11-01,128
2014-12-01,125
2015-01-01,152
2015-02-01,156
2015-03-01,147
2015-04-01,128
2015-05-01,132
2015-06-01,135
2015-07-01,141
2015-08-01,129
2015-09-01,115
2015-10-01,116
2015-11-01,127
2015-12-01,121
2016-01-01,139
2016-02-01,152
2016-03-01,124
2016-04-01,113
2016-05-01,104
2016-06-01,112
2016-07-01,127
2016-08-01,121
2016-09-01,102
2016-10-01,104
2016-11-01,111
2016-12-01,103
2017-01-01,123
2017-02-01,114
2017-03-01,103
2017-04-01,91
2017-05-01,95
2017-06-01,90
2017-07-01,104
2017-08-01,95
2017-09-01,81
2017-10-01,71
2017-11-01,79
2017-12-01,76
2018-01-01,96
2018-02-01,87
2018-03-01,84
2018-04-01,72
2018-05-01,72
2018-06-01,81
2018-07-01,94
2018-08-01,99
2018-09-01,73
2018-10-01,79
2018-11-01,79
2018-12-01,77
2019-01-01,90
2019-02-01,95
2019-03-01,96
2019-04-01,71
2019-05-01,77
2019-06-01,78
2019-07-01,99
2019-08-01,90
2019-09-01,72
2019-10-01,77
2019-11-01,92
2019-12-01,83
2020-01-01,102
2020-02-01,95
2020-03-01,114
2020-04-01,200
2020-05-01,153
2020-06-01,135
2020-07-01,138
2020-08-01,129
2020-09-01,119
2020-10-01,100
2020-11-01,81
2020-12-01,84
2021-01-01,93
2021-02-01,90
2021-03-01,81
2021-04-01,62
2021-05-01,75
2021-06-01,86
2021-07-01,95
2021-08-01,83
2021-09-01,66
2021-10-01,63
2021-11-01,52
2021-12-01,47
2022-01-01,59
2022-02-01,65
2022-03-01,77
2022-04-01,57
2022-05-01,69
2022-06-01,72
2022-07-01,94
2022-08-01,86
2022-09-01,69
2022-10-01,72
2022-11-01,61
2022-12-01,63
2023-01-01,75
2023-02-01,89
2023-03-01,88
2023-04-01,79
2023-05-01,71
2023-06-01,89
2023-07-01,83
2023-08-01,84
2023-09-01,82
2023-10-01,92
