"Date","LNS17500000"
1990-02-01,3238
1990-03-01,3219
1990-04-01,3402
1990-05-01,3551
1990-06-01,3402
1990-07-01,3379
1990-08-01,3625
1990-09-01,4045
1990-10-01,3924
1990-11-01,4027
1990-12-01,4310
1991-01-01,4302
1991-02-01,4446
1991-03-01,4662
1991-04-01,4751
1991-05-01,4846
1991-06-01,4924
1991-07-01,4969
1991-08-01,4825
1991-09-01,4829
1991-10-01,4936
1991-11-01,5123
1991-12-01,5321
1992-01-01,5155
1992-02-01,5696
1992-03-01,5713
1992-04-01,5538
1992-05-01,5620
1992-06-01,5899
1992-07-01,5894
1992-08-01,5939
1992-09-01,5741
1992-10-01,5607
1992-11-01,5536
1992-12-01,5504
1993-01-01,5628
1993-02-01,5376
1993-03-01,5269
1993-04-01,5265
1993-05-01,5360
1993-06-01,5451
1993-07-01,5152
1993-08-01,5131
1993-09-01,5021
1993-10-01,4969
1993-11-01,4895
1993-12-01,4644
1994-01-01,4641
1994-02-01,4638
1994-03-01,4477
1994-04-01,4361
1994-05-01,4181
1994-06-01,3913
1994-07-01,3952
1994-08-01,3955
1994-09-01,3994
1994-10-01,3997
1994-11-01,3700
1994-12-01,3431
1995-01-01,3483
1995-02-01,3603
1995-03-01,3566
1995-04-01,3609
1995-05-01,3775
1995-06-01,3658
1995-07-01,3705
1995-08-01,3650
1995-09-01,3636
1995-10-01,3508
1995-11-01,3663
1995-12-01,3808
1996-01-01,3704
1996-02-01,3687
1996-03-01,3601
1996-04-01,3713
1996-05-01,3666
1996-06-01,3544
1996-07-01,3486
1996-08-01,3541
1996-09-01,3264
1996-10-01,3479
1996-11-01,3466
1996-12-01,3707
1997-01-01,3418
1997-02-01,3474
1997-03-01,3475
1997-04-01,3379
1997-05-01,3228
1997-06-01,3126
1997-07-01,3162
1997-08-01,3165
1997-09-01,3237
1997-10-01,3115
1997-11-01,3041
1997-12-01,2831
1998-01-01,3026
1998-02-01,2807
1998-03-01,2842
1998-04-01,2778
1998-05-01,2748
1998-06-01,2823
1998-07-01,2854
1998-08-01,2856
1998-09-01,2788
1998-10-01,2870
1998-11-01,2742
1998-12-01,2641
1999-01-01,2674
1999-02-01,2660
1999-03-01,2599
1999-04-01,2684
1999-05-01,2607
1999-06-01,2653
1999-07-01,2741
1999-08-01,2666
1999-09-01,2673
1999-10-01,2630
1999-11-01,2380
1999-12-01,2370
2000-01-01,2391
2000-02-01,2527
2000-03-01,2513
2000-04-01,2393
2000-05-01,2440
2000-06-01,2415
2000-07-01,2473
2000-08-01,2492
2000-09-01,2479
2000-10-01,2466
2000-11-01,2578
2000-12-01,2643
2001-01-01,2591
2001-02-01,2754
2001-03-01,2717
2001-04-01,2745
2001-05-01,2773
2001-06-01,2877
2001-07-01,3071
2001-08-01,3214
2001-09-01,3446
2001-10-01,3646
2001-11-01,3948
2001-12-01,4213
2002-01-01,4350
2002-02-01,4240
2002-03-01,4364
2002-04-01,4567
2002-05-01,4653
2002-06-01,4614
2002-07-01,4395
2002-08-01,4491
2002-09-01,4411
2002-10-01,4429
2002-11-01,4527
2002-12-01,4764
2003-01-01,4475
2003-02-01,4756
2003-03-01,4604
2003-04-01,4722
2003-05-01,4895
2003-06-01,5012
2003-07-01,5132
2003-08-01,4866
2003-09-01,4932
2003-10-01,4856
2003-11-01,4765
2003-12-01,4435
2004-01-01,4579
2004-02-01,4436
2004-03-01,4370
2004-04-01,4464
2004-05-01,4314
2004-06-01,4381
2004-07-01,4287
2004-08-01,4164
2004-09-01,3966
2004-10-01,4053
2004-11-01,4125
2004-12-01,4053
2005-01-01,4158
2005-02-01,4083
2005-03-01,4065
2005-04-01,3959
2005-05-01,3915
2005-06-01,3852
2005-07-01,3762
2005-08-01,3565
2005-09-01,3712
2005-10-01,3780
2005-11-01,3686
2005-12-01,3593
2006-01-01,3440
2006-02-01,3566
2006-03-01,3485
2006-04-01,3362
2006-05-01,3376
2006-06-01,3222
2006-07-01,3276
2006-08-01,3360
2006-09-01,3325
2006-10-01,3226
2006-11-01,3305
2006-12-01,3194
2007-01-01,3272
2007-02-01,3248
2007-03-01,3207
2007-04-01,3377
2007-05-01,3308
2007-06-01,3414
2007-07-01,3495
2007-08-01,3580
2007-09-01,3549
2007-10-01,3624
2007-11-01,3582
2007-12-01,3792
2008-01-01,4016
2008-02-01,3845
2008-03-01,3787
2008-04-01,3794
2008-05-01,4070
2008-06-01,4558
2008-07-01,4781
2008-08-01,4930
2008-09-01,5052
2008-10-01,5355
2008-11-01,5885
2008-12-01,6217
