"Date","LNS13000002"
1973-01-01,2059
1973-02-01,2115
1973-03-01,2065
1973-04-01,2104
1973-05-01,1988
1973-06-01,2113
1973-07-01,2098
1973-08-01,2091
1973-09-01,2143
1973-10-01,2002
1973-11-01,2131
1973-12-01,2179
1974-01-01,2210
1974-02-01,2220
1974-03-01,2201
1974-04-01,2139
1974-05-01,2258
1974-06-01,2352
1974-07-01,2477
1974-08-01,2360
1974-09-01,2616
1974-10-01,2583
1974-11-01,2904
1974-12-01,3034
1975-01-01,3426
1975-02-01,3360
1975-03-01,3551
1975-04-01,3589
1975-05-01,3688
1975-06-01,3530
1975-07-01,3489
1975-08-01,3475
1975-09-01,3402
1975-10-01,3468
1975-11-01,3399
1975-12-01,3475
1976-01-01,3392
1976-02-01,3365
1976-03-01,3299
1976-04-01,3319
1976-05-01,3125
1976-06-01,3274
1976-07-01,3440
1976-08-01,3549
1976-09-01,3388
1976-10-01,3403
1976-11-01,3423
1976-12-01,3384
1977-01-01,3360
1977-02-01,3409
1977-03-01,3460
1977-04-01,3370
1977-05-01,3182
1977-06-01,3419
1977-07-01,3262
1977-08-01,3310
1977-09-01,3342
1977-10-01,3242
1977-11-01,3379
1977-12-01,3106
1978-01-01,3152
1978-02-01,2983
1978-03-01,3018
1978-04-01,3019
1978-05-01,3060
1978-06-01,3081
1978-07-01,3265
1978-08-01,3072
1978-09-01,3088
1978-10-01,2884
1978-11-01,3043
1978-12-01,3044
1979-01-01,2993
1979-02-01,3039
1979-03-01,3000
1979-04-01,2989
1979-05-01,2927
1979-06-01,3009
1979-07-01,2905
1979-08-01,3157
1979-09-01,3004
1979-10-01,3085
1979-11-01,2995
1979-12-01,3092
1980-01-01,3136
1980-02-01,3167
1980-03-01,3102
1980-04-01,3255
1980-05-01,3425
1980-06-01,3428
1980-07-01,3535
1980-08-01,3537
1980-09-01,3343
1980-10-01,3511
1980-11-01,3510
1980-12-01,3494
1981-01-01,3595
1981-02-01,3565
1981-03-01,3575
1981-04-01,3566
1981-05-01,3636
1981-06-01,3618
1981-07-01,3617
1981-08-01,3591
1981-09-01,3760
1981-10-01,3892
1981-11-01,3980
1981-12-01,3971
1982-01-01,4001
1982-02-01,4211
1982-03-01,4214
1982-04-01,4406
1982-05-01,4448
1982-06-01,4403
1982-07-01,4588
1982-08-01,4533
1982-09-01,4582
1982-10-01,4710
1982-11-01,4940
1982-12-01,5021
1983-01-01,4855
1983-02-01,4763
1983-03-01,4699
1983-04-01,4588
1983-05-01,4543
1983-06-01,4826
1983-07-01,4355
1983-08-01,4389
1983-09-01,4276
1983-10-01,4134
1983-11-01,4018
1983-12-01,4045
1984-01-01,3881
1984-02-01,3840
1984-03-01,3845
1984-04-01,3865
1984-05-01,3787
1984-06-01,3680
1984-07-01,3818
1984-08-01,3885
1984-09-01,3708
1984-10-01,3834
1984-11-01,3680
1984-12-01,3729
1985-01-01,3848
1985-02-01,3773
1985-03-01,3849
1985-04-01,3818
1985-05-01,3877
1985-06-01,3818
1985-07-01,3850
1985-08-01,3725
1985-09-01,3782
1985-10-01,3727
1985-11-01,3694
1985-12-01,3736
1986-01-01,3587
1986-02-01,3851
1986-03-01,3843
1986-04-01,3841
1986-05-01,3793
1986-06-01,3838
1986-07-01,3663
1986-08-01,3646
1986-09-01,3654
1986-10-01,3678
1986-11-01,3634
1986-12-01,3453
1987-01-01,3496
1987-02-01,3490
1987-03-01,3548
1987-04-01,3356
1987-05-01,3324
1987-06-01,3233
1987-07-01,3254
1987-08-01,3211
1987-09-01,3252
1987-10-01,3315
1987-11-01,3239
1987-12-01,3163
1988-01-01,3180
1988-02-01,3228
1988-03-01,3075
1988-04-01,3071
1988-05-01,3060
1988-06-01,2955
1988-07-01,3032
1988-08-01,3047
1988-09-01,3034
1988-10-01,2951
1988-11-01,2954
1988-12-01,2937
1989-01-01,3010
1989-02-01,2828
1989-03-01,2907
1989-04-01,2954
1989-05-01,2998
1989-06-01,3129
1989-07-01,3131
1989-08-01,3033
1989-09-01,2950
1989-10-01,3020
1989-11-01,3032
1989-12-01,3036
1990-01-01,3024
1990-02-01,3049
1990-03-01,3013
1990-04-01,3042
1990-05-01,3059
1990-06-01,2941
1990-07-01,3089
1990-08-01,3202
1990-09-01,3297
1990-10-01,3254
1990-11-01,3343
1990-12-01,3370
1991-01-01,3515
1991-02-01,3502
1991-03-01,3606
1991-04-01,3552
1991-05-01,3775
1991-06-01,3708
1991-07-01,3576
1991-08-01,3705
1991-09-01,3663
1991-10-01,3816
1991-11-01,3834
1991-12-01,3966
1992-01-01,3855
1992-02-01,3973
1992-03-01,3989
1992-04-01,4016
1992-05-01,4095
1992-06-01,4227
1992-07-01,4257
1992-08-01,4198
1992-09-01,4195
1992-10-01,3961
1992-11-01,4084
1992-12-01,4227
1993-01-01,4106
1993-02-01,3999
1993-03-01,3776
1993-04-01,3916
1993-05-01,4009
1993-06-01,3914
1993-07-01,3818
1993-08-01,3768
1993-09-01,3798
1993-10-01,3860
1993-11-01,3840
1993-12-01,3816
1994-01-01,3828
1994-02-01,3824
1994-03-01,3886
1994-04-01,3818
1994-05-01,3628
1994-06-01,3643
1994-07-01,3516
1994-08-01,3614
1994-09-01,3595
1994-10-01,3476
1994-11-01,3415
1994-12-01,3297
1995-01-01,3368
1995-02-01,3321
1995-03-01,3336
1995-04-01,3616
1995-05-01,3330
1995-06-01,3445
1995-07-01,3543
1995-08-01,3424
1995-09-01,3456
1995-10-01,3490
1995-11-01,3365
1995-12-01,3379
1996-01-01,3520
1996-02-01,3311
1996-03-01,3262
1996-04-01,3361
1996-05-01,3399
1996-06-01,3247
1996-07-01,3371
1996-08-01,3289
1996-09-01,3223
1996-10-01,3340
1996-11-01,3408
1996-12-01,3599
1997-01-01,3310
1997-02-01,3383
1997-03-01,3266
1997-04-01,3170
1997-05-01,3268
1997-06-01,3139
1997-07-01,3155
1997-08-01,3106
1997-09-01,3173
1997-10-01,2985
1997-11-01,2947
1997-12-01,3054
1998-01-01,3040
1998-02-01,3030
1998-03-01,3042
1998-04-01,2897
1998-05-01,2848
1998-06-01,2941
1998-07-01,2856
1998-08-01,2950
1998-09-01,2916
1998-10-01,3028
1998-11-01,2937
1998-12-01,2820
1999-01-01,2844
1999-02-01,2899
1999-03-01,2872
1999-04-01,2974
1999-05-01,2686
1999-06-01,2852
1999-07-01,2890
1999-08-01,2769
1999-09-01,2858
1999-10-01,2700
1999-11-01,2750
1999-12-01,2657
2000-01-01,2730
2000-02-01,2718
2000-03-01,2847
2000-04-01,2633
2000-05-01,2814
2000-06-01,2741
2000-07-01,2798
2000-08-01,2847
2000-09-01,2675
2000-10-01,2573
2000-11-01,2640
2000-12-01,2555
2001-01-01,2761
2001-02-01,2784
2001-03-01,2828
2001-04-01,2845
2001-05-01,2819
2001-06-01,2940
2001-07-01,3013
2001-08-01,3195
2001-09-01,3339
2001-10-01,3495
2001-11-01,3595
2001-12-01,3811
2002-01-01,3693
2002-02-01,3739
2002-03-01,3766
2002-04-01,3976
2002-05-01,3856
2002-06-01,3776
2002-07-01,3800
2002-08-01,3698
2002-09-01,3684
2002-10-01,3771
2002-11-01,3766
2002-12-01,3831
2003-01-01,3700
2003-02-01,3823
2003-03-01,3881
2003-04-01,3862
2003-05-01,3919
2003-06-01,4029
2003-07-01,3868
2003-08-01,3942
2003-09-01,3925
2003-10-01,3858
2003-11-01,3707
2003-12-01,3783
2004-01-01,3843
2004-02-01,3762
2004-03-01,3935
2004-04-01,3696
2004-05-01,3668
2004-06-01,3825
2004-07-01,3749
2004-08-01,3560
2004-09-01,3532
2004-10-01,3599
2004-11-01,3534
2004-12-01,3532
2005-01-01,3541
2005-02-01,3620
2005-03-01,3516
2005-04-01,3566
2005-05-01,3628
2005-06-01,3544
2005-07-01,3506
2005-08-01,3380
2005-09-01,3521
2005-10-01,3565
2005-11-01,3552
2005-12-01,3428
2006-01-01,3356
2006-02-01,3337
2006-03-01,3291
2006-04-01,3268
2006-05-01,3140
2006-06-01,3258
2006-07-01,3335
2006-08-01,3252
2006-09-01,3296
2006-10-01,3108
2006-11-01,3187
2006-12-01,3091
2007-01-01,3214
2007-02-01,3040
2007-03-01,3022
2007-04-01,3085
2007-05-01,3032
2007-06-01,3125
2007-07-01,3280
2007-08-01,3259
2007-09-01,3242
2007-10-01,3262
2007-11-01,3301
2007-12-01,3469
2008-01-01,3398
2008-02-01,3371
2008-03-01,3544
2008-04-01,3396
2008-05-01,3762
2008-06-01,3798
2008-07-01,3804
2008-08-01,4262
2008-09-01,3965
2008-10-01,4233
2008-11-01,4456
2008-12-01,4682
2009-01-01,5000
2009-02-01,5293
2009-03-01,5474
2009-04-01,5506
2009-05-01,5783
2009-06-01,6006
2009-07-01,5966
2009-08-01,5979
2009-09-01,6098
2009-10-01,6218
2009-11-01,6172
2009-12-01,6200
2010-01-01,6059
2010-02-01,6175
2010-03-01,6233
2010-04-01,6359
2010-05-01,6318
2010-06-01,5963
2010-07-01,6087
2010-08-01,6173
2010-09-01,6181
2010-10-01,6288
2010-11-01,6470
2010-12-01,6131
2011-01-01,6067
2011-02-01,6049
2011-03-01,6005
2011-04-01,6098
2011-05-01,6104
2011-06-01,6105
2011-07-01,6027
2011-08-01,6103
2011-09-01,6295
2011-10-01,6001
2011-11-01,5974
2011-12-01,5913
2012-01-01,5927
2012-02-01,5911
2012-03-01,5838
2012-04-01,5806
2012-05-01,5764
2012-06-01,5772
2012-07-01,5793
2012-08-01,5659
2012-09-01,5512
2012-10-01,5553
2012-11-01,5506
2012-12-01,5789
2013-01-01,5664
2013-02-01,5541
2013-03-01,5462
2013-04-01,5276
2013-05-01,5151
2013-06-01,5336
2013-07-01,4987
2013-08-01,4898
2013-09-01,4881
2013-10-01,4941
2013-11-01,4840
2013-12-01,4816
2014-01-01,4597
2014-02-01,4666
2014-03-01,4852
2014-04-01,4425
2014-05-01,4544
2014-06-01,4261
2014-07-01,4442
2014-08-01,4400
2014-09-01,4376
2014-10-01,4352
2014-11-01,4221
2014-12-01,3953
2015-01-01,4022
2015-02-01,3908
2015-03-01,3868
2015-04-01,3945
2015-05-01,4040
2015-06-01,3783
2015-07-01,3818
2015-08-01,3705
2015-09-01,3655
2015-10-01,3680
2015-11-01,3661
2015-12-01,3628
2016-01-01,3623
2016-02-01,3592
2016-03-01,3781
2016-04-01,3756
2016-05-01,3567
2016-06-01,3559
2016-07-01,3356
2016-08-01,3565
2016-09-01,3613
2016-10-01,3521
2016-11-01,3426
2016-12-01,3421
2017-01-01,3513
2017-02-01,3430
2017-03-01,3225
2017-04-01,3378
2017-05-01,3342
2017-06-01,3203
2017-07-01,3193
2017-08-01,3256
2017-09-01,3161
2017-10-01,3001
2017-11-01,3103
2017-12-01,3080
2018-01-01,2984
2018-02-01,3111
2018-03-01,3012
2018-04-01,2910
2018-05-01,2753
2018-06-01,2945
2018-07-01,2946
2018-08-01,2850
2018-09-01,2779
2018-10-01,2861
2018-11-01,2931
2018-12-01,2941
2019-01-01,2979
2019-02-01,2873
2019-03-01,2813
2019-04-01,2658
2019-05-01,2736
2019-06-01,2751
2019-07-01,2809
2019-08-01,2753
2019-09-01,2615
2019-10-01,2724
2019-11-01,2772
2019-12-01,2801
2020-01-01,2743
2020-02-01,2658
2020-03-01,3368
2020-04-01,11833
2020-05-01,10764
2020-06-01,8728
2020-07-01,8072
2020-08-01,6488
2020-09-01,6053
2020-10-01,5080
2020-11-01,4850
2020-12-01,5052
2021-01-01,4715
2021-02-01,4575
2021-03-01,4471
2021-04-01,4413
2021-05-01,4130
2021-06-01,4327
2021-07-01,3923
2021-08-01,3778
2021-09-01,3405
2021-10-01,3458
2021-11-01,3214
2021-12-01,2975
2022-01-01,2965
2022-02-01,2954
2022-03-01,2771
2022-04-01,2676
2022-05-01,2816
2022-06-01,2772
2022-07-01,2646
2022-08-01,2736
2022-09-01,2642
2022-10-01,2841
2022-11-01,2764
2022-12-01,2738
2023-01-01,2546
2023-02-01,2728
2023-03-01,2617
2023-04-01,2582
2023-05-01,2803
2023-06-01,2668
2023-07-01,2638
2023-08-01,2766
2023-09-01,2662
2023-10-01,2852
2023-11-01,2709
