"Date","NEIPTERM156SFRBRIC"
1994-01-01,11.0434078789709
1994-02-01,10.966694183733
1994-03-01,10.914723935766
1994-04-01,10.7527957080913
1994-05-01,10.5745687212832
1994-06-01,10.5642864356038
1994-07-01,10.4536317589114
1994-08-01,10.360797782647
1994-09-01,10.2625899842474
1994-10-01,10.2173707522552
1994-11-01,10.12781769374
1994-12-01,10.0145997362687
1995-01-01,10.1081034985773
1995-02-01,9.9310280731479
1995-03-01,9.98654376987634
1995-04-01,10.064054082833
1995-05-01,10.1441334673484
1995-06-01,10.0744409947033
1995-07-01,10.0723876581635
1995-08-01,10.1229453928734
1995-09-01,10.120241671419
1995-10-01,10.0826695708953
1995-11-01,10.0835351045343
1995-12-01,10.0778186980008
1996-01-01,9.97969246016598
1996-02-01,10.0043823791985
1996-03-01,9.9468700924395
1996-04-01,9.92580895933154
1996-05-01,9.93636761012491
1996-06-01,9.78451834752544
1996-07-01,9.82350114486985
1996-08-01,9.72821429101532
1996-09-01,9.65293931688175
1996-10-01,9.69982817955072
1996-11-01,9.7047690588682
1996-12-01,9.70214703153925
1997-01-01,9.67989421009602
1997-02-01,9.65569787090826
1997-03-01,9.54018842185886
1997-04-01,9.47192070586946
1997-05-01,9.41488870265429
1997-06-01,9.36033006522331
1997-07-01,9.25907320351971
1997-08-01,9.20532105953323
1997-09-01,9.2649300954345
1997-10-01,9.15967094843416
1997-11-01,9.12546098254741
1997-12-01,9.12135574735166
1998-01-01,9.07418964304014
1998-02-01,8.99203382322961
1998-03-01,9.03705208059884
1998-04-01,8.81461869186902
1998-05-01,8.86121037961572
1998-06-01,8.93415608754571
1998-07-01,9.01857171411541
1998-08-01,8.91211125809509
1998-09-01,8.83425862890126
1998-10-01,8.84832146102437
1998-11-01,8.71689347475083
1998-12-01,8.7107380199606
1999-01-01,8.70945055240012
1999-02-01,8.73672101309691
1999-03-01,8.71382202328989
1999-04-01,8.83539596802709
1999-05-01,8.70630540385938
1999-06-01,8.71860337025519
1999-07-01,8.67203787332131
1999-08-01,8.61851866388375
1999-09-01,8.6253029092872
1999-10-01,8.49344536161533
1999-11-01,8.45923833845073
1999-12-01,8.43335649421076
2000-01-01,8.35103380100704
2000-02-01,8.45636022016375
2000-03-01,8.49332442151243
2000-04-01,8.33439343841804
2000-05-01,8.57015243996707
2000-06-01,8.37764576173779
2000-07-01,8.39605122274954
2000-08-01,8.44666756430671
2000-09-01,8.39439256954275
2000-10-01,8.37313765206186
2000-11-01,8.44517391938315
2000-12-01,8.3892549517013
2001-01-01,8.50464119764253
2001-02-01,8.52438556952752
2001-03-01,8.58488167343301
2001-04-01,8.72369506969982
2001-05-01,8.87463833519811
2001-06-01,9.02126421299686
2001-07-01,8.93740194330217
2001-08-01,9.22227030837761
2001-09-01,9.36025451966372
2001-10-01,9.67190751775963
2001-11-01,9.70117046426618
2001-12-01,9.85018560041128
2002-01-01,9.85073668016205
2002-02-01,9.79821840276046
2002-03-01,9.7522425765565
2002-04-01,9.82787330007466
2002-05-01,9.75450991030706
2002-06-01,9.72565378039122
2002-07-01,9.77287169724577
2002-08-01,9.76659454577025
2002-09-01,9.69664395575539
2002-10-01,9.67345351995779
2002-11-01,9.77983713074206
2002-12-01,9.72966992174947
2003-01-01,9.84018747949536
2003-02-01,9.90307866406792
2003-03-01,9.99432150342057
2003-04-01,9.96393399440065
2003-05-01,10.0109654505861
2003-06-01,10.0498896752665
2003-07-01,10.0360005920168
2003-08-01,9.98495531599592
2003-09-01,10.037132518068
2003-10-01,9.99690397458437
2003-11-01,9.84999982573248
2003-12-01,9.84137031361218
2004-01-01,9.77752937549135
2004-02-01,9.67750418669018
2004-03-01,9.86251477613794
2004-04-01,9.67648258786311
2004-05-01,9.69646010258531
2004-06-01,9.63539859977279
2004-07-01,9.62888813115627
2004-08-01,9.62840545512953
2004-09-01,9.58725959914786
2004-10-01,9.68701117402215
2004-11-01,9.56392706875655
2004-12-01,9.54789118613519
2005-01-01,9.48384223459464
2005-02-01,9.51429273541413
2005-03-01,9.47362959947199
2005-04-01,9.38220357938643
2005-05-01,9.34030327415885
2005-06-01,9.39276388962706
2005-07-01,9.29436314306066
2005-08-01,9.24865292647997
2005-09-01,9.4157125350956
2005-10-01,9.28276981702822
2005-11-01,9.31102845810667
2005-12-01,9.25977109314046
2006-01-01,9.14453506917043
2006-02-01,9.15927983459428
2006-03-01,9.01341294397817
2006-04-01,9.09973773068599
2006-05-01,8.99850396045593
2006-06-01,9.02816100296225
2006-07-01,9.086611311468
2006-08-01,9.05278476912727
2006-09-01,9.0152747711961
2006-10-01,9.01452175648
2006-11-01,9.00610218729997
2006-12-01,8.91822873271565
2007-01-01,9.00575851896035
2007-02-01,8.96725848539949
2007-03-01,8.83027699701829
2007-04-01,9.08913051385211
2007-05-01,9.1065424005989
2007-06-01,9.03810292345887
2007-07-01,9.07618597708784
2007-08-01,9.16155808341655
2007-09-01,9.19395894514685
2007-10-01,9.13550853782324
2007-11-01,9.06367966972519
2007-12-01,9.26562203793371
2008-01-01,9.33626844262203
2008-02-01,9.329912999472
2008-03-01,9.45766294044583
2008-04-01,9.51921204690913
2008-05-01,9.72515535552802
2008-06-01,9.82831372860952
2008-07-01,10.1128766417067
2008-08-01,10.2452442139033
2008-09-01,10.3862617314069
