"Date","LAUMT533650000000004"
2016-05-01,6917
2016-06-01,7387
2016-07-01,7380
2016-08-01,7133
2016-09-01,6846
2016-10-01,6937
2016-11-01,6728
2016-12-01,6718
2017-01-01,7531
2017-02-01,7464
2017-03-01,6914
2017-04-01,6311
2017-05-01,6112
2017-06-01,6287
2017-07-01,6400
2017-08-01,6659
2017-09-01,6219
2017-10-01,6104
2017-11-01,6361
2017-12-01,6762
2018-01-01,7175
2018-02-01,7610
2018-03-01,7169
2018-04-01,6513
2018-05-01,5977
2018-06-01,6477
2018-07-01,6079
2018-08-01,6319
2018-09-01,5768
2018-10-01,6195
2018-11-01,6852
2018-12-01,7211
2019-01-01,7871
2019-02-01,8547
2019-03-01,7792
2019-04-01,7120
2019-05-01,6566
2019-06-01,7297
2019-07-01,7061
2019-08-01,7119
2019-09-01,6156
2019-10-01,6362
2019-11-01,6581
2019-12-01,6068
2020-01-01,7029
2020-02-01,6690
2020-03-01,8371
2020-04-01,24342
2020-05-01,19878
2020-06-01,14787
2020-07-01,14096
2020-08-01,11055
2020-09-01,9940
2020-10-01,8567
2020-11-01,9054
2020-12-01,9509
2021-01-01,9602
2021-02-01,9707
2021-03-01,9098
2021-04-01,7809
2021-05-01,7346
2021-06-01,7876
2021-07-01,7621
2021-08-01,7700
2021-09-01,6664
2021-10-01,6243
2021-11-01,6124
2021-12-01,5843
2022-01-01,7246
2022-02-01,7316
2022-03-01,7125
2022-04-01,6433
2022-05-01,6490
2022-06-01,6710
2022-07-01,6199
2022-08-01,7396
2022-09-01,6359
2022-10-01,6855
2022-11-01,7657
2022-12-01,7312
2023-01-01,7941
2023-02-01,9176
2023-03-01,7210
2023-04-01,5727
2023-05-01,4518
2023-06-01,4424
2023-07-01,4892
2023-08-01,5817
2023-09-01,5104
2023-10-01,5904
