"Date","LAUMT483258000000004"
1990-01-01,45025
1990-02-01,51492
1990-03-01,46310
1990-04-01,40052
1990-05-01,32570
1990-06-01,30112
1990-07-01,29776
1990-08-01,30096
1990-09-01,32356
1990-10-01,30067
1990-11-01,39868
1990-12-01,41248
1991-01-01,47811
1991-02-01,46297
1991-03-01,43099
1991-04-01,35743
1991-05-01,30840
1991-06-01,29973
1991-07-01,29509
1991-08-01,29021
1991-09-01,31363
1991-10-01,33182
1991-11-01,38869
1991-12-01,41983
1992-01-01,49434
1992-02-01,49844
1992-03-01,44391
1992-04-01,36460
1992-05-01,34408
1992-06-01,36292
1992-07-01,36860
1992-08-01,34429
1992-09-01,35630
1992-10-01,33085
1992-11-01,34138
1992-12-01,40144
1993-01-01,45349
1993-02-01,44819
1993-03-01,40334
1993-04-01,33804
1993-05-01,31570
1993-06-01,34345
1993-07-01,34935
1993-08-01,32686
1993-09-01,33549
1993-10-01,33792
1993-11-01,34424
1993-12-01,38809
1994-01-01,45798
1994-02-01,45019
1994-03-01,41802
1994-04-01,34352
1994-05-01,31985
1994-06-01,35630
1994-07-01,35231
1994-08-01,33970
1994-09-01,33945
1994-10-01,32393
1994-11-01,32345
1994-12-01,35617
1995-01-01,41572
1995-02-01,40783
1995-03-01,37654
1995-04-01,35278
1995-05-01,36359
1995-06-01,35719
1995-07-01,36430
1995-08-01,35643
1995-09-01,36250
1995-10-01,35171
1995-11-01,40756
1995-12-01,41179
1996-01-01,48210
1996-02-01,44623
1996-03-01,41193
1996-04-01,35586
1996-05-01,33156
1996-06-01,34354
1996-07-01,34302
1996-08-01,32643
1996-09-01,33133
1996-10-01,31445
1996-11-01,37529
1996-12-01,35785
1997-01-01,44291
1997-02-01,42870
1997-03-01,38784
1997-04-01,31260
1997-05-01,31002
1997-06-01,34404
1997-07-01,34434
1997-08-01,32040
1997-09-01,32919
1997-10-01,30536
1997-11-01,33744
1997-12-01,36544
1998-01-01,42964
1998-02-01,40157
1998-03-01,38405
1998-04-01,32049
1998-05-01,29849
1998-06-01,35556
1998-07-01,33512
1998-08-01,35672
1998-09-01,36193
1998-10-01,33221
1998-11-01,34349
1998-12-01,36126
1999-01-01,39211
1999-02-01,36071
1999-03-01,31237
1999-04-01,26674
1999-05-01,24676
1999-06-01,27761
1999-07-01,27268
1999-08-01,25136
1999-09-01,26522
1999-10-01,24608
1999-11-01,27572
1999-12-01,29393
2000-01-01,23934
2000-02-01,23917
2000-03-01,21558
2000-04-01,18285
2000-05-01,17604
2000-06-01,19180
2000-07-01,18969
2000-08-01,19150
2000-09-01,17787
2000-10-01,16476
2000-11-01,19605
2000-12-01,18639
2001-01-01,23116
2001-02-01,22212
2001-03-01,21170
2001-04-01,18630
2001-05-01,17028
2001-06-01,20958
2001-07-01,21184
2001-08-01,21146
2001-09-01,20406
2001-10-01,19724
2001-11-01,22656
2001-12-01,24349
2002-01-01,26793
2002-02-01,24352
2002-03-01,23787
2002-04-01,22587
2002-05-01,21025
2002-06-01,24704
2002-07-01,24389
2002-08-01,23466
2002-09-01,22825
2002-10-01,22091
2002-11-01,25946
2002-12-01,27226
2003-01-01,29907
2003-02-01,28065
2003-03-01,26393
2003-04-01,23650
2003-05-01,23117
2003-06-01,27151
2003-07-01,26042
2003-08-01,25155
2003-09-01,24358
2003-10-01,22851
2003-11-01,24899
2003-12-01,25239
2004-01-01,27495
2004-02-01,25275
2004-03-01,25141
2004-04-01,21644
2004-05-01,21048
2004-06-01,23911
2004-07-01,23510
2004-08-01,21823
2004-09-01,20905
2004-10-01,20262
2004-11-01,22530
2004-12-01,24209
2005-01-01,25160
2005-02-01,23889
2005-03-01,22408
2005-04-01,20088
2005-05-01,19804
2005-06-01,21920
2005-07-01,21364
2005-08-01,19971
2005-09-01,19529
