"Date","LAUMT483258000000004"
2005-10-01,17623
2005-11-01,19653
2005-12-01,19944
2006-01-01,21422
2006-02-01,21708
2006-03-01,20742
2006-04-01,19893
2006-05-01,19267
2006-06-01,21507
2006-07-01,21257
2006-08-01,19375
2006-09-01,18658
2006-10-01,16843
2006-11-01,18206
2006-12-01,18952
2007-01-01,21513
2007-02-01,20248
2007-03-01,17739
2007-04-01,16939
2007-05-01,15970
2007-06-01,19085
2007-07-01,19609
2007-08-01,17286
2007-09-01,17174
2007-10-01,15241
2007-11-01,16871
2007-12-01,18676
2008-01-01,20222
2008-02-01,18398
2008-03-01,18039
2008-04-01,16099
2008-05-01,17072
2008-06-01,20681
2008-07-01,22038
2008-08-01,22040
2008-09-01,21960
2008-10-01,20678
2008-11-01,22106
2008-12-01,24935
2009-01-01,27559
2009-02-01,26962
2009-03-01,26349
2009-04-01,24370
2009-05-01,28451
2009-06-01,34119
2009-07-01,35106
2009-08-01,34522
2009-09-01,34265
2009-10-01,32666
2009-11-01,33845
2009-12-01,35063
2010-01-01,38569
2010-02-01,37723
2010-03-01,37384
2010-04-01,34984
2010-05-01,35445
2010-06-01,38490
2010-07-01,38707
2010-08-01,38576
2010-09-01,36904
2010-10-01,36347
2010-11-01,39046
2010-12-01,39481
2011-01-01,41457
2011-02-01,39987
2011-03-01,38846
2011-04-01,36886
2011-05-01,38485
2011-06-01,42627
2011-07-01,42222
2011-08-01,40868
2011-09-01,38815
2011-10-01,36224
2011-11-01,35659
2011-12-01,35832
2012-01-01,36866
2012-02-01,35796
2012-03-01,33028
2012-04-01,31337
2012-05-01,33241
2012-06-01,37620
2012-07-01,37617
2012-08-01,35943
2012-09-01,33372
2012-10-01,32177
2012-11-01,32051
2012-12-01,34718
2013-01-01,37990
2013-02-01,36021
2013-03-01,33966
2013-04-01,33000
2013-05-01,33671
2013-06-01,36872
2013-07-01,35906
2013-08-01,34881
2013-09-01,33644
2013-10-01,32054
2013-11-01,32965
2013-12-01,32677
2014-01-01,34281
2014-02-01,33137
2014-03-01,31555
2014-04-01,28119
2014-05-01,28016
2014-06-01,31260
2014-07-01,31750
2014-08-01,30608
2014-09-01,27147
2014-10-01,24848
2014-11-01,26622
2014-12-01,26007
2015-01-01,28757
2015-02-01,26912
2015-03-01,25903
2015-04-01,24695
2015-05-01,25583
2015-06-01,27999
2015-07-01,27995
2015-08-01,27018
2015-09-01,25352
2015-10-01,24259
2015-11-01,26287
2015-12-01,26329
2016-01-01,27338
2016-02-01,26144
2016-03-01,26059
2016-04-01,24545
2016-05-01,23850
2016-06-01,28398
2016-07-01,28432
2016-08-01,27886
2016-09-01,26656
2016-10-01,23607
2016-11-01,25473
2016-12-01,28328
2017-01-01,31325
2017-02-01,29298
2017-03-01,26885
2017-04-01,25354
2017-05-01,24085
2017-06-01,27644
2017-07-01,26335
2017-08-01,26602
2017-09-01,23544
2017-10-01,20205
2017-11-01,22332
2017-12-01,23688
2018-01-01,27080
2018-02-01,25064
2018-03-01,23475
2018-04-01,22340
2018-05-01,20723
2018-06-01,25188
2018-07-01,24168
2018-08-01,22710
2018-09-01,21177
2018-10-01,18989
2018-11-01,20414
2018-12-01,23547
2019-01-01,26409
2019-02-01,22997
2019-03-01,20042
2019-04-01,17771
2019-05-01,18739
2019-06-01,23288
2019-07-01,24003
2019-08-01,22823
2019-09-01,20990
2019-10-01,19748
2019-11-01,21583
2019-12-01,24462
2020-01-01,26678
2020-02-01,23324
2020-03-01,34235
2020-04-01,58440
2020-05-01,57337
2020-06-01,52230
2020-07-01,51779
2020-08-01,43346
2020-09-01,42406
2020-10-01,36686
2020-11-01,38137
2020-12-01,39633
2021-01-01,41656
2021-02-01,40108
2021-03-01,36820
2021-04-01,35793
2021-05-01,33756
2021-06-01,38263
2021-07-01,35022
2021-08-01,32519
2021-09-01,28701
2021-10-01,26288
2021-11-01,26286
2021-12-01,26661
2022-01-01,30408
2022-02-01,26736
2022-03-01,23165
2022-04-01,22262
2022-05-01,22057
2022-06-01,26292
2022-07-01,25227
2022-08-01,24719
2022-09-01,22120
2022-10-01,20481
2022-11-01,22411
2022-12-01,23470
2023-01-01,26869
2023-02-01,26095
2023-03-01,24773
2023-04-01,21281
2023-05-01,23302
2023-06-01,25431
2023-07-01,26790
2023-08-01,26124
2023-09-01,22143
2023-10-01,19964
