"Date","LAUCN120490000000005"
1990-01-01,8974
1990-02-01,8335
1990-03-01,8430
1990-04-01,8119
1990-05-01,8335
1990-06-01,7842
1990-07-01,7370
1990-08-01,7126
1990-09-01,7247
1990-10-01,7864
1990-11-01,9277
1990-12-01,9422
1991-01-01,9250
1991-02-01,8573
1991-03-01,9089
1991-04-01,8947
1991-05-01,9102
1991-06-01,7993
1991-07-01,7670
1991-08-01,7439
1991-09-01,7571
1991-10-01,8235
1991-11-01,8906
1991-12-01,9625
1992-01-01,9292
1992-02-01,8255
1992-03-01,7992
1992-04-01,8686
1992-05-01,8907
1992-06-01,8123
1992-07-01,7256
1992-08-01,6964
1992-09-01,7304
1992-10-01,7979
1992-11-01,8675
1992-12-01,9636
1993-01-01,9394
1993-02-01,9555
1993-03-01,9433
1993-04-01,9115
1993-05-01,9616
1993-06-01,8810
1993-07-01,7691
1993-08-01,7320
1993-09-01,7701
1993-10-01,8074
1993-11-01,8526
1993-12-01,10144
1994-01-01,10672
1994-02-01,10615
1994-03-01,9878
1994-04-01,9680
1994-05-01,10086
1994-06-01,8996
1994-07-01,7895
1994-08-01,7809
1994-09-01,8240
1994-10-01,8747
1994-11-01,10435
1994-12-01,11060
1995-01-01,11053
1995-02-01,10872
1995-03-01,10366
1995-04-01,10291
1995-05-01,10513
1995-06-01,9104
1995-07-01,8063
1995-08-01,8037
1995-09-01,8469
1995-10-01,9270
1995-11-01,11408
1995-12-01,11834
1996-01-01,11450
1996-02-01,10732
1996-03-01,9632
1996-04-01,9986
1996-05-01,10910
1996-06-01,9260
1996-07-01,8061
1996-08-01,8153
1996-09-01,8340
1996-10-01,8880
1996-11-01,10535
1996-12-01,11596
1997-01-01,11949
1997-02-01,11512
1997-03-01,10432
1997-04-01,10582
1997-05-01,10393
1997-06-01,9181
1997-07-01,7765
1997-08-01,7789
1997-09-01,7947
1997-10-01,8487
1997-11-01,9527
1997-12-01,9611
1998-01-01,9985
1998-02-01,9785
1998-03-01,8945
1998-04-01,9271
1998-05-01,9511
1998-06-01,8285
1998-07-01,7572
1998-08-01,7240
1998-09-01,7641
1998-10-01,7757
1998-11-01,8380
1998-12-01,9176
1999-01-01,9378
1999-02-01,9293
1999-03-01,9176
1999-04-01,9306
1999-05-01,9441
1999-06-01,8420
