"Date","LNS13023557"
1987-03-01,2144
1987-04-01,1979
1987-05-01,2008
1987-06-01,2002
1987-07-01,1887
1987-08-01,1935
1987-09-01,1895
1987-10-01,1816
1987-11-01,1974
1987-12-01,1963
1988-01-01,1907
1988-02-01,1948
1988-03-01,1824
1988-04-01,1805
1988-05-01,1807
1988-06-01,1742
1988-07-01,1834
1988-08-01,1822
1988-09-01,1740
1988-10-01,1764
1988-11-01,1781
1988-12-01,1722
1989-01-01,1824
1989-02-01,1780
1989-03-01,1766
1989-04-01,1905
1989-05-01,1846
1989-06-01,2036
1989-07-01,1874
1989-08-01,1750
1989-09-01,1907
1989-10-01,1902
1989-11-01,1860
1989-12-01,1832
1990-01-01,1800
1990-02-01,1870
1990-03-01,1860
1990-04-01,1867
1990-05-01,1848
1990-06-01,1863
1990-07-01,1952
1990-08-01,1937
1990-09-01,2016
1990-10-01,2006
1990-11-01,2034
1990-12-01,2146
1991-01-01,2048
1991-02-01,2064
1991-03-01,2096
1991-04-01,2149
1991-05-01,2214
1991-06-01,2145
1991-07-01,2085
1991-08-01,2177
1991-09-01,2087
1991-10-01,2207
1991-11-01,2212
1991-12-01,2223
1992-01-01,2334
1992-02-01,2237
1992-03-01,2246
1992-04-01,2185
1992-05-01,2226
1992-06-01,2295
1992-07-01,2327
1992-08-01,2313
1992-09-01,2355
1992-10-01,2289
1992-11-01,2289
1992-12-01,2335
1993-01-01,2351
1993-02-01,2392
1993-03-01,2081
1993-04-01,2181
1993-05-01,2333
1993-06-01,2231
1993-07-01,2153
1993-08-01,2120
1993-09-01,2136
1993-10-01,2135
1993-11-01,2149
1993-12-01,2105
1994-01-01,2896
1994-02-01,2912
1994-03-01,2976
1994-04-01,3164
1994-05-01,2874
1994-06-01,2779
1994-07-01,2737
1994-08-01,2762
1994-09-01,2618
1994-10-01,2634
1994-11-01,2562
1994-12-01,2527
1995-01-01,2544
1995-02-01,2446
1995-03-01,2405
1995-04-01,2784
1995-05-01,2490
1995-06-01,2517
1995-07-01,2560
1995-08-01,2563
1995-09-01,2569
1995-10-01,2512
1995-11-01,2496
1995-12-01,2448
1996-01-01,2472
1996-02-01,2432
1996-03-01,2490
1996-04-01,2504
1996-05-01,2782
1996-06-01,2406
1996-07-01,2562
1996-08-01,2522
1996-09-01,2434
1996-10-01,2486
1996-11-01,2510
1996-12-01,2576
1997-01-01,2492
1997-02-01,2540
1997-03-01,2475
1997-04-01,2441
1997-05-01,2376
1997-06-01,2324
1997-07-01,2292
1997-08-01,2212
1997-09-01,2256
1997-10-01,2248
1997-11-01,2223
1997-12-01,2166
1998-01-01,2222
1998-02-01,2184
1998-03-01,2196
1998-04-01,2103
1998-05-01,2059
1998-06-01,2080
1998-07-01,2076
1998-08-01,2179
1998-09-01,2176
1998-10-01,2173
1998-11-01,2140
1998-12-01,2001
1999-01-01,1997
1999-02-01,2096
1999-03-01,1999
1999-04-01,2006
1999-05-01,2010
1999-06-01,2015
1999-07-01,2021
1999-08-01,1959
1999-09-01,1992
1999-10-01,2001
1999-11-01,1932
1999-12-01,2036
2000-01-01,2046
2000-02-01,1991
2000-03-01,1982
2000-04-01,1919
2000-05-01,2050
2000-06-01,2046
2000-07-01,1986
2000-08-01,1953
2000-09-01,1812
2000-10-01,1880
2000-11-01,1960
2000-12-01,1879
2001-01-01,1972
2001-02-01,1937
2001-03-01,1896
2001-04-01,1948
2001-05-01,1805
2001-06-01,1899
2001-07-01,1950
2001-08-01,2197
2001-09-01,2136
2001-10-01,2123
2001-11-01,2208
2001-12-01,2387
2002-01-01,2275
2002-02-01,2314
2002-03-01,2460
2002-04-01,2396
2002-05-01,2398
2002-06-01,2383
2002-07-01,2371
2002-08-01,2295
2002-09-01,2320
2002-10-01,2351
2002-11-01,2382
2002-12-01,2465
2003-01-01,2389
2003-02-01,2411
2003-03-01,2416
2003-04-01,2547
2003-05-01,2504
2003-06-01,2713
2003-07-01,2525
2003-08-01,2489
2003-09-01,2414
2003-10-01,2497
2003-11-01,2396
2003-12-01,2352
2004-01-01,2550
2004-02-01,2402
2004-03-01,2447
2004-04-01,2327
2004-05-01,2469
2004-06-01,2565
2004-07-01,2280
2004-08-01,2398
2004-09-01,2375
2004-10-01,2397
2004-11-01,2306
2004-12-01,2314
2005-01-01,2327
2005-02-01,2406
2005-03-01,2401
2005-04-01,2373
2005-05-01,2396
2005-06-01,2359
2005-07-01,2407
2005-08-01,2415
2005-09-01,2367
2005-10-01,2337
2005-11-01,2451
2005-12-01,2361
2006-01-01,2261
2006-02-01,2316
2006-03-01,2174
2006-04-01,2172
2006-05-01,2135
2006-06-01,2163
2006-07-01,2372
2006-08-01,2274
2006-09-01,2288
2006-10-01,2255
2006-11-01,2245
2006-12-01,2162
2007-01-01,2199
2007-02-01,2082
2007-03-01,2156
2007-04-01,2162
2007-05-01,2155
2007-06-01,2113
2007-07-01,2054
2007-08-01,2047
2007-09-01,2168
2007-10-01,2086
2007-11-01,2163
2007-12-01,2334
2008-01-01,2203
2008-02-01,2129
2008-03-01,2121
2008-04-01,2119
2008-05-01,2493
2008-06-01,2533
2008-07-01,2662
2008-08-01,2655
2008-09-01,2599
2008-10-01,2623
2008-11-01,2693
2008-12-01,2826
2009-01-01,2806
2009-02-01,2939
2009-03-01,3028
2009-04-01,3107
2009-05-01,3201
2009-06-01,3331
2009-07-01,3260
2009-08-01,3282
2009-09-01,3262
2009-10-01,3411
2009-11-01,3236
2009-12-01,3371
2010-01-01,3650
2010-02-01,3469
2010-03-01,3591
2010-04-01,3772
2010-05-01,3388
2010-06-01,3300
2010-07-01,3377
2010-08-01,3372
2010-09-01,3399
2010-10-01,3481
2010-11-01,3445
2010-12-01,3379
2011-01-01,3358
2011-02-01,3348
2011-03-01,3317
2011-04-01,3416
2011-05-01,3379
2011-06-01,3514
2011-07-01,3383
2011-08-01,3520
2011-09-01,3470
2011-10-01,3370
2011-11-01,3357
2011-12-01,3359
2012-01-01,3253
2012-02-01,3342
2012-03-01,3278
2012-04-01,3392
2012-05-01,3384
2012-06-01,3296
2012-07-01,3369
2012-08-01,3352
2012-09-01,3306
2012-10-01,3298
2012-11-01,3319
2012-12-01,3592
2013-01-01,3430
2013-02-01,3306
2013-03-01,3164
2013-04-01,3184
2013-05-01,3311
2013-06-01,3381
2013-07-01,3243
2013-08-01,3150
2013-09-01,3161
2013-10-01,3057
2013-11-01,3042
2013-12-01,3009
2014-01-01,2791
2014-02-01,2969
2014-03-01,3027
2014-04-01,2622
2014-05-01,2859
2014-06-01,2794
2014-07-01,2891
2014-08-01,2905
2014-09-01,2800
2014-10-01,2839
2014-11-01,2748
2014-12-01,2676
2015-01-01,2747
2015-02-01,2630
2015-03-01,2635
2015-04-01,2676
2015-05-01,2608
2015-06-01,2546
2015-07-01,2455
2015-08-01,2372
2015-09-01,2427
2015-10-01,2413
2015-11-01,2443
2015-12-01,2467
2016-01-01,2487
2016-02-01,2449
2016-03-01,2468
2016-04-01,2330
2016-05-01,2215
2016-06-01,2251
2016-07-01,2273
2016-08-01,2258
2016-09-01,2339
2016-10-01,2370
2016-11-01,2297
2016-12-01,2231
2017-01-01,2172
2017-02-01,2188
2017-03-01,2006
2017-04-01,2053
2017-05-01,2136
2017-06-01,1979
2017-07-01,2089
2017-08-01,2118
2017-09-01,2099
2017-10-01,2037
2017-11-01,2076
2017-12-01,2003
2018-01-01,1994
2018-02-01,1950
2018-03-01,1909
2018-04-01,2020
2018-05-01,1890
2018-06-01,2009
2018-07-01,1796
2018-08-01,1839
2018-09-01,1913
2018-10-01,1940
2018-11-01,1924
2018-12-01,1974
2019-01-01,1989
2019-02-01,1898
2019-03-01,1965
2019-04-01,1942
2019-05-01,1849
2019-06-01,1793
2019-07-01,1777
2019-08-01,1767
2019-09-01,1670
2019-10-01,1714
2019-11-01,1693
2019-12-01,1662
2020-01-01,1909
2020-02-01,1831
2020-03-01,1759
2020-04-01,1475
2020-05-01,1636
2020-06-01,2262
2020-07-01,2302
2020-08-01,2052
2020-09-01,2110
2020-10-01,2005
2020-11-01,1975
2020-12-01,2234
2021-01-01,2055
2021-02-01,2178
2021-03-01,2258
2021-04-01,2118
2021-05-01,2174
2021-06-01,2253
2021-07-01,2297
2021-08-01,2439
2021-09-01,2262
2021-10-01,2175
2021-11-01,2142
2021-12-01,2024
2022-01-01,1995
2022-02-01,1971
2022-03-01,1992
2022-04-01,1856
2022-05-01,1944
2022-06-01,1979
2022-07-01,1822
2022-08-01,1833
2022-09-01,1834
2022-10-01,1873
2022-11-01,1798
2022-12-01,1767
2023-01-01,1817
2023-02-01,1847
2023-03-01,1665
2023-04-01,1761
2023-05-01,1821
2023-06-01,1745
2023-07-01,1853
2023-08-01,1930
2023-09-01,2043
2023-10-01,1884
2023-11-01,1782
