"Date","LAUMT171950000000004"
1990-01-01,3987
1990-02-01,4426
1990-03-01,3797
1990-04-01,3641
1990-05-01,3377
1990-06-01,3782
1990-07-01,3725
1990-08-01,4012
1990-09-01,3921
1990-10-01,4087
1990-11-01,3878
1990-12-01,3768
1991-01-01,4270
1991-02-01,4666
1991-03-01,4322
1991-04-01,3968
1991-05-01,4331
1991-06-01,5192
1991-07-01,7280
1991-08-01,4981
1991-09-01,4951
1991-10-01,5514
1991-11-01,5255
1991-12-01,5397
1992-01-01,6054
1992-02-01,6282
1992-03-01,5800
1992-04-01,5246
1992-05-01,5221
1992-06-01,6341
1992-07-01,5846
1992-08-01,5397
1992-09-01,4700
1992-10-01,4385
1992-11-01,4332
1992-12-01,4858
1993-01-01,5650
1993-02-01,6063
1993-03-01,5462
1993-04-01,5124
1993-05-01,4876
1993-06-01,5482
1993-07-01,4931
1993-08-01,5187
1993-09-01,5299
1993-10-01,5434
1993-11-01,4789
1993-12-01,4711
1994-01-01,5226
1994-02-01,4967
1994-03-01,4686
1994-04-01,4111
1994-05-01,4116
1994-06-01,4543
1994-07-01,4617
1994-08-01,4564
1994-09-01,4118
1994-10-01,4194
1994-11-01,3844
1994-12-01,3596
1995-01-01,3916
1995-02-01,3850
1995-03-01,3704
1995-04-01,3765
1995-05-01,3930
1995-06-01,4416
1995-07-01,4402
1995-08-01,4515
1995-09-01,4212
1995-10-01,4473
1995-11-01,4290
1995-12-01,4195
1996-01-01,4638
1996-02-01,4622
1996-03-01,4292
1996-04-01,3963
1996-05-01,4006
1996-06-01,4483
1996-07-01,4675
1996-08-01,4632
1996-09-01,4501
1996-10-01,4408
1996-11-01,4524
1996-12-01,4300
1997-01-01,4361
1997-02-01,4351
1997-03-01,4132
1997-04-01,3412
1997-05-01,3251
1997-06-01,3826
1997-07-01,3610
1997-08-01,3584
1997-09-01,3289
1997-10-01,3076
1997-11-01,3147
1997-12-01,3190
1998-01-01,3360
1998-02-01,3167
1998-03-01,3084
1998-04-01,2465
1998-05-01,2431
1998-06-01,3128
1998-07-01,2805
1998-08-01,2927
1998-09-01,2767
1998-10-01,2667
1998-11-01,2544
1998-12-01,2337
1999-01-01,2529
1999-02-01,2471
1999-03-01,2272
1999-04-01,2192
1999-05-01,2340
1999-06-01,2884
1999-07-01,2831
1999-08-01,3268
1999-09-01,2898
1999-10-01,2761
1999-11-01,2755
1999-12-01,2826
2000-01-01,3033
2000-02-01,3107
2000-03-01,3000
2000-04-01,2363
2000-05-01,2450
2000-06-01,2788
2000-07-01,2786
2000-08-01,2914
2000-09-01,2558
2000-10-01,2381
2000-11-01,3038
2000-12-01,3144
2001-01-01,3518
2001-02-01,3369
2001-03-01,3472
2001-04-01,2992
2001-05-01,2779
2001-06-01,3154
2001-07-01,3115
2001-08-01,3313
2001-09-01,2910
2001-10-01,3326
2001-11-01,3602
2001-12-01,3900
2002-01-01,4575
2002-02-01,4187
2002-03-01,4400
2002-04-01,3735
2002-05-01,3657
2002-06-01,4185
2002-07-01,4184
2002-08-01,4125
2002-09-01,3671
2002-10-01,3655
2002-11-01,3776
2002-12-01,3834
2003-01-01,4278
2003-02-01,4296
2003-03-01,4171
2003-04-01,3524
2003-05-01,3515
2003-06-01,4255
2003-07-01,4023
2003-08-01,4220
2003-09-01,4007
2003-10-01,3708
2003-11-01,3787
2003-12-01,3621
2004-01-01,4059
2004-02-01,3796
2004-03-01,3889
2004-04-01,3275
2004-05-01,3308
2004-06-01,3688
2004-07-01,3654
2004-08-01,3569
2004-09-01,3191
2004-10-01,3229
2004-11-01,3269
2004-12-01,3243
2005-01-01,3448
2005-02-01,3363
2005-03-01,3113
2005-04-01,2849
2005-05-01,2883
2005-06-01,3273
2005-07-01,3257
2005-08-01,3249
2005-09-01,3140
2005-10-01,3026
2005-11-01,3242
2005-12-01,3413
2006-01-01,3273
2006-02-01,3139
2006-03-01,3090
2006-04-01,2826
2006-05-01,2673
2006-06-01,3073
2006-07-01,3103
2006-08-01,3051
2006-09-01,2584
2006-10-01,2288
2006-11-01,2386
2006-12-01,2558
2007-01-01,3059
2007-02-01,3006
2007-03-01,2775
2007-04-01,2635
2007-05-01,2709
2007-06-01,3256
2007-07-01,3393
2007-08-01,3371
2007-09-01,3212
2007-10-01,3161
2007-11-01,3143
2007-12-01,3391
2008-01-01,3587
2008-02-01,3475
2008-03-01,3430
2008-04-01,3172
2008-05-01,3519
2008-06-01,4042
2008-07-01,4073
2008-08-01,4234
2008-09-01,3914
2008-10-01,3910
2008-11-01,3903
2008-12-01,4211
2009-01-01,5131
2009-02-01,5509
2009-03-01,5528
2009-04-01,5870
2009-05-01,5914
2009-06-01,6635
2009-07-01,7876
2009-08-01,6885
2009-09-01,6683
2009-10-01,6651
2009-11-01,6520
2009-12-01,6686
2010-01-01,7147
2010-02-01,6971
2010-03-01,6927
2010-04-01,6325
2010-05-01,5998
2010-06-01,6388
2010-07-01,6289
2010-08-01,6044
2010-09-01,5591
2010-10-01,5416
2010-11-01,5660
2010-12-01,5640
2011-01-01,5835
2011-02-01,5688
2011-03-01,5511
2011-04-01,5077
2011-05-01,5132
2011-06-01,5667
2011-07-01,5810
2011-08-01,5795
2011-09-01,5551
2011-10-01,5361
2011-11-01,5261
2011-12-01,5255
2012-01-01,5465
2012-02-01,5288
2012-03-01,5247
2012-04-01,4840
2012-05-01,5149
2012-06-01,5645
2012-07-01,5749
2012-08-01,5610
2012-09-01,5102
2012-10-01,5217
2012-11-01,5333
2012-12-01,6101
2013-01-01,6806
2013-02-01,5976
2013-03-01,5569
2013-04-01,5344
2013-05-01,5343
2013-06-01,6324
2013-07-01,6357
2013-08-01,6055
2013-09-01,5924
2013-10-01,5900
2013-11-01,5794
2013-12-01,5715
2014-01-01,5846
2014-02-01,5535
2014-03-01,5215
2014-04-01,4387
2014-05-01,4264
2014-06-01,4407
2014-07-01,4407
2014-08-01,4143
2014-09-01,3687
2014-10-01,3561
2014-11-01,3595
2014-12-01,3453
2015-01-01,3875
2015-02-01,3605
2015-03-01,3518
2015-04-01,3013
2015-05-01,3259
2015-06-01,3638
2015-07-01,3991
2015-08-01,3663
2015-09-01,3399
2015-10-01,3455
2015-11-01,3591
2015-12-01,3625
2016-01-01,3884
2016-02-01,3736
2016-03-01,3661
2016-04-01,3231
2016-05-01,3027
2016-06-01,3459
2016-07-01,3443
2016-08-01,3407
2016-09-01,3241
2016-10-01,3085
2016-11-01,2957
2016-12-01,3089
2017-01-01,3476
2017-02-01,3098
2017-03-01,2859
2017-04-01,2484
2017-05-01,2361
2017-06-01,2781
2017-07-01,2802
2017-08-01,2957
2017-09-01,2546
2017-10-01,2491
2017-11-01,2543
2017-12-01,2610
2018-01-01,2836
2018-02-01,2776
2018-03-01,2817
2018-04-01,2550
2018-05-01,2466
2018-06-01,3036
2018-07-01,3002
2018-08-01,2876
2018-09-01,2541
2018-10-01,2719
2018-11-01,2761
2018-12-01,2972
2019-01-01,3231
2019-02-01,2966
2019-03-01,2832
2019-04-01,2365
2019-05-01,2100
2019-06-01,2445
2019-07-01,2611
2019-08-01,2475
2019-09-01,2245
2019-10-01,2168
2019-11-01,2077
2019-12-01,2120
2020-01-01,2295
2020-02-01,2098
2020-03-01,2637
2020-04-01,6723
2020-05-01,6968
2020-06-01,7061
2020-07-01,6573
2020-08-01,5089
2020-09-01,4609
2020-10-01,3944
2020-11-01,4017
2020-12-01,4665
2021-01-01,4687
2021-02-01,4214
2021-03-01,4105
2021-04-01,3603
2021-05-01,3351
2021-06-01,3906
2021-07-01,3736
2021-08-01,3693
2021-09-01,3327
2021-10-01,2898
2021-11-01,2797
2021-12-01,2705
2022-01-01,3213
2022-02-01,2970
2022-03-01,2841
2022-04-01,2535
2022-05-01,2449
2022-06-01,2561
2022-07-01,2550
2022-08-01,2547
2022-09-01,2194
2022-10-01,2232
2022-11-01,2165
2022-12-01,2020
2023-01-01,2415
2023-02-01,2679
2023-03-01,2756
2023-04-01,2496
2023-05-01,2436
2023-06-01,2839
2023-07-01,3174
2023-08-01,3361
2023-09-01,3107
2023-10-01,2761
