"Date","LNS13000001"
1948-01-01,1478
1948-02-01,1565
1948-03-01,1649
1948-04-01,1630
1948-05-01,1492
1948-06-01,1448
1948-07-01,1460
1948-08-01,1578
1948-09-01,1588
1948-10-01,1573
1948-11-01,1602
1948-12-01,1683
1949-01-01,1830
1949-02-01,2003
1949-03-01,2211
1949-04-01,2293
1949-05-01,2639
1949-06-01,2686
1949-07-01,2884
1949-08-01,2962
1949-09-01,2822
1949-10-01,3695
1949-11-01,2855
1949-12-01,2838
1950-01-01,2776
1950-02-01,2707
1950-03-01,2680
1950-04-01,2583
1950-05-01,2377
1950-06-01,2234
1950-07-01,2089
1950-08-01,1906
1950-09-01,1842
1950-10-01,1728
1950-11-01,1612
1950-12-01,1661
1951-01-01,1439
1951-02-01,1282
1951-03-01,1185
1951-04-01,1089
1951-05-01,1059
1951-06-01,1186
1951-07-01,1172
1951-08-01,1190
1951-09-01,1202
1951-10-01,1333
1951-11-01,1315
1951-12-01,1150
1952-01-01,1226
1952-02-01,1217
1952-03-01,1155
1952-04-01,1139
1952-05-01,1110
1952-06-01,1202
1952-07-01,1282
1952-08-01,1351
1952-09-01,1283
1952-10-01,1104
1952-11-01,1080
1952-12-01,1067
1953-01-01,1236
1953-02-01,1060
1953-03-01,1018
1953-04-01,1138
1953-05-01,1086
1953-06-01,1053
1953-07-01,1095
1953-08-01,1089
1953-09-01,1157
1953-10-01,1275
1953-11-01,1497
1953-12-01,1843
1954-01-01,1938
1954-02-01,2163
1954-03-01,2329
1954-04-01,2473
1954-05-01,2522
1954-06-01,2342
1954-07-01,2444
1954-08-01,2643
1954-09-01,2649
1954-10-01,2520
1954-11-01,2303
1954-12-01,2174
1955-01-01,2106
1955-02-01,1985
1955-03-01,1966
1955-04-01,2091
1955-05-01,1793
1955-06-01,1744
1955-07-01,1689
1955-08-01,1750
1955-09-01,1637
1955-10-01,1764
1955-11-01,1746
1955-12-01,1718
1956-01-01,1708
1956-02-01,1703
1956-03-01,1696
1956-04-01,1637
1956-05-01,1776
1956-06-01,1785
1956-07-01,1728
1956-08-01,1662
1956-09-01,1633
1956-10-01,1567
1956-11-01,1813
1956-12-01,1779
1957-01-01,1764
1957-02-01,1638
1957-03-01,1583
1957-04-01,1707
1957-05-01,1694
1957-06-01,1813
1957-07-01,1746
1957-08-01,1740
1957-09-01,1938
1957-10-01,2007
1957-11-01,2338
1957-12-01,2361
1958-01-01,2574
1958-02-01,2847
1958-03-01,3046
1958-04-01,3336
1958-05-01,3405
1958-06-01,3361
1958-07-01,3470
1958-08-01,3422
1958-09-01,3263
1958-10-01,3077
1958-11-01,2868
1958-12-01,2828
1959-01-01,2690
1959-02-01,2640
1959-03-01,2424
1959-04-01,2206
1959-05-01,2182
1959-06-01,2166
1959-07-01,2254
1959-08-01,2323
1959-09-01,2518
1959-10-01,2523
1959-11-01,2703
1959-12-01,2328
1960-01-01,2325
1960-02-01,2108
1960-03-01,2419
1960-04-01,2335
1960-05-01,2296
1960-06-01,2413
1960-07-01,2471
1960-08-01,2589
1960-09-01,2547
1960-10-01,2767
1960-11-01,2799
1960-12-01,2956
1961-01-01,3041
1961-02-01,3076
1961-03-01,3067
1961-04-01,3146
1961-05-01,3236
1961-06-01,3050
1961-07-01,3101
1961-08-01,3010
1961-09-01,2943
1961-10-01,2848
1961-11-01,2724
1961-12-01,2657
1962-01-01,2482
1962-02-01,2396
1962-03-01,2428
1962-04-01,2430
1962-05-01,2431
1962-06-01,2448
1962-07-01,2363
1962-08-01,2470
1962-09-01,2427
1962-10-01,2326
1962-11-01,2499
1962-12-01,2405
1963-01-01,2519
1963-02-01,2647
1963-03-01,2546
1963-04-01,2525
1963-05-01,2557
1963-06-01,2393
1963-07-01,2424
1963-08-01,2333
1963-09-01,2316
1963-10-01,2342
1963-11-01,2496
1963-12-01,2378
1964-01-01,2383
1964-02-01,2277
1964-03-01,2289
1964-04-01,2275
1964-05-01,2154
1964-06-01,2245
1964-07-01,2104
1964-08-01,2147
1964-09-01,2185
1964-10-01,2174
1964-11-01,2045
1964-12-01,2068
1965-01-01,2071
1965-02-01,2090
1965-03-01,1971
1965-04-01,2066
1965-05-01,2002
1965-06-01,1887
1965-07-01,1903
1965-08-01,1876
1965-09-01,1806
1965-10-01,1796
1965-11-01,1647
1965-12-01,1665
1966-01-01,1647
1966-02-01,1577
1966-03-01,1615
1966-04-01,1525
1966-05-01,1529
1966-06-01,1548
1966-07-01,1558
1966-08-01,1539
1966-09-01,1495
1966-10-01,1446
1966-11-01,1486
1966-12-01,1560
1967-01-01,1463
1967-02-01,1476
1967-03-01,1477
1967-04-01,1516
1967-05-01,1539
1967-06-01,1546
1967-07-01,1484
1967-08-01,1546
1967-09-01,1430
1967-10-01,1521
1967-11-01,1552
1967-12-01,1520
1968-01-01,1461
1968-02-01,1532
1968-03-01,1472
1968-04-01,1360
1968-05-01,1344
1968-06-01,1502
1968-07-01,1420
1968-08-01,1404
1968-09-01,1358
1968-10-01,1356
1968-11-01,1346
1968-12-01,1324
1969-01-01,1360
1969-02-01,1317
1969-03-01,1340
1969-04-01,1323
1969-05-01,1312
1969-06-01,1356
1969-07-01,1472
1969-08-01,1386
1969-09-01,1543
1969-10-01,1512
1969-11-01,1454
1969-12-01,1494
1970-01-01,1666
1970-02-01,1846
1970-03-01,1890
1970-04-01,2065
1970-05-01,2126
1970-06-01,2294
1970-07-01,2336
1970-08-01,2370
1970-09-01,2483
1970-10-01,2558
1970-11-01,2680
1970-12-01,2884
1971-01-01,2795
1971-02-01,2731
1971-03-01,2723
1971-04-01,2712
1971-05-01,2782
1971-06-01,2769
1971-07-01,2802
1971-08-01,2870
1971-09-01,2807
1971-10-01,2744
1971-11-01,2861
1971-12-01,2904
1972-01-01,2807
1972-02-01,2829
1972-03-01,2811
1972-04-01,2727
