"Date","LNS17800000"
1990-02-01,3583
1990-03-01,3367
1990-04-01,3495
1990-05-01,3125
1990-06-01,3389
1990-07-01,3297
1990-08-01,3106
1990-09-01,3356
1990-10-01,3236
1990-11-01,3308
1990-12-01,3185
1991-01-01,3237
1991-02-01,3022
1991-03-01,3082
1991-04-01,2958
1991-05-01,3356
1991-06-01,3170
1991-07-01,3156
1991-08-01,3082
1991-09-01,2958
1991-10-01,3086
1991-11-01,3000
1991-12-01,3011
1992-01-01,2934
1992-02-01,2978
1992-03-01,2949
1992-04-01,2869
1992-05-01,3154
1992-06-01,2990
1992-07-01,2970
1992-08-01,3083
1992-09-01,3152
1992-10-01,3311
1992-11-01,3043
1992-12-01,3111
1993-01-01,3187
1993-02-01,3235
1993-03-01,3057
1993-04-01,3228
1993-05-01,3028
1993-06-01,2988
1993-07-01,3027
1993-08-01,3105
1993-09-01,3435
1993-10-01,3011
1993-11-01,3088
1993-12-01,3178
1994-01-01,3077
1994-02-01,3531
1994-03-01,3592
1994-04-01,3131
1994-05-01,3192
1994-06-01,3341
1994-07-01,3315
1994-08-01,3139
1994-09-01,3196
1994-10-01,3229
1994-11-01,3300
1994-12-01,3532
1995-01-01,3317
1995-02-01,3093
1995-03-01,3303
1995-04-01,3392
1995-05-01,3545
1995-06-01,3424
1995-07-01,3252
1995-08-01,3396
1995-09-01,3292
1995-10-01,3376
1995-11-01,3452
1995-12-01,3243
1996-01-01,3174
1996-02-01,3234
1996-03-01,3251
1996-04-01,3162
1996-05-01,3198
1996-06-01,3225
1996-07-01,3314
1996-08-01,3408
1996-09-01,3115
1996-10-01,3229
1996-11-01,3227
1996-12-01,3106
1997-01-01,3357
1997-02-01,3396
1997-03-01,3336
1997-04-01,3332
1997-05-01,3328
1997-06-01,3353
1997-07-01,3157
1997-08-01,3282
1997-09-01,3369
1997-10-01,3303
1997-11-01,3309
1997-12-01,3567
1998-01-01,3453
1998-02-01,3377
1998-03-01,3432
1998-04-01,3463
1998-05-01,3417
1998-06-01,3620
1998-07-01,3531
1998-08-01,3887
1998-09-01,3590
1998-10-01,3760
1998-11-01,3677
1998-12-01,3629
1999-01-01,3665
1999-02-01,3740
1999-03-01,3722
1999-04-01,3736
1999-05-01,3693
1999-06-01,3730
1999-07-01,3851
1999-08-01,3811
1999-09-01,3779
1999-10-01,3656
1999-11-01,3666
1999-12-01,3707
2000-01-01,3591
2000-02-01,3739
2000-03-01,3798
2000-04-01,3547
2000-05-01,3992
2000-06-01,3696
2000-07-01,3921
2000-08-01,3684
2000-09-01,3901
2000-10-01,3929
2000-11-01,3894
2000-12-01,3748
2001-01-01,3894
2001-02-01,4170
2001-03-01,3836
2001-04-01,4193
2001-05-01,4163
2001-06-01,3958
2001-07-01,4028
2001-08-01,4523
2001-09-01,3839
2001-10-01,3890
2001-11-01,3719
2001-12-01,3883
2002-01-01,3897
2002-02-01,3419
2002-03-01,3992
2002-04-01,3801
2002-05-01,3817
2002-06-01,3988
2002-07-01,3721
2002-08-01,3682
2002-09-01,3413
2002-10-01,3956
2002-11-01,4040
2002-12-01,3701
2003-01-01,3705
2003-02-01,3710
2003-03-01,3790
2003-04-01,3608
2003-05-01,3667
2003-06-01,3801
2003-07-01,4074
2003-08-01,3781
2003-09-01,3894
2003-10-01,3768
2003-11-01,3822
2003-12-01,3991
2004-01-01,3766
2004-02-01,3747
2004-03-01,3910
2004-04-01,3845
2004-05-01,3846
2004-06-01,3604
2004-07-01,3887
2004-08-01,3946
2004-09-01,4006
2004-10-01,4014
2004-11-01,3815
2004-12-01,4119
2005-01-01,3978
2005-02-01,3890
2005-03-01,3847
2005-04-01,3863
2005-05-01,3894
2005-06-01,3863
2005-07-01,3993
2005-08-01,3875
2005-09-01,3934
2005-10-01,4044
2005-11-01,4037
2005-12-01,4095
2006-01-01,3935
2006-02-01,3791
2006-03-01,4011
2006-04-01,4229
2006-05-01,4132
2006-06-01,4136
2006-07-01,4244
2006-08-01,4086
2006-09-01,4154
2006-10-01,3904
2006-11-01,4175
2006-12-01,4137
2007-01-01,4283
2007-02-01,4333
2007-03-01,4191
2007-04-01,4502
2007-05-01,3961
2007-06-01,4035
2007-07-01,3998
2007-08-01,4412
2007-09-01,3685
2007-10-01,4277
2007-11-01,3772
2007-12-01,4160
2008-01-01,3630
2008-02-01,4048
2008-03-01,3957
2008-04-01,3886
2008-05-01,3819
2008-06-01,4031
2008-07-01,3974
2008-08-01,3756
2008-09-01,3944
2008-10-01,3701
2008-11-01,3867
2008-12-01,3797
2009-01-01,4038
2009-02-01,3576
2009-03-01,3789
2009-04-01,3667
2009-05-01,3461
2009-06-01,3611
2009-07-01,3499
2009-08-01,3759
2009-09-01,3839
2009-10-01,3591
2009-11-01,3421
2009-12-01,3867
2010-01-01,3450
2010-02-01,3583
2010-03-01,3728
2010-04-01,3467
2010-05-01,3824
2010-06-01,3560
2010-07-01,3562
2010-08-01,3519
2010-09-01,3552
2010-10-01,3997
2010-11-01,3603
2010-12-01,3699
2011-01-01,3668
2011-02-01,3679
2011-03-01,3485
2011-04-01,3564
2011-05-01,3742
2011-06-01,3825
2011-07-01,3825
2011-08-01,3500
2011-09-01,3493
2011-10-01,3772
2011-11-01,3675
2011-12-01,3937
2012-01-01,3945
2012-02-01,3562
2012-03-01,3656
2012-04-01,3975
2012-05-01,3686
2012-06-01,3716
2012-07-01,3893
2012-08-01,4067
2012-09-01,3486
2012-10-01,3734
2012-11-01,4058
2012-12-01,3743
2013-01-01,3641
2013-02-01,4120
2013-03-01,4104
2013-04-01,3903
2013-05-01,3879
2013-06-01,4021
