"Date","DHIDFHDMIPBS"
2009-08-01,16.0608562693346
2009-09-01,15.3939572293708
2009-10-01,14.979512627182
2009-11-01,12.6365247191807
2009-12-01,16.7281378397101
2010-01-01,14.5613710777001
2010-02-01,14.0246773767097
2010-03-01,14.7662655885261
2010-04-01,15.9024206422362
2010-05-01,18.3543707477133
2010-06-01,16.4098795635491
2010-07-01,17.2531635604387
2010-08-01,19.622158796577
2010-09-01,20.3753002234969
2010-10-01,20.2090333047541
2010-11-01,20.6429314852607
2010-12-01,17.7398475428102
2011-01-01,16.4200071061526
2011-02-01,16.8304320895287
2011-03-01,17.0044541821383
2011-04-01,17.3089542003065
2011-05-01,17.4069497651497
2011-06-01,19.1639928303694
2011-07-01,22.1992815405951
2011-08-01,19.7896955095848
2011-09-01,19.7322146437554
2011-10-01,19.8877749643618
2011-11-01,17.1784864630972
2011-12-01,20.4164133432683
2012-01-01,25.1079067111439
2012-02-01,19.2526692666363
2012-03-01,20.7726748740657
2012-04-01,21.473140069032
2012-05-01,18.4988629836996
2012-06-01,19.2830695452403
2012-07-01,21.5436979638301
2012-08-01,22.0598656206815
2012-09-01,20.5224187407597
2012-10-01,19.5200138914094
2012-11-01,18.4256844571159
2012-12-01,18.6227817139346
2013-01-01,20.0040392678161
2013-02-01,23.5593471784671
2013-03-01,22.7079784071681
2013-04-01,19.7616510238664
2013-05-01,18.5946392022124
2013-06-01,17.2690747677131
2013-07-01,16.0829739598131
2013-08-01,16.247513358077
2013-09-01,18.321165825962
2013-10-01,22.8815325678466
2013-11-01,19.6743437574625
2013-12-01,19.8509226405691
2014-01-01,18.2393517354741
2014-02-01,20.7063225530288
2014-03-01,20.2711623366599
2014-04-01,20.8866095804999
2014-05-01,22.8385831520134
2014-06-01,22.3851745521681
2014-07-01,21.7076773721505
2014-08-01,22.0696301519724
2014-09-01,20.4332521271244
2014-10-01,21.602883760322
2014-11-01,26.2397600774439
2014-12-01,26.6561246462928
2015-01-01,25.0914297798308
2015-02-01,24.0725584807642
2015-03-01,25.0346355591663
2015-04-01,27.2533053931082
2015-05-01,27.7546488941148
2015-06-01,28.5720653789096
2015-07-01,30.1303217534072
2015-08-01,28.5472649372518
2015-09-01,27.8064108900086
2015-10-01,26.8681924556252
2015-11-01,27.7689263839884
2015-12-01,24.8599396995352
2016-01-01,26.309087434669
2016-02-01,27.5400172763715
2016-03-01,29.5702653884588
2016-04-01,26.99128112552
2016-05-01,26.8979007696177
2016-06-01,29.381050790062
2016-07-01,26.360828597014
2016-08-01,27.6807401507956
2016-09-01,25.2328481195398
2016-10-01,24.0220011923668
2016-11-01,23.4077627837649
2016-12-01,23.2010157141751
2017-01-01,21.6148572575714
2017-02-01,23.3442881444996
2017-03-01,23.4997473266093
2017-04-01,24.6480397088419
2017-05-01,22.8183276797876
2017-06-01,24.4828298732604
2017-07-01,23.8906442329007
2017-08-01,23.7200529177266
2017-09-01,25.5821224175549
2017-10-01,26.067816997393
2017-11-01,22.9805361896861
2017-12-01,19.5442342651174
2018-01-01,21.5996143070531
2018-02-01,23.0855221829822
2018-03-01,24.240917493962
2018-04-01,26.5817800563923
