"Date","DHIDFHDMIPBS"
2001-01-01,18.6113174450841
2001-02-01,20.4934603143656
2001-03-01,19.464721639797
2001-04-01,25.6855451564415
2001-05-01,20.9402255649738
2001-06-01,21.2311996756798
2001-07-01,19.1934772283351
2001-08-01,17.1977907402837
2001-09-01,17.9887307162701
2001-10-01,16.3543883044402
2001-11-01,16.4310759806214
2001-12-01,16.0067439207629
2002-01-01,16.0882424502543
2002-02-01,15.1604287983052
2002-03-01,15.2445259253534
2002-04-01,15.0043307804412
2002-05-01,15.9454995783688
2002-06-01,17.8024724243897
2002-07-01,14.3701928805763
2002-08-01,15.9712113166727
2002-09-01,16.2721277384464
2002-10-01,16.8111273465467
2002-11-01,16.7802335444198
2002-12-01,15.5650586846673
2003-01-01,22.2052093256264
2003-02-01,23.6949719094156
2003-03-01,24.124642041669
2003-04-01,17.1315904420932
2003-05-01,18.4790258922703
2003-06-01,18.3588822658592
2003-07-01,19.2417755693777
2003-08-01,21.7898629554352
2003-09-01,19.0729526829009
2003-10-01,16.7817224828783
2003-11-01,18.7071433950312
2003-12-01,18.745688376739
2004-01-01,18.7814128978594
2004-02-01,23.1272732416798
2004-03-01,16.8533157641644
2004-04-01,17.0774994556379
2004-05-01,19.6860194470566
2004-06-01,19.597259616728
2004-07-01,21.6029377422727
2004-08-01,19.4726434015018
2004-09-01,20.7181501619415
2004-10-01,20.6479042602942
2004-11-01,17.2949526403226
2004-12-01,16.7406858711878
2005-01-01,18.2848491998723
2005-02-01,17.1822506926648
2005-03-01,19.1533960738083
2005-04-01,20.4155377045983
2005-05-01,20.5819598928779
2005-06-01,19.2386907522745
2005-07-01,20.7930511217376
2005-08-01,19.9009053739967
2005-09-01,20.3181946859282
2005-10-01,25.8877491950861
2005-11-01,24.0795055810665
2005-12-01,24.4186216351559
2006-01-01,22.9717197327757
2006-02-01,23.6831033363241
2006-03-01,21.3779569236884
2006-04-01,21.7337658970918
2006-05-01,16.5237792221607
2006-06-01,19.8818420967335
2006-07-01,16.7945367590295
2006-08-01,18.9870041969209
2006-09-01,18.533321340398
2006-10-01,18.9779708019629
2006-11-01,16.9266613359285
2006-12-01,19.6278209468601
2007-01-01,20.1807267408822
2007-02-01,19.790797609329
2007-03-01,20.1736014536364
2007-04-01,24.2218483282104
2007-05-01,21.7530317092459
2007-06-01,22.506813710204
2007-07-01,20.4665155320735
2007-08-01,20.4150392844682
2007-09-01,21.2064521676103
2007-10-01,20.3854020136097
2007-11-01,20.1013158771721
2007-12-01,21.4003478503115
2008-01-01,22.8801659726441
2008-02-01,23.2130561598159
2008-03-01,24.1703368885384
2008-04-01,21.6927061474319
2008-05-01,22.154610307473
2008-06-01,19.2313019260388
2008-07-01,22.9176286702853
2008-08-01,21.1083467954755
2008-09-01,21.4777547964082
2008-10-01,19.9765269297566
2008-11-01,19.5576268010451
2008-12-01,17.2445473827025
2009-01-01,19.2995473039245
2009-02-01,19.1666824092766
2009-03-01,20.1005875388781
2009-04-01,16.2784770623961
2009-05-01,15.9848928494096
2009-06-01,16.6566902648583
2009-07-01,16.0038823530344
