"Date","LRUN64TTUSM156S"
1970-01-01,3.88165405790282
1970-02-01,4.2103793440733
1970-03-01,4.38188664844387
1970-04-01,4.60094732698768
1970-05-01,4.68629250427441
1970-06-01,5.02107028847652
1970-07-01,5.16594589015924
1970-08-01,5.27998098328497
1970-09-01,5.54303158498344
1970-10-01,5.70701929635326
1970-11-01,5.92910460439466
1970-12-01,6.05521314584544
1971-01-01,5.97518849339981
1971-02-01,5.94470403337576
1971-03-01,6.01752599842563
1971-04-01,5.99941126098646
1971-05-01,6.01532916746284
1971-06-01,5.94366851819319
1971-07-01,6.08987964841694
1971-08-01,6.20771024263467
1971-09-01,6.128516708552
1971-10-01,6.02039410894758
1971-11-01,6.10052349013276
1971-12-01,6.01999031791556
1972-01-01,5.9093826201401
1972-02-01,5.77066949684564
1972-03-01,5.87572760576128
1972-04-01,5.81943124071285
1972-05-01,5.75412691030142
1972-06-01,5.68902460097753
1972-07-01,5.72651623833501
1972-08-01,5.73288491276562
1972-09-01,5.65989226749164
1972-10-01,5.66455290007766
1972-11-01,5.27893266875433
1972-12-01,5.16689548080857
1973-01-01,4.99659495085548
1973-02-01,5.08759384850133
1973-03-01,4.999354957883
1973-04-01,5.08607072160001
1973-05-01,4.92767357855919
1973-06-01,4.97359650600325
1973-07-01,4.92505513603121
1973-08-01,4.89382488297772
1973-09-01,4.92497175639279
1973-10-01,4.67798243251525
1973-11-01,4.87348684545067
1973-12-01,4.9483122002344
1974-01-01,5.12470621810403
1974-02-01,5.19641304748173
1974-03-01,5.10268320486641
1974-04-01,5.0935927758845
1974-05-01,5.20004487933481
1974-06-01,5.4725165014025
1974-07-01,5.59832148351399
1974-08-01,5.5523827338975
1974-09-01,6.02891005878623
1974-10-01,6.10691200570129
1974-11-01,6.68310698003369
1974-12-01,7.24419439290001
1975-01-01,8.16838515642305
1975-02-01,8.2499157573961
1975-03-01,8.72694384379384
1975-04-01,8.95371786638836
1975-05-01,9.1843303989108
1975-06-01,8.61488692832454
