"Date","M08342USM163NNBR"
1947-01-01,0.129
1947-02-01,0.124
1947-03-01,0.136
1947-04-01,0.137
1947-05-01,0.17
1947-06-01,0.111
1947-07-01,0.115
1947-08-01,0.166
1947-09-01,0.202
1947-10-01,0.209
1947-11-01,0.174
1947-12-01,0.135
1948-01-01,0.098
1948-02-01,0.079
1948-03-01,0.089
1948-04-01,0.116
1948-05-01,0.146
1948-06-01,0.108
1948-07-01,0.112
1948-08-01,0.136
1948-09-01,0.154
1948-10-01,0.152
1948-11-01,0.096
1948-12-01,0.061
1949-01-01,0.041
1949-02-01,0.033
1949-03-01,0.036
1949-04-01,0.042
1949-05-01,0.042
1949-06-01,0.031
1949-07-01,0.029
1949-08-01,0.037
1949-09-01,0.039
1949-10-01,0.029
1949-11-01,0.027
1949-12-01,0.022
1950-01-01,0.019
1950-02-01,0.02
1950-03-01,0.026
1950-04-01,0.035
1950-05-01,0.047
1950-06-01,0.042
1950-07-01,0.057
1950-08-01,0.108
1950-09-01,0.106
1950-10-01,0.118
1950-11-01,0.087
1950-12-01,0.076
1951-01-01,0.081
1951-02-01,0.094
1951-03-01,0.119
1951-04-01,0.158
1951-05-01,0.195
1951-06-01,0.138
1951-07-01,0.144
1951-08-01,0.186
1951-09-01,0.182
1951-10-01,0.171
1951-11-01,0.133
1951-12-01,0.127
1952-01-01,0.101
1952-02-01,0.1
1952-03-01,0.124
1952-04-01,0.158
1952-05-01,0.178
1952-06-01,0.135
1952-07-01,0.134
1952-08-01,0.175
1952-09-01,0.215
1952-10-01,0.228
1952-11-01,0.186
1952-12-01,0.157
1953-01-01,0.112
1953-02-01,0.127
1953-03-01,0.151
1953-04-01,0.173
1953-05-01,0.215
1953-06-01,0.162
1953-07-01,0.155
1953-08-01,0.188
1953-09-01,0.162
1953-10-01,0.132
1953-11-01,0.088
1953-12-01,0.051
1954-01-01,0.035
1954-02-01,0.032
1954-03-01,0.034
1954-04-01,0.039
1954-05-01,0.043
1954-06-01,0.039
1954-07-01,0.041
1954-08-01,0.047
1954-09-01,0.046
1954-10-01,0.049
1954-11-01,0.046
1954-12-01,0.042
1955-01-01,0.035
1955-02-01,0.039
1955-03-01,0.047
1955-04-01,0.059
1955-05-01,0.081
1955-06-01,0.067
1955-07-01,0.077
1955-08-01,0.1
1955-09-01,0.109
1955-10-01,0.106
1955-11-01,0.088
1955-12-01,0.072
1956-01-01,0.064
1956-02-01,0.063
1956-03-01,0.069
1956-04-01,0.09
1956-05-01,0.099
1956-06-01,0.08
1956-07-01,0.084
1956-08-01,0.118
1956-09-01,0.127
1956-10-01,0.132
1956-11-01,0.093
1956-12-01,0.077
1957-01-01,0.066
1957-02-01,0.066
1957-03-01,0.075
1957-04-01,0.09
1957-05-01,0.095
1957-06-01,0.071
1957-07-01,0.077
1957-08-01,0.091
1957-09-01,0.085
1957-10-01,0.073
1957-11-01,0.05
1957-12-01,0.036
1958-01-01,0.027
1958-02-01,0.023
1958-03-01,0.024
1958-04-01,0.029
1958-05-01,0.034
1958-06-01,0.029
1958-07-01,0.032
1958-08-01,0.04
1958-09-01,0.041
1958-10-01,0.043
1958-11-01,0.043
1958-12-01,0.034
1959-01-01,0.031
1959-02-01,0.032
1959-03-01,0.041
1959-04-01,0.058
1959-05-01,0.072
1959-06-01,0.057
1959-07-01,0.06
1959-08-01,0.073
1959-09-01,0.074
1959-10-01,0.065
1959-11-01,0.055
1959-12-01,0.049
1960-01-01,0.042
1960-02-01,0.045
1960-03-01,0.046
1960-04-01,0.059
1960-05-01,0.067
1960-06-01,0.047
1960-07-01,0.05
1960-08-01,0.056
1960-09-01,0.056
1960-10-01,0.049
1960-11-01,0.041
1960-12-01,0.032
1961-01-01,0.025
1961-02-01,0.025
1961-03-01,0.03
1961-04-01,0.036
1961-05-01,0.044
1961-06-01,0.036
1961-07-01,0.04
1961-08-01,0.05
1961-09-01,0.054
1961-10-01,0.054
1961-11-01,0.051
1961-12-01,0.045
1962-01-01,0.039
1962-02-01,0.042
1962-03-01,0.05
1962-04-01,0.066
1962-05-01,0.079
1962-06-01,0.058
1962-07-01,0.063
1962-08-01,0.067
1962-09-01,0.07
1962-10-01,0.069
1962-11-01,0.053
1962-12-01,0.046
1963-01-01,0.038
1963-02-01,0.038
1963-03-01,0.046
1963-04-01,0.058
1963-05-01,0.064
1963-06-01,0.051
1963-07-01,0.056
1963-08-01,0.067
1963-09-01,0.069
1963-10-01,0.065
1963-11-01,0.054
1963-12-01,0.048
1964-01-01,0.043
1964-02-01,0.044
1964-03-01,0.052
1964-04-01,0.066
1964-05-01,0.081
1964-06-01,0.057
1964-07-01,0.067
1964-08-01,0.076
1964-09-01,0.082
1964-10-01,0.081
1964-11-01,0.074
1964-12-01,0.06
1965-01-01,0.056
1965-02-01,0.054
1965-03-01,0.069
1965-04-01,0.086
1965-05-01,0.106
1965-06-01,0.074
1965-07-01,0.088
1965-08-01,0.112
1965-09-01,0.129
1965-10-01,0.132
1965-11-01,0.116
1965-12-01,0.108
1966-01-01,0.1
1966-02-01,0.111
1966-03-01,0.136
1966-04-01,0.172
1966-05-01,0.183
1966-06-01,0.122
1966-07-01,0.141
1966-08-01,0.169
1966-09-01,0.193
1966-10-01,0.181
1966-11-01,0.152
1966-12-01,0.122
1967-01-01,0.104
1967-02-01,0.101
1967-03-01,0.117
1967-04-01,0.144
1967-05-01,0.171
1967-06-01,0.1
1967-07-01,0.106
1967-08-01,0.134
