"Date","LNU03008636"
1963-08-01,510
1963-09-01,503
1963-10-01,476
1963-11-01,463
1963-12-01,436
1964-01-01,501
1964-02-01,510
1964-03-01,581
1964-04-01,543
1964-05-01,529
1964-06-01,522
1964-07-01,535
1964-08-01,494
1964-09-01,410
1964-10-01,390
1964-11-01,387
1964-12-01,387
1965-01-01,389
1965-02-01,434
1965-03-01,417
1965-04-01,423
1965-05-01,363
1965-06-01,378
1965-07-01,337
1965-08-01,316
1965-09-01,314
1965-10-01,302
1965-11-01,274
1965-12-01,266
1966-01-01,293
1966-02-01,281
1966-03-01,310
1966-04-01,292
1966-05-01,289
1966-06-01,235
1966-07-01,219
1966-08-01,198
1966-09-01,179
1966-10-01,199
1966-11-01,175
1966-12-01,193
1967-01-01,201
1967-02-01,200
1967-03-01,206
1967-04-01,213
1967-05-01,153
1967-06-01,154
1967-07-01,171
1967-08-01,201
1967-09-01,144
1967-10-01,156
1967-11-01,156
1967-12-01,168
1968-01-01,187
1968-02-01,178
1968-03-01,206
1968-04-01,182
1968-05-01,137
1968-06-01,167
1968-07-01,179
1968-08-01,153
1968-09-01,118
1968-10-01,118
1968-11-01,112
1968-12-01,137
1969-01-01,127
1969-02-01,115
1969-03-01,137
1969-04-01,161
1969-05-01,128
1969-06-01,128
1969-07-01,179
1969-08-01,131
1969-09-01,133
1969-10-01,120
1969-11-01,124
1969-12-01,113
1970-01-01,139
1970-02-01,162
1970-03-01,210
1970-04-01,235
1970-05-01,243
1970-06-01,232
1970-07-01,259
1970-08-01,250
1970-09-01,256
1970-10-01,231
1970-11-01,284
1970-12-01,329
1971-01-01,414
1971-02-01,453
1971-03-01,526
1971-04-01,520
1971-05-01,544
1971-06-01,562
1971-07-01,618
1971-08-01,550
1971-09-01,517
1971-10-01,529
1971-11-01,497
1971-12-01,502
1972-01-01,567
1972-02-01,659
1972-03-01,732
1972-04-01,759
1972-05-01,627
1972-06-01,574
1972-07-01,560
1972-08-01,540
1972-09-01,504
1972-10-01,468
1972-11-01,405
1972-12-01,394
1973-01-01,391
1973-02-01,377
1973-03-01,446
1973-04-01,378
1973-05-01,378
1973-06-01,342
1973-07-01,302
1973-08-01,339
1973-09-01,271
1973-10-01,301
1973-11-01,305
1973-12-01,289
1974-01-01,318
1974-02-01,338
1974-03-01,376
1974-04-01,391
1974-05-01,384
1974-06-01,387
1974-07-01,411
1974-08-01,395
1974-09-01,358
1974-10-01,355
1974-11-01,381
1974-12-01,480
1975-01-01,603
1975-02-01,727
1975-03-01,863
1975-04-01,1060
1975-05-01,1168
1975-06-01,1370
1975-07-01,1483
1975-08-01,1493
1975-09-01,1468
1975-10-01,1294
1975-11-01,1470
1975-12-01,1438
1976-01-01,1543
1976-02-01,1563
1976-03-01,1622
1976-04-01,1544
1976-05-01,1299
1976-06-01,1404
1976-07-01,1319
1976-08-01,1287
1976-09-01,1110
1976-10-01,1108
1976-11-01,1154
1976-12-01,1222
1977-01-01,1193
1977-02-01,1239
1977-03-01,1282
1977-04-01,1228
1977-05-01,1132
1977-06-01,1042
1977-07-01,1022
1977-08-01,899
1977-09-01,867
1977-10-01,832
1977-11-01,813
1977-12-01,791
1978-01-01,809
1978-02-01,695
1978-03-01,785
1978-04-01,746
1978-05-01,732
1978-06-01,636
1978-07-01,687
1978-08-01,613
1978-09-01,575
1978-10-01,550
1978-11-01,487
1978-12-01,467
1979-01-01,534
1979-02-01,577
1979-03-01,648
1979-04-01,603
1979-05-01,551
1979-06-01,509
1979-07-01,487
1979-08-01,537
1979-09-01,486
1979-10-01,492
1979-11-01,501
1979-12-01,501
1980-01-01,555
1980-02-01,534
1980-03-01,679
1980-04-01,758
1980-05-01,766
1980-06-01,748
1980-07-01,910
1980-08-01,933
1980-09-01,878
1980-10-01,987
1980-11-01,1031
1980-12-01,1062
1981-01-01,1284
1981-02-01,1307
1981-03-01,1326
1981-04-01,1244
1981-05-01,1233
1981-06-01,1089
1981-07-01,1114
1981-08-01,1166
1981-09-01,1007
1981-10-01,1053
1981-11-01,1037
1981-12-01,1089
1982-01-01,1205
1982-02-01,1337
1982-03-01,1476
1982-04-01,1646
1982-05-01,1740
1982-06-01,1766
1982-07-01,1849
1982-08-01,1863
1982-09-01,1829
1982-10-01,2077
1982-11-01,2124
1982-12-01,2403
1983-01-01,2733
1983-02-01,2832
1983-03-01,2978
1983-04-01,2961
1983-05-01,2967
1983-06-01,2842
1983-07-01,2636
1983-08-01,2493
1983-09-01,2240
1983-10-01,2106
1983-11-01,1970
1983-12-01,1948
1984-01-01,2088
1984-02-01,1910
1984-03-01,1923
1984-04-01,1906
1984-05-01,1809
1984-06-01,1585
1984-07-01,1608
1984-08-01,1483
1984-09-01,1356
1984-10-01,1319
1984-11-01,1295
1984-12-01,1321
1985-01-01,1357
1985-02-01,1399
1985-03-01,1449
1985-04-01,1483
1985-05-01,1317
1985-06-01,1281
1985-07-01,1272
1985-08-01,1193
1985-09-01,1171
1985-10-01,1110
1985-11-01,1187
1985-12-01,1145
1986-01-01,1122
1986-02-01,1234
1986-03-01,1254
1986-04-01,1253
1986-05-01,1237
1986-06-01,1271
1986-07-01,1208
1986-08-01,1170
1986-09-01,1190
1986-10-01,1128
1986-11-01,1080
1986-12-01,1092
1987-01-01,1183
1987-02-01,1163
1987-03-01,1188
1987-04-01,1145
1987-05-01,1160
1987-06-01,1067
1987-07-01,975
1987-08-01,1040
1987-09-01,957
1987-10-01,891
1987-11-01,863
1987-12-01,851
1988-01-01,907
1988-02-01,930
1988-03-01,891
1988-04-01,864
1988-05-01,874
1988-06-01,795
1988-07-01,788
1988-08-01,800
1988-09-01,784
1988-10-01,719
1988-11-01,653
1988-12-01,696
1989-01-01,770
1989-02-01,668
1989-03-01,699
1989-04-01,769
1989-05-01,648
1989-06-01,599
1989-07-01,616
1989-08-01,566
1989-09-01,573
1989-10-01,605
1989-11-01,616
1989-12-01,598
1990-01-01,686
1990-02-01,674
1990-03-01,671
1990-04-01,741
1990-05-01,642
1990-06-01,634
1990-07-01,700
1990-08-01,750
1990-09-01,727
1990-10-01,659
1990-11-01,773
1990-12-01,774
1991-01-01,918
1991-02-01,976
1991-03-01,997
1991-04-01,1103
1991-05-01,1047
1991-06-01,1111
1991-07-01,1129
1991-08-01,1190
1991-09-01,1110
1991-10-01,1066
1991-11-01,1272
1991-12-01,1409
1992-01-01,1705
1992-02-01,1832
1992-03-01,1857
1992-04-01,1950
1992-05-01,2003
1992-06-01,2161
1992-07-01,2168
1992-08-01,2089
1992-09-01,1983
1992-10-01,1935
1992-11-01,1844
1992-12-01,1924
1993-01-01,2039
1993-02-01,2039
1993-03-01,1905
1993-04-01,1806
1993-05-01,1800
1993-06-01,1793
1993-07-01,1804
1993-08-01,1771
1993-09-01,1662
1993-10-01,1626
1993-11-01,1678
1993-12-01,1651
1994-01-01,1788
1994-02-01,1856
1994-03-01,1898
1994-04-01,1894
1994-05-01,1718
1994-06-01,1539
1994-07-01,1611
1994-08-01,1573
1994-09-01,1480
1994-10-01,1477
1994-11-01,1374
1994-12-01,1266
1995-01-01,1387
1995-02-01,1280
1995-03-01,1434
1995-04-01,1520
1995-05-01,1323
1995-06-01,1189
1995-07-01,1295
1995-08-01,1237
1995-09-01,1223
1995-10-01,1147
1995-11-01,1179
1995-12-01,1126
1996-01-01,1268
1996-02-01,1247
1996-03-01,1421
1996-04-01,1427
1996-05-01,1348
1996-06-01,1302
1996-07-01,1391
1996-08-01,1268
1996-09-01,1187
1996-10-01,1130
1996-11-01,1079
1996-12-01,1079
1997-01-01,1223
1997-02-01,1153
1997-03-01,1164
1997-04-01,1147
1997-05-01,1028
1997-06-01,1016
1997-07-01,1128
1997-08-01,1084
1997-09-01,1049
1997-10-01,999
1997-11-01,884
1997-12-01,933
1998-01-01,1074
1998-02-01,994
1998-03-01,964
1998-04-01,906
1998-05-01,809
1998-06-01,751
1998-07-01,858
1998-08-01,835
1998-09-01,896
1998-10-01,834
1998-11-01,807
1998-12-01,769
1999-01-01,766
1999-02-01,816
1999-03-01,747
1999-04-01,711
1999-05-01,699
1999-06-01,782
1999-07-01,761
1999-08-01,719
1999-09-01,698
1999-10-01,702
1999-11-01,635
1999-12-01,661
2000-01-01,771
2000-02-01,644
2000-03-01,672
2000-04-01,609
2000-05-01,628
2000-06-01,610
2000-07-01,715
2000-08-01,719
2000-09-01,629
2000-10-01,604
2000-11-01,559
2000-12-01,630
2001-01-01,719
2001-02-01,733
2001-03-01,724
2001-04-01,727
2001-05-01,614
2001-06-01,699
2001-07-01,707
2001-08-01,864
2001-09-01,792
2001-10-01,872
2001-11-01,1053
2001-12-01,1108
2002-01-01,1251
2002-02-01,1250
2002-03-01,1392
2002-04-01,1510
2002-05-01,1557
2002-06-01,1613
2002-07-01,1584
2002-08-01,1578
2002-09-01,1549
2002-10-01,1598
2002-11-01,1672
2002-12-01,1865
2003-01-01,1828
2003-02-01,1943
2003-03-01,1896
2003-04-01,2005
2003-05-01,1905
2003-06-01,2028
2003-07-01,1956
2003-08-01,2003
2003-09-01,1973
2003-10-01,1890
2003-11-01,1939
2003-12-01,1865
2004-01-01,1988
2004-02-01,1935
2004-03-01,2071
2004-04-01,1876
2004-05-01,1777
2004-06-01,1777
2004-07-01,1647
2004-08-01,1643
2004-09-01,1669
2004-10-01,1687
2004-11-01,1671
2004-12-01,1608
2005-01-01,1700
2005-02-01,1687
2005-03-01,1717
2005-04-01,1677
2005-05-01,1516
2005-06-01,1331
2005-07-01,1359
2005-08-01,1415
2005-09-01,1426
2005-10-01,1386
2005-11-01,1350
2005-12-01,1310
2006-01-01,1200
2006-02-01,1396
2006-03-01,1352
2006-04-01,1396
2006-05-01,1317
2006-06-01,1112
2006-07-01,1286
2006-08-01,1306
2006-09-01,1234
2006-10-01,1050
2006-11-01,1116
2006-12-01,1052
2007-01-01,1164
2007-02-01,1279
2007-03-01,1282
2007-04-01,1261
2007-05-01,1122
2007-06-01,1108
2007-07-01,1281
2007-08-01,1248
2007-09-01,1261
2007-10-01,1271
2007-11-01,1358
2007-12-01,1275
2008-01-01,1411
2008-02-01,1358
2008-03-01,1357
2008-04-01,1439
2008-05-01,1557
2008-06-01,1529
2008-07-01,1661
2008-08-01,1870
2008-09-01,2018
2008-10-01,2230
2008-11-01,2192
2008-12-01,2512
2009-01-01,2742
2009-02-01,3063
2009-03-01,3334
2009-04-01,3901
2009-05-01,3969
2009-06-01,4218
2009-07-01,4934
2009-08-01,5061
2009-09-01,5462
2009-10-01,5526
2009-11-01,5849
2009-12-01,5896
2010-01-01,6423
2010-02-01,6286
2010-03-01,6711
2010-04-01,7020
2010-05-01,6641
2010-06-01,6420
2010-07-01,6541
2010-08-01,6273
2010-09-01,6108
2010-10-01,6099
2010-11-01,6258
2010-12-01,6200
2011-01-01,6307
2011-02-01,6058
2011-03-01,6263
2011-04-01,6101
2011-05-01,6166
2011-06-01,6058
2011-07-01,6218
2011-08-01,6038
2011-09-01,6217
2011-10-01,5738
2011-11-01,5618
2011-12-01,5411
2012-01-01,5597
2012-02-01,5411
2012-03-01,5385
2012-04-01,5268
2012-05-01,5405
2012-06-01,5217
2012-07-01,5247
2012-08-01,5033
2012-09-01,4835
2012-10-01,4915
2012-11-01,4707
2012-12-01,4618
2013-01-01,4764
2013-02-01,4791
2013-03-01,4657
2013-04-01,4488
2013-05-01,4366
2013-06-01,4245
2013-07-01,4322
2013-08-01,4297
2013-09-01,4087
2013-10-01,3957
2013-11-01,3989
2013-12-01,3753
2014-01-01,3690
2014-02-01,3886
2014-03-01,3795
2014-04-01,3486
2014-05-01,3366
2014-06-01,3005
2014-07-01,3207
2014-08-01,2967
2014-09-01,2910
2014-10-01,2838
2014-11-01,2770
2014-12-01,2693
2015-01-01,2853
2015-02-01,2763
2015-03-01,2635
2015-04-01,2564
2015-05-01,2505
2015-06-01,2052
2015-07-01,2196
2015-08-01,2183
2015-09-01,2064
2015-10-01,2090
2015-11-01,2007
2015-12-01,2025
2016-01-01,2153
2016-02-01,2248
2016-03-01,2305
2016-04-01,2109
2016-05-01,1894
2016-06-01,1904
2016-07-01,2027
2016-08-01,1996
2016-09-01,1921
2016-10-01,1930
2016-11-01,1799
2016-12-01,1769
2017-01-01,1908
2017-02-01,1878
2017-03-01,1761
2017-04-01,1662
2017-05-01,1661
2017-06-01,1587
2017-07-01,1802
2017-08-01,1741
2017-09-01,1700
2017-10-01,1598
2017-11-01,1529
2017-12-01,1420
2018-01-01,1498
2018-02-01,1507
2018-03-01,1416
2018-04-01,1325
2018-05-01,1171
2018-06-01,1345
2018-07-01,1480
2018-08-01,1341
2018-09-01,1366
2018-10-01,1347
2018-11-01,1188
2018-12-01,1219
2019-01-01,1316
2019-02-01,1371
2019-03-01,1385
2019-04-01,1234
2019-05-01,1271
2019-06-01,1304
2019-07-01,1232
2019-08-01,1270
2019-09-01,1320
2019-10-01,1249
2019-11-01,1143
2019-12-01,1097
2020-01-01,1217
2020-02-01,1185
2020-03-01,1245
2020-04-01,929
2020-05-01,1132
2020-06-01,1285
2020-07-01,1569
2020-08-01,1637
2020-09-01,2435
2020-10-01,3552
2020-11-01,3873
2020-12-01,3878
2021-01-01,4074
2021-02-01,4219
2021-03-01,4276
2021-04-01,4101
2021-05-01,3692
2021-06-01,3918
2021-07-01,3503
2021-08-01,3195
2021-09-01,2704
2021-10-01,2332
2021-11-01,2131
2021-12-01,1905
2022-01-01,1698
2022-02-01,1765
2022-03-01,1486
2022-04-01,1405
2022-05-01,1279
2022-06-01,1286
2022-07-01,1145
2022-08-01,1236
2022-09-01,1109
2022-10-01,1175
2022-11-01,1194
2022-12-01,984
2023-01-01,1129
2023-02-01,1131
2023-03-01,1167
2023-04-01,1098
2023-05-01,1127
2023-06-01,1051
2023-07-01,1221
2023-08-01,1374
2023-09-01,1233
2023-10-01,1292
2023-11-01,1119
