"Date","M08020USM514NNBR"
1906-06-01,1.2
1906-07-01,0.8
1906-08-01,0.7
1906-09-01,1
1906-10-01,1.1
1906-11-01,1.1
1906-12-01,1.6
1907-01-01,1.7
1907-02-01,1.6
1907-03-01,1.3
1907-04-01,1.3
1907-05-01,1.4
1907-06-01,1.4
1907-07-01,1.4
1907-08-01,1.4
1907-09-01,1.4
1907-10-01,1.6
1907-11-01,1.7
1907-12-01,2.7
1908-01-01,2.9
1908-02-01,2.7
1908-03-01,2.5
1908-04-01,2.8
1908-05-01,2.8
1908-06-01,2.9
1908-07-01,2.7
1908-08-01,2.7
1908-09-01,2.7
1908-10-01,2.9
1908-11-01,3.2
1908-12-01,4.4
1909-01-01,4.2
1909-02-01,4.1
1909-03-01,3.5
1909-04-01,2.9
1909-05-01,2.8
1909-06-01,2.8
1909-07-01,2.5
1909-08-01,2.3
1909-09-01,2.1
1909-10-01,2
1909-11-01,2
1909-12-01,2.6
1910-01-01,2.6
1910-02-01,2.2
1910-03-01,1.7
1910-04-01,1.8
1910-05-01,2
1910-06-01,2
1910-07-01,1.9
1910-08-01,1.7
1910-09-01,1.8
1910-10-01,1.6
1910-11-01,1.6
1910-12-01,2.1
1911-01-01,2.6
1911-02-01,2.2
1911-03-01,1.9
1911-04-01,1.8
1911-05-01,1.6
1911-06-01,1.6
1911-07-01,1.6
1911-08-01,1.8
1911-09-01,1.7
1911-10-01,1.5
1911-11-01,1.7
1911-12-01,2.4
1912-01-01,2.9
1912-02-01,2.6
1912-03-01,1.6
1912-04-01,1.7
1912-05-01,1.9
1912-06-01,1.7
1912-07-01,1.8
1912-08-01,1.7
1912-09-01,1.5
1912-10-01,1.7
1912-11-01,1.8
1912-12-01,2.8
1913-01-01,3.2
1913-02-01,2.9
1913-03-01,2.3
1913-04-01,2.3
1913-05-01,2.5
1913-06-01,2.7
1913-07-01,2.9
1913-08-01,2.8
1913-09-01,2.7
1913-10-01,2.8
1913-11-01,3.1
1913-12-01,4.8
1914-01-01,4.7
1914-02-01,3.7
1914-03-01,2.8
1914-04-01,2.8
1914-05-01,2.8
1914-06-01,2.5
1914-07-01,2.9
1914-08-01,22.4
1914-09-01,15.7
1914-10-01,10.9
1914-11-01,8.2
1914-12-01,7.2
1915-01-01,6.5
1915-02-01,5.1
1915-03-01,3.3
1915-04-01,2.9
1915-05-01,2.9
1915-06-01,2.5
1915-07-01,2.7
1915-08-01,2.6
1915-09-01,2.6
1915-10-01,2.5
1915-11-01,2.5
1915-12-01,2.6
1916-01-01,2.6
1916-02-01,2.8
1916-03-01,2.2
1916-04-01,2.3
1916-05-01,2.5
1916-06-01,2.5
1916-07-01,2.4
1916-08-01,2.2
1916-09-01,2.1
1916-10-01,2
1916-11-01,1.7
1916-12-01,1.6
1917-01-01,1.7
1917-02-01,1.6
1917-03-01,1.3
1917-04-01,1
1917-05-01,1
1917-06-01,0.9
1917-07-01,0.8
1917-08-01,0.8
1917-09-01,0.8
1917-10-01,0.7
1917-11-01,0.7
1917-12-01,0.9
1918-01-01,0.9
1918-02-01,0.8
1918-03-01,0.9
1918-04-01,0.8
1918-05-01,0.8
1918-06-01,0.8
1918-07-01,0.7
1918-08-01,0.7
1918-09-01,0.8
1918-10-01,0.7
1918-11-01,1.8
1918-12-01,5.1
1919-01-01,6.6
1919-02-01,6
1919-03-01,3.9
1919-04-01,5.2
1919-05-01,3.8
1919-06-01,2.5
1919-07-01,3.1
1919-08-01,3.1
1919-09-01,2.2
1919-10-01,2.6
1919-11-01,2.9
