"Date","LAUMT463966000000004"
1990-01-01,2262
1990-02-01,2097
1990-03-01,1956
1990-04-01,1807
1990-05-01,1780
1990-06-01,1384
1990-07-01,1108
1990-08-01,1311
1990-09-01,1527
1990-10-01,1483
1990-11-01,1696
1990-12-01,1656
1991-01-01,2347
1991-02-01,2525
1991-03-01,2530
1991-04-01,2176
1991-05-01,2175
1991-06-01,1964
1991-07-01,1580
1991-08-01,1645
1991-09-01,1977
1991-10-01,1913
1991-11-01,2034
1991-12-01,2060
1992-01-01,2433
1992-02-01,2245
1992-03-01,2256
1992-04-01,1945
1992-05-01,2078
1992-06-01,2027
1992-07-01,1646
1992-08-01,1608
1992-09-01,1869
1992-10-01,1791
1992-11-01,2030
1992-12-01,1955
1993-01-01,2797
1993-02-01,2855
1993-03-01,2706
1993-04-01,2355
1993-05-01,2137
1993-06-01,1986
1993-07-01,1575
1993-08-01,1647
1993-09-01,2021
1993-10-01,2068
1993-11-01,2244
1993-12-01,2100
1994-01-01,2674
1994-02-01,2476
1994-03-01,2583
1994-04-01,2174
1994-05-01,2157
1994-06-01,1803
1994-07-01,1747
1994-08-01,1766
1994-09-01,2075
1994-10-01,1940
1994-11-01,2118
1994-12-01,1901
1995-01-01,2360
1995-02-01,2149
1995-03-01,2236
1995-04-01,2199
1995-05-01,2197
1995-06-01,1928
1995-07-01,1794
1995-08-01,1709
1995-09-01,1897
1995-10-01,1857
1995-11-01,2133
1995-12-01,2036
1996-01-01,2635
1996-02-01,2577
1996-03-01,2740
1996-04-01,2355
1996-05-01,2322
1996-06-01,1977
1996-07-01,1870
1996-08-01,1762
1996-09-01,1930
1996-10-01,1921
1996-11-01,2309
1996-12-01,2184
1997-01-01,2664
1997-02-01,2252
1997-03-01,2259
1997-04-01,2015
1997-05-01,1962
1997-06-01,1683
1997-07-01,1531
1997-08-01,1527
1997-09-01,1685
1997-10-01,1698
1997-11-01,1776
1997-12-01,1749
1998-01-01,2338
1998-02-01,2027
1998-03-01,2096
1998-04-01,1795
1998-05-01,1802
1998-06-01,1574
1998-07-01,1378
1998-08-01,1342
1998-09-01,1439
1998-10-01,1465
1998-11-01,1802
1998-12-01,1686
1999-01-01,2044
1999-02-01,1881
1999-03-01,1847
1999-04-01,1600
1999-05-01,1639
1999-06-01,1585
1999-07-01,1471
1999-08-01,1398
1999-09-01,1556
1999-10-01,1378
1999-11-01,1577
1999-12-01,1528
2000-01-01,1939
2000-02-01,1881
2000-03-01,1834
2000-04-01,1499
2000-05-01,1600
2000-06-01,1408
2000-07-01,1272
2000-08-01,1306
2000-09-01,1315
2000-10-01,1365
2000-11-01,1668
2000-12-01,1614
2001-01-01,2023
2001-02-01,2084
2001-03-01,2105
2001-04-01,1892
2001-05-01,1835
2001-06-01,1733
2001-07-01,1607
2001-08-01,1741
2001-09-01,1728
2001-10-01,1866
2001-11-01,2033
2001-12-01,2168
2002-01-01,2401
2002-02-01,2552
2002-03-01,2635
2002-04-01,2215
2002-05-01,1971
2002-06-01,1895
2002-07-01,1743
2002-08-01,1764
2002-09-01,1662
2002-10-01,1726
2002-11-01,1968
2002-12-01,2006
2003-01-01,2363
2003-02-01,2286
2003-03-01,2445
2003-04-01,2180
2003-05-01,2193
2003-06-01,2225
2003-07-01,2083
2003-08-01,2084
2003-09-01,2129
2003-10-01,2078
2003-11-01,2325
2003-12-01,2260
2004-01-01,2671
2004-02-01,2535
2004-03-01,2688
2004-04-01,2238
2004-05-01,2329
2004-06-01,2370
2004-07-01,2215
2004-08-01,2132
2004-09-01,2184
2004-10-01,2240
2004-11-01,2439
2004-12-01,2480
2005-01-01,2826
2005-02-01,2878
2005-03-01,2707
2005-04-01,2382
2005-05-01,2522
2005-06-01,2334
2005-07-01,2138
2005-08-01,2037
2005-09-01,2147
2005-10-01,2096
2005-11-01,2269
2005-12-01,2328
2006-01-01,2409
2006-02-01,2374
2006-03-01,2260
2006-04-01,2021
2006-05-01,1926
2006-06-01,1953
2006-07-01,1899
2006-08-01,1879
2006-09-01,1816
2006-10-01,1760
2006-11-01,1965
2006-12-01,1982
2007-01-01,2308
2007-02-01,2315
2007-03-01,2093
2007-04-01,1926
2007-05-01,1891
2007-06-01,1859
2007-07-01,1744
2007-08-01,1762
2007-09-01,1785
2007-10-01,1713
2007-11-01,1792
2007-12-01,1948
2008-01-01,2136
2008-02-01,2124
2008-03-01,2101
2008-04-01,1849
2008-05-01,1991
2008-06-01,1936
2008-07-01,1893
2008-08-01,2031
2008-09-01,2014
2008-10-01,2136
2008-11-01,2432
2008-12-01,2819
2009-01-01,3203
2009-02-01,3471
2009-03-01,3677
2009-04-01,3456
2009-05-01,3177
2009-06-01,3154
2009-07-01,2856
2009-08-01,2950
2009-09-01,2849
2009-10-01,3047
2009-11-01,3253
2009-12-01,3686
2010-01-01,4052
2010-02-01,4069
2010-03-01,4034
2010-04-01,3974
2010-05-01,3759
2010-06-01,3447
2010-07-01,3263
2010-08-01,3314
2010-09-01,3234
2010-10-01,3230
2010-11-01,3626
2010-12-01,3870
2011-01-01,4128
2011-02-01,4144
2011-03-01,4039
2011-04-01,3527
2011-05-01,3292
2011-06-01,3192
2011-07-01,2914
2011-08-01,3085
2011-09-01,2938
2011-10-01,2867
2011-11-01,2979
2011-12-01,3251
2012-01-01,3390
2012-02-01,3513
2012-03-01,3339
2012-04-01,3000
2012-05-01,2969
2012-06-01,2926
2012-07-01,2825
2012-08-01,2890
2012-09-01,2646
2012-10-01,2695
2012-11-01,2765
2012-12-01,3013
2013-01-01,3346
2013-02-01,3412
2013-03-01,3070
2013-04-01,2881
2013-05-01,2704
2013-06-01,2677
2013-07-01,2491
2013-08-01,2507
2013-09-01,2394
2013-10-01,2549
2013-11-01,2527
2013-12-01,2611
2014-01-01,2792
2014-02-01,2910
2014-03-01,2811
2014-04-01,2474
2014-05-01,2340
2014-06-01,2298
2014-07-01,2169
2014-08-01,2263
2014-09-01,2045
2014-10-01,2086
2014-11-01,2470
2014-12-01,2424
2015-01-01,2658
2015-02-01,2693
2015-03-01,2610
2015-04-01,2374
2015-05-01,2392
2015-06-01,2221
2015-07-01,2077
2015-08-01,2108
2015-09-01,1932
2015-10-01,1924
2015-11-01,2110
2015-12-01,2239
2016-01-01,2416
2016-02-01,2519
2016-03-01,2419
2016-04-01,2308
2016-05-01,2122
2016-06-01,2267
2016-07-01,2051
2016-08-01,2334
2016-09-01,2159
2016-10-01,2224
2016-11-01,2306
2016-12-01,2580
2017-01-01,2748
2017-02-01,2760
2017-03-01,2482
2017-04-01,2346
2017-05-01,2279
2017-06-01,2290
2017-07-01,2118
2017-08-01,2375
2017-09-01,1985
2017-10-01,1972
2017-11-01,2224
2017-12-01,2448
2018-01-01,2389
2018-02-01,2715
2018-03-01,2413
