"Date","LNS13026637"
1994-01-01,805
1994-02-01,796
1994-03-01,809
1994-04-01,736
1994-05-01,671
1994-06-01,751
1994-07-01,759
1994-08-01,697
1994-09-01,724
1994-10-01,742
1994-11-01,722
1994-12-01,748
1995-01-01,693
1995-02-01,722
1995-03-01,710
1995-04-01,731
1995-05-01,729
1995-06-01,713
1995-07-01,705
1995-08-01,720
1995-09-01,723
1995-10-01,726
1995-11-01,718
1995-12-01,712
1996-01-01,717
1996-02-01,717
1996-03-01,683
1996-04-01,771
1996-05-01,728
1996-06-01,613
1996-07-01,686
1996-08-01,689
1996-09-01,681
1996-10-01,653
1996-11-01,671
1996-12-01,660
1997-01-01,733
1997-02-01,684
1997-03-01,708
1997-04-01,675
1997-05-01,662
1997-06-01,663
1997-07-01,666
1997-08-01,697
1997-09-01,625
1997-10-01,625
1997-11-01,657
1997-12-01,635
1998-01-01,609
1998-02-01,569
1998-03-01,576
1998-04-01,595
1998-05-01,617
1998-06-01,647
1998-07-01,622
1998-08-01,581
1998-09-01,653
1998-10-01,644
1998-11-01,607
1998-12-01,528
1999-01-01,568
1999-02-01,640
1999-03-01,552
1999-04-01,583
1999-05-01,521
1999-06-01,511
1999-07-01,626
1999-08-01,516
1999-09-01,504
1999-10-01,545
1999-11-01,506
1999-12-01,513
2000-01-01,628
2000-02-01,581
2000-03-01,563
2000-04-01,522
2000-05-01,549
2000-06-01,430
2000-07-01,525
2000-08-01,544
2000-09-01,546
2000-10-01,504
2000-11-01,576
2000-12-01,592
2001-01-01,550
2001-02-01,536
2001-03-01,658
2001-04-01,572
2001-05-01,584
2001-06-01,611
2001-07-01,598
2001-08-01,630
2001-09-01,649
2001-10-01,811
2001-11-01,784
2001-12-01,774
2002-01-01,760
2002-02-01,786
2002-03-01,806
2002-04-01,789
2002-05-01,729
2002-06-01,745
2002-07-01,790
2002-08-01,794
2002-09-01,774
2002-10-01,788
2002-11-01,790
2002-12-01,840
2003-01-01,937
2003-02-01,918
2003-03-01,904
2003-04-01,908
2003-05-01,924
2003-06-01,935
2003-07-01,868
2003-08-01,816
2003-09-01,761
2003-10-01,831
2003-11-01,848
2003-12-01,805
2004-01-01,784
2004-02-01,745
2004-03-01,872
2004-04-01,794
2004-05-01,791
2004-06-01,689
2004-07-01,820
2004-08-01,876
2004-09-01,854
2004-10-01,859
2004-11-01,832
2004-12-01,854
2005-01-01,831
2005-02-01,852
2005-03-01,774
2005-04-01,804
2005-05-01,812
2005-06-01,747
2005-07-01,684
2005-08-01,771
2005-09-01,855
2005-10-01,752
2005-11-01,718
2005-12-01,746
2006-01-01,713
2006-02-01,716
2006-03-01,694
2006-04-01,793
2006-05-01,717
2006-06-01,743
2006-07-01,731
2006-08-01,681
2006-09-01,722
2006-10-01,682
2006-11-01,715
2006-12-01,669
2007-01-01,770
2007-02-01,714
2007-03-01,708
2007-04-01,718
2007-05-01,701
2007-06-01,741
2007-07-01,783
2007-08-01,767
2007-09-01,761
2007-10-01,772
2007-11-01,785
2007-12-01,889
2008-01-01,777
2008-02-01,841
2008-03-01,895
2008-04-01,823
2008-05-01,932
2008-06-01,926
2008-07-01,934
2008-08-01,977
2008-09-01,976
2008-10-01,1007
2008-11-01,1096
2008-12-01,1166
2009-01-01,1279
2009-02-01,1459
2009-03-01,1363
2009-04-01,1348
2009-05-01,1410
2009-06-01,1431
2009-07-01,1373
2009-08-01,1428
2009-09-01,1406
2009-10-01,1497
2009-11-01,1411
2009-12-01,1411
2010-01-01,1452
2010-02-01,1321
2010-03-01,1377
2010-04-01,1398
2010-05-01,1331
2010-06-01,1301
2010-07-01,1362
2010-08-01,1363
2010-09-01,1458
2010-10-01,1479
2010-11-01,1611
2010-12-01,1513
2011-01-01,1413
2011-02-01,1370
2011-03-01,1400
2011-04-01,1427
2011-05-01,1374
2011-06-01,1400
2011-07-01,1368
2011-08-01,1402
2011-09-01,1434
2011-10-01,1404
2011-11-01,1400
2011-12-01,1289
2012-01-01,1245
2012-02-01,1289
2012-03-01,1262
2012-04-01,1236
2012-05-01,1290
2012-06-01,1314
2012-07-01,1297
2012-08-01,1250
2012-09-01,1083
2012-10-01,1212
2012-11-01,1220
2012-12-01,1269
2013-01-01,1318
2013-02-01,1283
2013-03-01,1239
2013-04-01,1239
2013-05-01,1296
2013-06-01,1233
2013-07-01,1091
2013-08-01,1164
2013-09-01,1224
2013-10-01,1153
2013-11-01,1200
2013-12-01,1166
2014-01-01,1070
2014-02-01,1182
2014-03-01,1114
2014-04-01,1104
2014-05-01,1054
2014-06-01,1036
2014-07-01,1156
2014-08-01,1066
2014-09-01,969
2014-10-01,971
2014-11-01,984
2014-12-01,995
2015-01-01,970
2015-02-01,952
2015-03-01,951
2015-04-01,915
2015-05-01,1034
2015-06-01,905
2015-07-01,919
2015-08-01,906
2015-09-01,833
2015-10-01,869
2015-11-01,837
2015-12-01,826
2016-01-01,860
2016-02-01,817
2016-03-01,855
2016-04-01,947
2016-05-01,782
2016-06-01,760
2016-07-01,739
2016-08-01,798
2016-09-01,877
2016-10-01,830
2016-11-01,743
2016-12-01,693
2017-01-01,633
2017-02-01,663
2017-03-01,778
2017-04-01,835
2017-05-01,808
2017-06-01,769
2017-07-01,663
2017-08-01,703
2017-09-01,685
2017-10-01,677
2017-11-01,639
2017-12-01,675
2018-01-01,684
2018-02-01,651
2018-03-01,641
2018-04-01,731
2018-05-01,647
2018-06-01,685
2018-07-01,682
2018-08-01,660
2018-09-01,733
2018-10-01,712
2018-11-01,676
2018-12-01,694
2019-01-01,704
2019-02-01,711
2019-03-01,568
2019-04-01,677
2019-05-01,525
2019-06-01,585
2019-07-01,609
2019-08-01,659
2019-09-01,534
2019-10-01,682
2019-11-01,607
2019-12-01,579
2020-01-01,636
2020-02-01,629
2020-03-01,629
2020-04-01,608
2020-05-01,662
2020-06-01,814
2020-07-01,809
2020-08-01,748
2020-09-01,757
2020-10-01,861
2020-11-01,975
2020-12-01,794
2021-01-01,749
2021-02-01,864
2021-03-01,753
2021-04-01,763
2021-05-01,776
2021-06-01,788
2021-07-01,789
2021-08-01,724
2021-09-01,676
2021-10-01,556
2021-11-01,586
2021-12-01,584
2022-01-01,632
2022-02-01,574
2022-03-01,652
2022-04-01,600
2022-05-01,541
2022-06-01,546
2022-07-01,589
2022-08-01,584
2022-09-01,555
2022-10-01,575
2022-11-01,605
2022-12-01,476
2023-01-01,538
2023-02-01,555
2023-03-01,564
2023-04-01,488
2023-05-01,605
2023-06-01,565
2023-07-01,581
2023-08-01,587
2023-09-01,636
2023-10-01,581
2023-11-01,580
