"Date","LNS13025699"
1967-01-01,824
1967-02-01,832
1967-03-01,795
1967-04-01,838
1967-05-01,795
1967-06-01,905
1967-07-01,787
1967-08-01,768
1967-09-01,831
1967-10-01,884
1967-11-01,897
1967-12-01,872
1968-01-01,879
1968-02-01,817
1968-03-01,789
1968-04-01,722
1968-05-01,701
1968-06-01,649
1968-07-01,738
1968-08-01,737
1968-09-01,703
1968-10-01,703
1968-11-01,669
1968-12-01,623
1969-01-01,648
1969-02-01,647
1969-03-01,749
1969-04-01,730
1969-05-01,680
1969-06-01,648
1969-07-01,616
1969-08-01,651
1969-09-01,660
1969-10-01,658
1969-11-01,714
1969-12-01,693
1970-01-01,797
1970-02-01,882
1970-03-01,930
1970-04-01,986
1970-05-01,1156
1970-06-01,1112
1970-07-01,1125
1970-08-01,1273
1970-09-01,1249
1970-10-01,1347
1970-11-01,1441
1970-12-01,1531
1971-01-01,1560
1971-02-01,1584
1971-03-01,1507
1971-04-01,1582
1971-05-01,1632
1971-06-01,1609
1971-07-01,1659
1971-08-01,1653
1971-09-01,1533
1971-10-01,1546
1971-11-01,1637
1971-12-01,1567
1972-01-01,1582
1972-02-01,1509
1972-03-01,1546
1972-04-01,1471
1972-05-01,1638
1972-06-01,1532
1972-07-01,1532
1972-08-01,1655
1972-09-01,1560
1972-10-01,1497
1972-11-01,1394
1972-12-01,1398
1973-01-01,1306
1973-02-01,1240
1973-03-01,1207
1973-04-01,1203
1973-05-01,1111
1973-06-01,1273
1973-07-01,1202
1973-08-01,1176
1973-09-01,1256
1973-10-01,1136
1973-11-01,1225
1973-12-01,1284
1974-01-01,1412
1974-02-01,1339
1974-03-01,1318
1974-04-01,1356
1974-05-01,1347
1974-06-01,1355
1974-07-01,1414
1974-08-01,1457
1974-09-01,1573
1974-10-01,1615
1974-11-01,1835
1974-12-01,1996
1975-01-01,2454
1975-02-01,2429
1975-03-01,2560
1975-04-01,2654
1975-05-01,2863
1975-06-01,2789
1975-07-01,2883
1975-08-01,2866
1975-09-01,2950
1975-10-01,2760
1975-11-01,2831
1975-12-01,2648
1976-01-01,2739
1976-02-01,2562
1976-03-01,2629
1976-04-01,2571
1976-05-01,2532
1976-06-01,2667
1976-07-01,2661
1976-08-01,2599
1976-09-01,2536
1976-10-01,2612
1976-11-01,2666
1976-12-01,2666
1977-01-01,2519
1977-02-01,2520
1977-03-01,2415
1977-04-01,2316
1977-05-01,2290
1977-06-01,2235
1977-07-01,2191
1977-08-01,2259
1977-09-01,2250
1977-10-01,2146
1977-11-01,2219
1977-12-01,2063
1978-01-01,2047
1978-02-01,1954
1978-03-01,1957
1978-04-01,1969
1978-05-01,1914
1978-06-01,1785
1978-07-01,1877
1978-08-01,1803
1978-09-01,1725
1978-10-01,1856
1978-11-01,1698
1978-12-01,1803
1979-01-01,1770
1979-02-01,1805
1979-03-01,1769
1979-04-01,1736
1979-05-01,1659
1979-06-01,1598
1979-07-01,1792
1979-08-01,1799
1979-09-01,1814
1979-10-01,1915
1979-11-01,1839
1979-12-01,1881
1980-01-01,2068
1980-02-01,2002
1980-03-01,2052
