"Date","LNU03032232"
2000-01-01,734
2000-02-01,694
2000-03-01,739
2000-04-01,736
2000-05-01,685
2000-06-01,621
2000-07-01,708
2000-08-01,685
2000-09-01,667
2000-10-01,693
2000-11-01,672
2000-12-01,653
2001-01-01,911
2001-02-01,902
2001-03-01,954
2001-04-01,855
2001-05-01,903
2001-06-01,956
2001-07-01,1054
2001-08-01,1023
2001-09-01,996
2001-10-01,1065
2001-11-01,1108
2001-12-01,1172
2002-01-01,1377
2002-02-01,1296
2002-03-01,1367
2002-04-01,1322
2002-05-01,1194
2002-06-01,1187
2002-07-01,1185
2002-08-01,1108
2002-09-01,1076
2002-10-01,1046
2002-11-01,1115
2002-12-01,1188
2003-01-01,1302
2003-02-01,1229
2003-03-01,1222
2003-04-01,1199
2003-05-01,1150
2003-06-01,1232
2003-07-01,1193
2003-08-01,1186
2003-09-01,1175
2003-10-01,1041
2003-11-01,1034
2003-12-01,1025
2004-01-01,1110
2004-02-01,1094
2004-03-01,1083
2004-04-01,1004
2004-05-01,966
2004-06-01,957
2004-07-01,1019
2004-08-01,840
2004-09-01,852
2004-10-01,884
2004-11-01,905
2004-12-01,872
2005-01-01,889
2005-02-01,889
2005-03-01,879
2005-04-01,793
2005-05-01,743
2005-06-01,743
2005-07-01,883
2005-08-01,767
2005-09-01,775
2005-10-01,800
2005-11-01,823
2005-12-01,757
2006-01-01,778
2006-02-01,821
2006-03-01,701
2006-04-01,745
2006-05-01,680
2006-06-01,635
2006-07-01,736
2006-08-01,680
2006-09-01,632
2006-10-01,618
2006-11-01,702
2006-12-01,660
2007-01-01,752
2007-02-01,774
2007-03-01,742
2007-04-01,749
2007-05-01,651
2007-06-01,653
2007-07-01,621
2007-08-01,596
2007-09-01,673
2007-10-01,729
2007-11-01,762
2007-12-01,772
2008-01-01,837
2008-02-01,820
2008-03-01,831
2008-04-01,796
2008-05-01,879
2008-06-01,862
2008-07-01,908
2008-08-01,960
2008-09-01,984
2008-10-01,1007
2008-11-01,1144
2008-12-01,1315
2009-01-01,1711
2009-02-01,1822
2009-03-01,1912
2009-04-01,1968
2009-05-01,2010
2009-06-01,2010
2009-07-01,1988
2009-08-01,1866
2009-09-01,1876
2009-10-01,1884
2009-11-01,1882
2009-12-01,1747
2010-01-01,1918
2010-02-01,1814
2010-03-01,1898
2010-04-01,1688
2010-05-01,1584
2010-06-01,1519
2010-07-01,1556
2010-08-01,1463
2010-09-01,1471
2010-10-01,1474
2010-11-01,1526
2010-12-01,1551
2011-01-01,1519
2011-02-01,1492
2011-03-01,1475
2011-04-01,1444
2011-05-01,1453
2011-06-01,1405
2011-07-01,1418
2011-08-01,1365
2011-09-01,1306
2011-10-01,1200
2011-11-01,1176
2011-12-01,1217
2012-01-01,1283
2012-02-01,1294
2012-03-01,1164
2012-04-01,1046
2012-05-01,1099
2012-06-01,1056
2012-07-01,1128
2012-08-01,1136
2012-09-01,1032
2012-10-01,1102
2012-11-01,982
2012-12-01,1145
2013-01-01,1206
2013-02-01,1108
2013-03-01,968
2013-04-01,963
2013-05-01,1056
2013-06-01,989
2013-07-01,1082
2013-08-01,968
2013-09-01,1093
2013-10-01,956
2013-11-01,984
2013-12-01,854
2014-01-01,867
2014-02-01,843
2014-03-01,826
2014-04-01,790
2014-05-01,826
2014-06-01,695
2014-07-01,825
2014-08-01,787
2014-09-01,700
2014-10-01,658
2014-11-01,640
2014-12-01,596
2015-01-01,811
2015-02-01,814
2015-03-01,734
2015-04-01,609
2015-05-01,702
2015-06-01,599
2015-07-01,690
2015-08-01,639
2015-09-01,652
2015-10-01,634
2015-11-01,622
2015-12-01,616
2016-01-01,669
2016-02-01,729
2016-03-01,669
2016-04-01,702
2016-05-01,738
2016-06-01,568
2016-07-01,669
2016-08-01,652
2016-09-01,668
2016-10-01,693
2016-11-01,619
2016-12-01,630
2017-01-01,633
2017-02-01,619
2017-03-01,614
2017-04-01,620
2017-05-01,504
2017-06-01,529
2017-07-01,639
2017-08-01,596
2017-09-01,587
2017-10-01,501
2017-11-01,409
2017-12-01,505
2018-01-01,526
2018-02-01,555
2018-03-01,511
2018-04-01,521
2018-05-01,546
2018-06-01,491
2018-07-01,596
2018-08-01,498
2018-09-01,547
2018-10-01,504
2018-11-01,465
2018-12-01,441
2019-01-01,533
2019-02-01,464
2019-03-01,475
2019-04-01,483
2019-05-01,369
2019-06-01,450
2019-07-01,472
2019-08-01,512
2019-09-01,530
2019-10-01,484
2019-11-01,427
2019-12-01,422
2020-01-01,530
2020-02-01,613
2020-03-01,636
2020-04-01,1992
2020-05-01,1782
2020-06-01,1383
2020-07-01,1306
2020-08-01,1003
2020-09-01,935
2020-10-01,787
2020-11-01,708
2020-12-01,640
2021-01-01,699
2021-02-01,724
2021-03-01,780
2021-04-01,861
2021-05-01,705
2021-06-01,792
2021-07-01,613
2021-08-01,536
2021-09-01,580
2021-10-01,499
2021-11-01,478
2021-12-01,435
2022-01-01,549
2022-02-01,497
2022-03-01,485
2022-04-01,489
2022-05-01,422
2022-06-01,465
2022-07-01,491
2022-08-01,515
2022-09-01,416
2022-10-01,463
2022-11-01,401
2022-12-01,271
2023-01-01,399
2023-02-01,464
2023-03-01,459
2023-04-01,429
2023-05-01,409
2023-06-01,396
2023-07-01,420
2023-08-01,433
2023-09-01,495
2023-10-01,478
2023-11-01,487
