"Date","LAUMT182690000000004"
2003-12-01,42894
2004-01-01,49748
2004-02-01,50767
2004-03-01,50139
2004-04-01,42851
2004-05-01,42925
2004-06-01,45154
2004-07-01,45643
2004-08-01,44624
2004-09-01,42284
2004-10-01,44176
2004-11-01,46357
2004-12-01,45499
2005-01-01,51873
2005-02-01,54071
2005-03-01,50241
2005-04-01,44513
2005-05-01,43377
2005-06-01,47368
2005-07-01,46179
2005-08-01,45557
2005-09-01,44174
2005-10-01,44442
2005-11-01,46229
2005-12-01,43979
2006-01-01,46341
2006-02-01,48485
2006-03-01,44973
2006-04-01,41567
2006-05-01,41116
2006-06-01,44639
2006-07-01,44628
2006-08-01,42978
2006-09-01,39878
2006-10-01,38405
2006-11-01,39601
2006-12-01,38847
2007-01-01,45699
2007-02-01,44876
2007-03-01,41757
2007-04-01,38010
2007-05-01,36687
2007-06-01,40876
2007-07-01,40206
2007-08-01,39929
2007-09-01,37098
2007-10-01,38055
2007-11-01,39528
2007-12-01,40243
2008-01-01,45623
2008-02-01,46691
2008-03-01,47372
2008-04-01,41703
2008-05-01,45606
2008-06-01,51621
2008-07-01,51841
2008-08-01,53253
2008-09-01,49815
2008-10-01,53285
2008-11-01,59055
2008-12-01,65849
2009-01-01,80747
2009-02-01,86596
2009-03-01,90619
2009-04-01,84196
2009-05-01,87950
2009-06-01,91955
2009-07-01,89429
2009-08-01,85371
2009-09-01,82555
2009-10-01,84902
2009-11-01,85542
2009-12-01,86786
2010-01-01,97056
2010-02-01,97205
2010-03-01,96392
2010-04-01,88781
2010-05-01,87512
2010-06-01,90431
2010-07-01,90303
2010-08-01,88252
2010-09-01,82461
2010-10-01,82179
2010-11-01,84999
2010-12-01,80582
2011-01-01,87570
2011-02-01,85676
2011-03-01,82247
2011-04-01,75957
2011-05-01,78627
2011-06-01,84975
2011-07-01,85113
2011-08-01,84799
2011-09-01,81387
2011-10-01,81754
2011-11-01,79853
2011-12-01,77728
2012-01-01,83209
2012-02-01,81674
2012-03-01,78697
2012-04-01,71116
2012-05-01,73853
2012-06-01,78656
2012-07-01,79597
2012-08-01,76400
2012-09-01,71010
2012-10-01,72968
2012-11-01,73840
2012-12-01,75513
2013-01-01,85570
2013-02-01,81765
2013-03-01,76812
2013-04-01,69184
2013-05-01,71906
2013-06-01,75729
2013-07-01,72203
2013-08-01,68265
2013-09-01,64068
2013-10-01,65061
2013-11-01,63188
2013-12-01,57895
2014-01-01,61511
2014-02-01,64552
2014-03-01,62025
2014-04-01,53313
2014-05-01,56368
2014-06-01,58350
2014-07-01,58397
2014-08-01,55872
2014-09-01,51245
2014-10-01,52703
2014-11-01,54545
2014-12-01,50197
2015-01-01,56508
2015-02-01,52559
2015-03-01,49426
2015-04-01,41923
2015-05-01,45834
2015-06-01,46714
2015-07-01,45617
2015-08-01,42684
2015-09-01,39732
2015-10-01,41571
2015-11-01,43429
2015-12-01,41164
2016-01-01,46971
2016-02-01,48007
2016-03-01,47289
2016-04-01,41031
2016-05-01,39759
2016-06-01,43864
2016-07-01,42112
2016-08-01,41524
2016-09-01,38153
2016-10-01,37877
2016-11-01,37508
2016-12-01,35309
2017-01-01,41594
2017-02-01,40519
2017-03-01,35301
2017-04-01,28637
2017-05-01,31622
2017-06-01,34932
2017-07-01,36555
2017-08-01,37747
2017-09-01,32300
2017-10-01,31780
2017-11-01,32461
2017-12-01,29028
2018-01-01,36175
2018-02-01,37188
2018-03-01,35161
2018-04-01,30367
2018-05-01,32307
2018-06-01,38153
2018-07-01,37688
2018-08-01,35326
2018-09-01,29721
2018-10-01,34097
2018-11-01,33438
2018-12-01,31461
2019-01-01,39949
2019-02-01,38572
2019-03-01,35637
2019-04-01,27142
2019-05-01,29456
2019-06-01,34802
2019-07-01,35631
2019-08-01,32612
2019-09-01,27450
2019-10-01,30170
2019-11-01,30966
2019-12-01,27852
2020-01-01,35366
2020-02-01,34247
2020-03-01,40429
2020-04-01,129367
2020-05-01,115038
2020-06-01,104851
2020-07-01,100733
2020-08-01,76141
2020-09-01,68118
2020-10-01,61273
2020-11-01,55699
2020-12-01,49761
2021-01-01,56419
2021-02-01,50996
2021-03-01,50720
2021-04-01,43372
2021-05-01,43439
2021-06-01,48841
2021-07-01,43368
2021-08-01,36518
2021-09-01,33787
2021-10-01,32066
2021-11-01,29396
2021-12-01,25783
2022-01-01,33312
2022-02-01,33824
2022-03-01,32489
2022-04-01,26097
2022-05-01,29462
2022-06-01,35374
2022-07-01,35587
2022-08-01,33350
2022-09-01,25596
2022-10-01,30569
2022-11-01,30053
2022-12-01,25176
2023-01-01,31793
2023-02-01,35093
2023-03-01,35386
2023-04-01,26798
2023-05-01,36531
2023-06-01,38070
2023-07-01,40975
2023-08-01,38714
2023-09-01,34942
2023-10-01,33733
