"Date","LAUMT182690000000004"
1990-01-01,29674
1990-02-01,29072
1990-03-01,26535
1990-04-01,26370
1990-05-01,24803
1990-06-01,26580
1990-07-01,26795
1990-08-01,27985
1990-09-01,24970
1990-10-01,24587
1990-11-01,26911
1990-12-01,27364
1991-01-01,34629
1991-02-01,37026
1991-03-01,41723
1991-04-01,28785
1991-05-01,32044
1991-06-01,32790
1991-07-01,30549
1991-08-01,30438
1991-09-01,28340
1991-10-01,29184
1991-11-01,30380
1991-12-01,30882
1992-01-01,37245
1992-02-01,39786
1992-03-01,38197
1992-04-01,35219
1992-05-01,38349
1992-06-01,42303
1992-07-01,41678
1992-08-01,38567
1992-09-01,35503
1992-10-01,32731
1992-11-01,34768
1992-12-01,34731
1993-01-01,37694
1993-02-01,38341
1993-03-01,36408
1993-04-01,33893
1993-05-01,35874
1993-06-01,37861
1993-07-01,28364
1993-08-01,26710
1993-09-01,25024
1993-10-01,26782
1993-11-01,27854
1993-12-01,27379
1994-01-01,34980
1994-02-01,35306
1994-03-01,35428
1994-04-01,30711
1994-05-01,30142
1994-06-01,32535
1994-07-01,34425
1994-08-01,33234
1994-09-01,30432
1994-10-01,31022
1994-11-01,30100
1994-12-01,27436
1995-01-01,32903
1995-02-01,32314
1995-03-01,33355
1995-04-01,32679
1995-05-01,31724
1995-06-01,33193
1995-07-01,32311
1995-08-01,30339
1995-09-01,28013
1995-10-01,28640
1995-11-01,29685
1995-12-01,27119
1996-01-01,33544
1996-02-01,32268
1996-03-01,30641
1996-04-01,27000
1996-05-01,28386
1996-06-01,27833
1996-07-01,27883
1996-08-01,24032
1996-09-01,21954
1996-10-01,21560
1996-11-01,21794
1996-12-01,20715
1997-01-01,25001
1997-02-01,25344
1997-03-01,25387
1997-04-01,21223
1997-05-01,22040
1997-06-01,24874
1997-07-01,22845
1997-08-01,24014
1997-09-01,22870
1997-10-01,22351
1997-11-01,20984
1997-12-01,21781
1998-01-01,24226
1998-02-01,23689
1998-03-01,23841
1998-04-01,17067
1998-05-01,18636
1998-06-01,20931
1998-07-01,23670
1998-08-01,21070
1998-09-01,20073
1998-10-01,19565
1998-11-01,20704
1998-12-01,19632
1999-01-01,22583
1999-02-01,22865
1999-03-01,20524
1999-04-01,18049
1999-05-01,19073
1999-06-01,21262
1999-07-01,19176
1999-08-01,20817
1999-09-01,19886
1999-10-01,19964
1999-11-01,21708
1999-12-01,20008
2000-01-01,25407
2000-02-01,27089
2000-03-01,27125
2000-04-01,21329
2000-05-01,22842
2000-06-01,25337
2000-07-01,22240
2000-08-01,22299
2000-09-01,17188
2000-10-01,16744
2000-11-01,19577
2000-12-01,19835
2001-01-01,27730
2001-02-01,27346
2001-03-01,30389
2001-04-01,25457
2001-05-01,26060
2001-06-01,30850
2001-07-01,28885
2001-08-01,32454
2001-09-01,30530
2001-10-01,35568
2001-11-01,38877
2001-12-01,39821
2002-01-01,46288
2002-02-01,46645
2002-03-01,45793
2002-04-01,42907
2002-05-01,41910
2002-06-01,45387
2002-07-01,42321
2002-08-01,42763
2002-09-01,38005
2002-10-01,39367
2002-11-01,41575
2002-12-01,39996
2003-01-01,45705
2003-02-01,46011
2003-03-01,45309
2003-04-01,41635
2003-05-01,41797
2003-06-01,46638
2003-07-01,46457
2003-08-01,46252
2003-09-01,43792
2003-10-01,43055
2003-11-01,44657
