"Date","LNS17200000"
2018-07-01,4848
2018-08-01,4505
2018-09-01,4716
2018-10-01,4554
2018-11-01,4645
2018-12-01,4661
2019-01-01,4444
2019-02-01,4778
2019-03-01,4410
2019-04-01,4356
2019-05-01,4665
2019-06-01,4729
2019-07-01,4748
2019-08-01,4605
2019-09-01,4595
2019-10-01,4671
2019-11-01,4473
2019-12-01,4623
2020-01-01,4704
2020-02-01,4509
2020-03-01,3943
2020-04-01,3381
2020-05-01,5391
2020-06-01,4638
2020-07-01,4132
2020-08-01,4612
2020-09-01,4096
2020-10-01,4819
2020-11-01,4178
2020-12-01,4457
2021-01-01,4108
2021-02-01,4267
2021-03-01,4448
2021-04-01,4699
2021-05-01,4555
2021-06-01,4499
2021-07-01,4931
2021-08-01,4626
2021-09-01,4652
2021-10-01,4857
2021-11-01,4959
2021-12-01,4481
2022-01-01,4782
2022-02-01,4808
2022-03-01,4758
2022-04-01,4722
2022-05-01,4842
2022-06-01,4586
2022-07-01,4714
2022-08-01,4914
2022-09-01,4675
2022-10-01,4658
2022-11-01,4558
2022-12-01,5058
2023-01-01,4859
2023-02-01,4994
2023-03-01,4716
2023-04-01,4766
2023-05-01,4483
2023-06-01,4771
2023-07-01,4800
2023-08-01,4737
2023-09-01,4528
2023-10-01,4338
2023-11-01,4751
