"Date","LNS17200000"
1990-02-01,3204
1990-03-01,3244
1990-04-01,3148
1990-05-01,3119
1990-06-01,2986
1990-07-01,3193
1990-08-01,2961
1990-09-01,2975
1990-10-01,3032
1990-11-01,3092
1990-12-01,2962
1991-01-01,2836
1991-02-01,2857
1991-03-01,2982
1991-04-01,2972
1991-05-01,2736
1991-06-01,2993
1991-07-01,2891
1991-08-01,2868
1991-09-01,3047
1991-10-01,2806
1991-11-01,2722
1991-12-01,2661
1992-01-01,3133
1992-02-01,2708
1992-03-01,2921
1992-04-01,2836
1992-05-01,2912
1992-06-01,2800
1992-07-01,2933
1992-08-01,2848
1992-09-01,2767
1992-10-01,2814
1992-11-01,2964
1992-12-01,2880
1993-01-01,2870
1993-02-01,3167
1993-03-01,2989
1993-04-01,2871
1993-05-01,3271
1993-06-01,2842
1993-07-01,2825
1993-08-01,3099
1993-09-01,2891
1993-10-01,2971
1993-11-01,3011
1993-12-01,3093
1994-01-01,3228
1994-02-01,3260
1994-03-01,3012
1994-04-01,3102
1994-05-01,3179
1994-06-01,2855
1994-07-01,3061
1994-08-01,3308
1994-09-01,3071
1994-10-01,3125
1994-11-01,3274
1994-12-01,3262
1995-01-01,3214
1995-02-01,2919
1995-03-01,3043
1995-04-01,3150
1995-05-01,2675
1995-06-01,3215
1995-07-01,3211
1995-08-01,3039
1995-09-01,3297
1995-10-01,3215
1995-11-01,3012
1995-12-01,2777
1996-01-01,2989
1996-02-01,3329
1996-03-01,3111
1996-04-01,2996
1996-05-01,3131
1996-06-01,3194
1996-07-01,3310
1996-08-01,3063
1996-09-01,3149
1996-10-01,3080
1996-11-01,2923
1996-12-01,2741
1997-01-01,3094
1997-02-01,3059
1997-03-01,3450
1997-04-01,3215
1997-05-01,3172
1997-06-01,3075
1997-07-01,3096
1997-08-01,3142
1997-09-01,3074
1997-10-01,3113
1997-11-01,3381
1997-12-01,3402
1998-01-01,3226
1998-02-01,3202
1998-03-01,3272
1998-04-01,3288
1998-05-01,3331
1998-06-01,3196
1998-07-01,3391
1998-08-01,3576
1998-09-01,3871
1998-10-01,3413
1998-11-01,3539
1998-12-01,3683
1999-01-01,3621
1999-02-01,3393
1999-03-01,3349
1999-04-01,3736
1999-05-01,3779
1999-06-01,3556
1999-07-01,3610
1999-08-01,3572
1999-09-01,3497
1999-10-01,3644
1999-11-01,3547
1999-12-01,3561
2000-01-01,3629
2000-02-01,3640
2000-03-01,3585
2000-04-01,3611
2000-05-01,3265
2000-06-01,3660
2000-07-01,3276
2000-08-01,3639
2000-09-01,3775
2000-10-01,3691
2000-11-01,3831
2000-12-01,3768
2001-01-01,3972
2001-02-01,3843
2001-03-01,3840
2001-04-01,3594
2001-05-01,3677
2001-06-01,3655
2001-07-01,4003
2001-08-01,3663
2001-09-01,4124
2001-10-01,3416
2001-11-01,3528
2001-12-01,3505
2002-01-01,3558
2002-02-01,3766
2002-03-01,3360
2002-04-01,3637
2002-05-01,3852
2002-06-01,3765
2002-07-01,3562
2002-08-01,3718
2002-09-01,3611
2002-10-01,3604
2002-11-01,3620
2002-12-01,3445
2003-01-01,3902
2003-02-01,3623
2003-03-01,3623
2003-04-01,3639
2003-05-01,3478
2003-06-01,3776
2003-07-01,3487
2003-08-01,3698
2003-09-01,3757
2003-10-01,3800
2003-11-01,3886
2003-12-01,3584
2004-01-01,3769
2004-02-01,3549
2004-03-01,3704
2004-04-01,3656
2004-05-01,3722
2004-06-01,3630
2004-07-01,3903
2004-08-01,3713
2004-09-01,3608
2004-10-01,3937
2004-11-01,3876
2004-12-01,3726
2005-01-01,3865
2005-02-01,3757
2005-03-01,3741
2005-04-01,4034
2005-05-01,3943
2005-06-01,3755
2005-07-01,4062
2005-08-01,3849
2005-09-01,3845
2005-10-01,3882
2005-11-01,3625
2005-12-01,4067
2006-01-01,3968
2006-02-01,3942
2006-03-01,4015
2006-04-01,4064
2006-05-01,4122
2006-06-01,4089
2006-07-01,3881
2006-08-01,4108
2006-09-01,3933
2006-10-01,4163
2006-11-01,4225
2006-12-01,4295
2007-01-01,4146
2007-02-01,4044
2007-03-01,4018
2007-04-01,3609
2007-05-01,3966
2007-06-01,4095
2007-07-01,3745
2007-08-01,3888
2007-09-01,4052
2007-10-01,3818
2007-11-01,4122
2007-12-01,3668
2008-01-01,3964
2008-02-01,3645
2008-03-01,3830
2008-04-01,3695
2008-05-01,3715
2008-06-01,3765
2008-07-01,3733
2008-08-01,3564
2008-09-01,3608
2008-10-01,3517
2008-11-01,3481
2008-12-01,3441
2009-01-01,3634
2009-02-01,3537
2009-03-01,3285
2009-04-01,3584
2009-05-01,3398
2009-06-01,3274
2009-07-01,3356
2009-08-01,3422
2009-09-01,3153
2009-10-01,3358
2009-11-01,3303
2009-12-01,3226
2010-01-01,3732
2010-02-01,3545
2010-03-01,3536
2010-04-01,3485
2010-05-01,3397
2010-06-01,3267
2010-07-01,3425
2010-08-01,3634
2010-09-01,3384
2010-10-01,3406
2010-11-01,3627
2010-12-01,3541
2011-01-01,3591
2011-02-01,3561
2011-03-01,3484
2011-04-01,3497
2011-05-01,3575
2011-06-01,3304
2011-07-01,3729
2011-08-01,3514
2011-09-01,3746
2011-10-01,3531
2011-11-01,3739
2011-12-01,3549
2012-01-01,3392
2012-02-01,3492
2012-03-01,3517
2012-04-01,3542
2012-05-01,3650
2012-06-01,3633
2012-07-01,3684
2012-08-01,3863
2012-09-01,3788
2012-10-01,3667
2012-11-01,3721
2012-12-01,3753
2013-01-01,3420
2013-02-01,3640
2013-03-01,3803
2013-04-01,3966
2013-05-01,3733
2013-06-01,3899
2013-07-01,3786
2013-08-01,3836
2013-09-01,3830
2013-10-01,3670
2013-11-01,3750
2013-12-01,3748
2014-01-01,4161
2014-02-01,3749
2014-03-01,4090
2014-04-01,3641
2014-05-01,4036
2014-06-01,3996
2014-07-01,3977
2014-08-01,3939
2014-09-01,3881
2014-10-01,4247
2014-11-01,3960
2014-12-01,4090
2015-01-01,4407
2015-02-01,4332
2015-03-01,4237
2015-04-01,4418
2015-05-01,4515
2015-06-01,4272
2015-07-01,4427
2015-08-01,4547
2015-09-01,3938
2015-10-01,4529
2015-11-01,4290
2015-12-01,4467
2016-01-01,4494
2016-02-01,4515
2016-03-01,4467
2016-04-01,4174
2016-05-01,4186
2016-06-01,4165
2016-07-01,4372
2016-08-01,4302
2016-09-01,4095
2016-10-01,4017
2016-11-01,4507
2016-12-01,4567
2017-01-01,4499
2017-02-01,4442
2017-03-01,4562
2017-04-01,4467
2017-05-01,4287
2017-06-01,4662
2017-07-01,4537
2017-08-01,4389
2017-09-01,4773
2017-10-01,4247
2017-11-01,4597
2017-12-01,4414
2018-01-01,4514
2018-02-01,4644
2018-03-01,4417
2018-04-01,4538
2018-05-01,4329
2018-06-01,4523
