"Date","LAUMT183462000000004"
1990-01-01,3779
1990-02-01,3764
1990-03-01,3459
1990-04-01,3162
1990-05-01,2807
1990-06-01,2724
1990-07-01,2745
1990-08-01,3109
1990-09-01,2504
1990-10-01,2659
1990-11-01,3504
1990-12-01,3422
1991-01-01,4164
1991-02-01,4802
1991-03-01,5168
1991-04-01,3646
1991-05-01,3743
1991-06-01,3465
1991-07-01,3205
1991-08-01,3202
1991-09-01,3038
1991-10-01,3072
1991-11-01,3129
1991-12-01,3915
1992-01-01,4574
1992-02-01,4728
1992-03-01,4670
1992-04-01,4091
1992-05-01,4297
1992-06-01,4536
1992-07-01,4381
1992-08-01,4193
1992-09-01,3612
1992-10-01,3569
1992-11-01,3827
1992-12-01,4044
1993-01-01,4423
1993-02-01,4388
1993-03-01,4463
1993-04-01,4070
1993-05-01,4128
1993-06-01,4272
1993-07-01,3391
1993-08-01,3172
1993-09-01,2825
1993-10-01,3100
1993-11-01,3305
1993-12-01,3409
1994-01-01,4040
1994-02-01,4057
1994-03-01,4119
1994-04-01,3457
1994-05-01,3219
1994-06-01,3486
1994-07-01,3630
1994-08-01,3771
1994-09-01,3071
1994-10-01,3232
1994-11-01,3026
1994-12-01,3051
1995-01-01,3649
1995-02-01,3448
1995-03-01,3422
1995-04-01,3302
1995-05-01,2948
1995-06-01,3241
1995-07-01,3258
1995-08-01,3105
1995-09-01,2605
1995-10-01,2768
1995-11-01,3083
1995-12-01,3067
1996-01-01,3605
1996-02-01,3510
1996-03-01,3228
1996-04-01,3016
1996-05-01,2944
1996-06-01,2976
1996-07-01,2936
1996-08-01,2666
1996-09-01,2295
1996-10-01,2209
1996-11-01,2295
1996-12-01,2284
1997-01-01,2858
1997-02-01,2817
1997-03-01,2698
1997-04-01,2287
1997-05-01,2176
1997-06-01,2442
1997-07-01,2359
1997-08-01,2912
1997-09-01,2008
1997-10-01,2098
1997-11-01,2044
1997-12-01,2187
1998-01-01,2717
1998-02-01,2947
1998-03-01,3007
1998-04-01,2205
1998-05-01,2346
1998-06-01,2614
1998-07-01,2749
1998-08-01,2613
1998-09-01,2359
1998-10-01,2152
1998-11-01,2095
1998-12-01,2127
1999-01-01,2587
1999-02-01,2659
1999-03-01,2339
1999-04-01,1969
1999-05-01,1884
1999-06-01,1986
1999-07-01,1820
1999-08-01,1893
1999-09-01,1677
1999-10-01,1602
1999-11-01,1820
1999-12-01,1858
2000-01-01,2456
2000-02-01,2677
2000-03-01,2456
2000-04-01,1898
2000-05-01,2012
2000-06-01,2282
2000-07-01,2024
2000-08-01,1885
2000-09-01,1420
2000-10-01,1400
2000-11-01,1700
2000-12-01,2010
2001-01-01,2928
2001-02-01,3485
2001-03-01,3116
2001-04-01,2566
2001-05-01,2452
2001-06-01,2790
2001-07-01,2644
2001-08-01,2962
2001-09-01,2505
2001-10-01,2813
2001-11-01,3073
2001-12-01,3221
2002-01-01,4015
2002-02-01,4041
2002-03-01,3833
2002-04-01,3682
2002-05-01,3454
2002-06-01,3778
2002-07-01,3550
2002-08-01,3414
2002-09-01,2901
2002-10-01,2982
2002-11-01,3133
2002-12-01,3202
2003-01-01,4062
2003-02-01,4094
2003-03-01,3962
2003-04-01,3517
2003-05-01,3492
2003-06-01,3902
2003-07-01,4124
2003-08-01,3572
2003-09-01,3245
2003-10-01,3227
2003-11-01,3373
2003-12-01,3400
2004-01-01,3978
2004-02-01,4002
