"Date","LAUMT183462000000004"
2004-03-01,3931
2004-04-01,3298
2004-05-01,3233
2004-06-01,3510
2004-07-01,3596
2004-08-01,3479
2004-09-01,3221
2004-10-01,3419
2004-11-01,3624
2004-12-01,3712
2005-01-01,4395
2005-02-01,4749
2005-03-01,4403
2005-04-01,3731
2005-05-01,3529
2005-06-01,3747
2005-07-01,3946
2005-08-01,3529
2005-09-01,3302
2005-10-01,3327
2005-11-01,3451
2005-12-01,3451
2006-01-01,3742
2006-02-01,4005
2006-03-01,3558
2006-04-01,3280
2006-05-01,3289
2006-06-01,3538
2006-07-01,3828
2006-08-01,3204
2006-09-01,2957
2006-10-01,2928
2006-11-01,2948
2006-12-01,2886
2007-01-01,3510
2007-02-01,3439
2007-03-01,3099
2007-04-01,2779
2007-05-01,2724
2007-06-01,3043
2007-07-01,3121
2007-08-01,2810
2007-09-01,2599
2007-10-01,2608
2007-11-01,2745
2007-12-01,2852
2008-01-01,3556
2008-02-01,3441
2008-03-01,3789
2008-04-01,3153
2008-05-01,3331
2008-06-01,3683
2008-07-01,4096
2008-08-01,3781
2008-09-01,3634
2008-10-01,3687
2008-11-01,4084
2008-12-01,4567
2009-01-01,5778
2009-02-01,6000
2009-03-01,6265
2009-04-01,5607
2009-05-01,6327
2009-06-01,6826
2009-07-01,6161
2009-08-01,5746
2009-09-01,5594
2009-10-01,5946
2009-11-01,6000
2009-12-01,6163
2010-01-01,6944
2010-02-01,6948
2010-03-01,6728
2010-04-01,6138
2010-05-01,6069
2010-06-01,6525
2010-07-01,6277
2010-08-01,5973
2010-09-01,5503
2010-10-01,5425
2010-11-01,5797
2010-12-01,5412
2011-01-01,5971
2011-02-01,5575
2011-03-01,5297
2011-04-01,4866
2011-05-01,5145
2011-06-01,5792
2011-07-01,5745
2011-08-01,5556
2011-09-01,5293
2011-10-01,5266
2011-11-01,5490
2011-12-01,5205
2012-01-01,5425
2012-02-01,5482
2012-03-01,5325
2012-04-01,4716
2012-05-01,4905
2012-06-01,5443
2012-07-01,5365
2012-08-01,5078
2012-09-01,4788
2012-10-01,4704
2012-11-01,4716
2012-12-01,4885
2013-01-01,5489
2013-02-01,5294
2013-03-01,5061
2013-04-01,4397
2013-05-01,4588
2013-06-01,5089
2013-07-01,4959
2013-08-01,4297
2013-09-01,4061
2013-10-01,4085
2013-11-01,4039
2013-12-01,3668
2014-01-01,4010
2014-02-01,4261
2014-03-01,4043
2014-04-01,3418
2014-05-01,3694
2014-06-01,3985
2014-07-01,4185
2014-08-01,3540
2014-09-01,3342
2014-10-01,3481
2014-11-01,3545
2014-12-01,3302
2015-01-01,3900
2015-02-01,3545
2015-03-01,3367
2015-04-01,2788
2015-05-01,3072
2015-06-01,3250
2015-07-01,3108
2015-08-01,2813
2015-09-01,2588
2015-10-01,2746
2015-11-01,2908
2015-12-01,2850
2016-01-01,3207
2016-02-01,3225
2016-03-01,3140
2016-04-01,2727
2016-05-01,2641
2016-06-01,3034
2016-07-01,2827
2016-08-01,2752
2016-09-01,2488
2016-10-01,2503
2016-11-01,2463
2016-12-01,2437
2017-01-01,2860
2017-02-01,2713
2017-03-01,2401
2017-04-01,1889
2017-05-01,2030
2017-06-01,2288
2017-07-01,2445
2017-08-01,2532
2017-09-01,2109
2017-10-01,2103
2017-11-01,2237
2017-12-01,1954
2018-01-01,2363
2018-02-01,2485
2018-03-01,2280
2018-04-01,1890
2018-05-01,2010
2018-06-01,2394
2018-07-01,2319
2018-08-01,2193
2018-09-01,1768
2018-10-01,2157
2018-11-01,2123
2018-12-01,2032
2019-01-01,2589
2019-02-01,2485
2019-03-01,2276
2019-04-01,1690
2019-05-01,1843
2019-06-01,2202
2019-07-01,2230
2019-08-01,2052
2019-09-01,1653
2019-10-01,1967
2019-11-01,2011
2019-12-01,1820
2020-01-01,2272
2020-02-01,2294
2020-03-01,2638
2020-04-01,8163
2020-05-01,6515
2020-06-01,5221
2020-07-01,5001
2020-08-01,3793
2020-09-01,3269
2020-10-01,2984
2020-11-01,2660
2020-12-01,2474
2021-01-01,2933
2021-02-01,2814
2021-03-01,2676
2021-04-01,2238
2021-05-01,2337
2021-06-01,2666
2021-07-01,2338
2021-08-01,2189
2021-09-01,1840
2021-10-01,1810
2021-11-01,1682
2021-12-01,1494
2022-01-01,1982
2022-02-01,2053
2022-03-01,1953
2022-04-01,1592
2022-05-01,1755
2022-06-01,2117
2022-07-01,2121
2022-08-01,1939
2022-09-01,1413
2022-10-01,1798
2022-11-01,1729
2022-12-01,1421
2023-01-01,1891
2023-02-01,2087
2023-03-01,2059
2023-04-01,1553
2023-05-01,2189
2023-06-01,2294
2023-07-01,2516
2023-08-01,2216
2023-09-01,1955
2023-10-01,1917
