"Date","LAUMT052786000000004"
2020-08-01,3805
2020-09-01,3396
2020-10-01,2585
2020-11-01,2510
2020-12-01,2599
2021-01-01,2974
2021-02-01,3000
2021-03-01,2652
2021-04-01,2322
2021-05-01,2383
2021-06-01,2680
2021-07-01,2525
2021-08-01,2141
2021-09-01,1790
2021-10-01,1465
2021-11-01,1395
2021-12-01,1507
2022-01-01,2123
2022-02-01,2133
2022-03-01,1824
2022-04-01,1674
2022-05-01,1857
2022-06-01,2275
2022-07-01,2273
2022-08-01,2106
2022-09-01,1911
2022-10-01,1637
2022-11-01,1654
2022-12-01,1641
2023-01-01,2117
2023-02-01,1641
2023-03-01,1528
2023-04-01,1425
2023-05-01,1483
2023-06-01,1833
2023-07-01,1960
2023-08-01,2003
2023-09-01,1942
2023-10-01,1656
