"Date","LNS17000000"
1990-02-01,113650
1990-03-01,113910
1990-04-01,113817
1990-05-01,114028
1990-06-01,113970
1990-07-01,113702
1990-08-01,113809
1990-09-01,113676
1990-10-01,113367
1990-11-01,113166
1990-12-01,113229
1991-01-01,113007
1991-02-01,112786
1991-03-01,112522
1991-04-01,112720
1991-05-01,112657
1991-06-01,112342
1991-07-01,112517
1991-08-01,112404
1991-09-01,112548
1991-10-01,112804
1991-11-01,112846
1991-12-01,112766
1992-01-01,112354
1992-02-01,112941
1992-03-01,113012
1992-04-01,113342
1992-05-01,113225
1992-06-01,113310
1992-07-01,113440
1992-08-01,113661
1992-09-01,113569
1992-10-01,113468
1992-11-01,113572
1992-12-01,113726
1993-01-01,113968
1993-02-01,113917
1993-03-01,114269
1993-04-01,114401
1993-05-01,114531
1993-06-01,115236
1993-07-01,115319
1993-08-01,115536
1993-09-01,115549
1993-10-01,115671
1993-11-01,115909
1993-12-01,116040
1994-01-01,116484
1994-02-01,116518
1994-03-01,116623
1994-04-01,116882
1994-05-01,117303
1994-06-01,117629
1994-07-01,117389
1994-08-01,117700
1994-09-01,118344
1994-10-01,118833
1994-11-01,119002
1994-12-01,119098
1995-01-01,119303
1995-02-01,119850
1995-03-01,119777
1995-04-01,119671
1995-05-01,119596
1995-06-01,119107
1995-07-01,119431
1995-08-01,119491
1995-09-01,119646
1995-10-01,119880
1995-11-01,120119
1995-12-01,120269
1996-01-01,120022
1996-02-01,120194
1996-03-01,120616
1996-04-01,120930
1996-05-01,120990
1996-06-01,121245
1996-07-01,121504
1996-08-01,121885
1996-09-01,122245
1996-10-01,122621
1996-11-01,122794
1996-12-01,123041
1997-01-01,122620
1997-02-01,123094
1997-03-01,123292
1997-04-01,123816
1997-05-01,124156
1997-06-01,124226
1997-07-01,124551
1997-08-01,124942
1997-09-01,124955
1997-10-01,125004
1997-11-01,125254
1997-12-01,125186
1998-01-01,125499
1998-02-01,125579
1998-03-01,125574
1998-04-01,125746
1998-05-01,126116
1998-06-01,126025
1998-07-01,125954
1998-08-01,125738
1998-09-01,126022
1998-10-01,126522
1998-11-01,126659
1998-12-01,126880
1999-01-01,127216
1999-02-01,127525
1999-03-01,127503
1999-04-01,127485
1999-05-01,127556
1999-06-01,127897
1999-07-01,127876
1999-08-01,127976
1999-09-01,128243
1999-10-01,128418
1999-11-01,128693
1999-12-01,128956
2000-01-01,129298
2000-02-01,131110
2000-03-01,131134
2000-04-01,131601
2000-05-01,131570
2000-06-01,131306
2000-07-01,131248
2000-08-01,131097
2000-09-01,131097
2000-10-01,131395
2000-11-01,131664
2000-12-01,132007
2001-01-01,131941
2001-02-01,131858
2001-03-01,131973
2001-04-01,131739
2001-05-01,131305
2001-06-01,131227
2001-07-01,130991
2001-08-01,130580
2001-09-01,130558
2001-10-01,130909
2001-11-01,130534
2001-12-01,130347
2002-01-01,129970
2002-02-01,130289
2002-03-01,130541
2002-04-01,130344
2002-05-01,130487
2002-06-01,130541
2002-07-01,130737
2002-08-01,130755
2002-09-01,131393
2002-10-01,131300
2002-11-01,130895
2002-12-01,130887
2003-01-01,130692
2003-02-01,131799
2003-03-01,131711
2003-04-01,131826
2003-05-01,131944
2003-06-01,131772
2003-07-01,131796
2003-08-01,131630
2003-09-01,131702
2003-10-01,132061
