"Date","LAUMT257555000000004"
2009-12-01,9325
2010-01-01,11331
2010-02-01,11140
2010-03-01,10596
2010-04-01,9107
2010-05-01,9082
2010-06-01,9012
2010-07-01,9233
2010-08-01,8949
2010-09-01,8693
2010-10-01,8358
2010-11-01,8686
2010-12-01,8749
2011-01-01,10535
2011-02-01,10365
2011-03-01,9858
2011-04-01,8331
2011-05-01,8258
2011-06-01,8520
2011-07-01,8750
2011-08-01,8319
2011-09-01,8249
2011-10-01,7747
2011-11-01,7675
2011-12-01,7966
2012-01-01,9432
2012-02-01,9394
2012-03-01,8926
2012-04-01,7681
2012-05-01,8214
2012-06-01,8539
2012-07-01,8913
2012-08-01,8532
2012-09-01,8059
2012-10-01,7603
2012-11-01,7827
2012-12-01,8277
2013-01-01,10169
2013-02-01,10300
2013-03-01,9666
2013-04-01,8321
2013-05-01,8439
2013-06-01,8937
2013-07-01,9078
2013-08-01,8668
2013-09-01,8335
2013-10-01,7651
2013-11-01,7686
2013-12-01,7748
2014-01-01,9238
2014-02-01,9275
2014-03-01,8898
2014-04-01,6920
2014-05-01,7003
2014-06-01,7171
2014-07-01,7520
2014-08-01,7203
2014-09-01,6630
2014-10-01,6053
2014-11-01,6202
2014-12-01,6246
2015-01-01,7859
2015-02-01,7841
2015-03-01,7164
2015-04-01,5938
2015-05-01,5930
2015-06-01,5995
2015-07-01,6265
2015-08-01,5636
2015-09-01,5489
2015-10-01,5061
2015-11-01,5016
2015-12-01,5209
2016-01-01,6687
2016-02-01,6607
2016-03-01,6063
2016-04-01,4865
2016-05-01,4497
2016-06-01,4877
2016-07-01,5059
2016-08-01,4683
2016-09-01,4751
2016-10-01,4269
2016-11-01,4036
2016-12-01,4388
2017-01-01,6263
2017-02-01,6104
2017-03-01,5514
2017-04-01,4492
2017-05-01,4474
2017-06-01,4871
2017-07-01,5132
2017-08-01,4818
2017-09-01,4705
2017-10-01,4227
2017-11-01,4333
2017-12-01,4475
2018-01-01,6555
2018-02-01,6075
2018-03-01,5497
2018-04-01,4392
2018-05-01,4262
2018-06-01,4687
2018-07-01,4654
2018-08-01,4281
2018-09-01,3993
2018-10-01,3694
2018-11-01,3476
2018-12-01,3931
2019-01-01,5517
2019-02-01,5111
2019-03-01,4603
2019-04-01,3474
2019-05-01,3621
2019-06-01,4004
2019-07-01,4073
2019-08-01,3846
2019-09-01,3415
2019-10-01,3262
2019-11-01,3171
2019-12-01,3517
2020-01-01,4718
2020-02-01,4377
2020-03-01,4417
2020-04-01,18656
2020-05-01,17597
2020-06-01,15369
2020-07-01,13255
2020-08-01,10494
2020-09-01,9893
2020-10-01,7773
2020-11-01,7390
2020-12-01,7606
2021-01-01,8384
2021-02-01,8057
2021-03-01,7480
2021-04-01,6391
2021-05-01,5851
2021-06-01,6333
2021-07-01,6038
2021-08-01,5571
2021-09-01,4980
2021-10-01,4541
2021-11-01,4313
2021-12-01,4388
2022-01-01,6043
2022-02-01,5928
2022-03-01,5128
2022-04-01,4078
2022-05-01,4022
2022-06-01,4382
2022-07-01,4517
2022-08-01,4535
2022-09-01,4042
2022-10-01,3822
2022-11-01,3994
2022-12-01,4103
2023-01-01,5268
2023-02-01,5627
2023-03-01,4957
2023-04-01,2859
2023-05-01,2431
2023-06-01,2969
2023-07-01,3185
2023-08-01,3207
2023-09-01,2781
2023-10-01,2827
