"Date","LAUMT473498000000006"
1990-01-01,574111
1990-02-01,574075
1990-03-01,579355
1990-04-01,580983
1990-05-01,587068
1990-06-01,594600
1990-07-01,596755
1990-08-01,592823
1990-09-01,587263
1990-10-01,589053
1990-11-01,586186
1990-12-01,584346
1991-01-01,573532
1991-02-01,578597
1991-03-01,582240
1991-04-01,585804
1991-05-01,587179
1991-06-01,603297
1991-07-01,604876
1991-08-01,598698
1991-09-01,597632
1991-10-01,598723
1991-11-01,595053
1991-12-01,589646
1992-01-01,583783
1992-02-01,585488
1992-03-01,591633
1992-04-01,591869
1992-05-01,595729
1992-06-01,609063
1992-07-01,615213
1992-08-01,606516
1992-09-01,606671
1992-10-01,613497
1992-11-01,615784
1992-12-01,614667
1993-01-01,603005
1993-02-01,608862
1993-03-01,609649
1993-04-01,611354
1993-05-01,620626
1993-06-01,636041
1993-07-01,642017
1993-08-01,637067
1993-09-01,630083
1993-10-01,638050
1993-11-01,639838
1993-12-01,642942
1994-01-01,626103
1994-02-01,630542
1994-03-01,637018
1994-04-01,642251
1994-05-01,654292
1994-06-01,662071
1994-07-01,666441
1994-08-01,665409
1994-09-01,662572
1994-10-01,667834
1994-11-01,671448
1994-12-01,675249
1995-01-01,666555
1995-02-01,669421
1995-03-01,672710
1995-04-01,670981
1995-05-01,672372
1995-06-01,681557
1995-07-01,683183
1995-08-01,677586
1995-09-01,682503
1995-10-01,685082
1995-11-01,685702
1995-12-01,683365
1996-01-01,676954
1996-02-01,681505
1996-03-01,682751
1996-04-01,682901
1996-05-01,687584
1996-06-01,698036
1996-07-01,706285
1996-08-01,697452
1996-09-01,699722
1996-10-01,705405
1996-11-01,705161
1996-12-01,700996
1997-01-01,690339
1997-02-01,695221
1997-03-01,699645
1997-04-01,698611
1997-05-01,701417
1997-06-01,710356
1997-07-01,714939
1997-08-01,707711
1997-09-01,706644
1997-10-01,712624
1997-11-01,717030
1997-12-01,717882
1998-01-01,711562
1998-02-01,712659
1998-03-01,714163
1998-04-01,713951
1998-05-01,721026
1998-06-01,726840
1998-07-01,734492
1998-08-01,727037
1998-09-01,725604
1998-10-01,736022
1998-11-01,736430
1998-12-01,738259
1999-01-01,730449
1999-02-01,731252
1999-03-01,732099
1999-04-01,732214
1999-05-01,731501
1999-06-01,741074
1999-07-01,750286
1999-08-01,742081
1999-09-01,739388
1999-10-01,745610
1999-11-01,747469
1999-12-01,745800
2000-01-01,744189
2000-02-01,746435
2000-03-01,751746
2000-04-01,744787
2000-05-01,741288
2000-06-01,754969
2000-07-01,753599
2000-08-01,747708
2000-09-01,742310
2000-10-01,748495
2000-11-01,751843
2000-12-01,755201
2001-01-01,750435
2001-02-01,750931
2001-03-01,752330
2001-04-01,749939
2001-05-01,746613
2001-06-01,757698
2001-07-01,759469
2001-08-01,749775
2001-09-01,752401
2001-10-01,753754
2001-11-01,754653
2001-12-01,755612
2002-01-01,745258
2002-02-01,753282
2002-03-01,751321
2002-04-01,750983
2002-05-01,753526
2002-06-01,766639
2002-07-01,772232
2002-08-01,762450
2002-09-01,765533
2002-10-01,765795
2002-11-01,764849
2002-12-01,763369
2003-01-01,757952
2003-02-01,760430
2003-03-01,756609
2003-04-01,761963
2003-05-01,764396
2003-06-01,774255
2003-07-01,769018
2003-08-01,761046
2003-09-01,759420
2003-10-01,765259
2003-11-01,765603
2003-12-01,764316
2004-01-01,764721
2004-02-01,767626
2004-03-01,766563
2004-04-01,763571
2004-05-01,764511
2004-06-01,778213
2004-07-01,780853
2004-08-01,769505
2004-09-01,764158
2004-10-01,772946
2004-11-01,773568
2004-12-01,770545
2005-01-01,757789
2005-02-01,763939
2005-03-01,763880
2005-04-01,770336
2005-05-01,771808
2005-06-01,779654
2005-07-01,787498
2005-08-01,782411
2005-09-01,782436
2005-10-01,792477
2005-11-01,793012
2005-12-01,793937
2006-01-01,789500
2006-02-01,792361
2006-03-01,797547
2006-04-01,802376
2006-05-01,807486
2006-06-01,826870
2006-07-01,830364
2006-08-01,825513
2006-09-01,822027
2006-10-01,823667
2006-11-01,829299
2006-12-01,829910
2007-01-01,820238
2007-02-01,820840
2007-03-01,823113
2007-04-01,817036
2007-05-01,821789
2007-06-01,838444
2007-07-01,842602
2007-08-01,835264
2007-09-01,831861
2007-10-01,832941
2007-11-01,836795
2007-12-01,833847
2008-01-01,829098
2008-02-01,829149
2008-03-01,831574
2008-04-01,834321
2008-05-01,839619
2008-06-01,851892
2008-07-01,852027
2008-08-01,845268
2008-09-01,846050
2008-10-01,850966
2008-11-01,848246
2008-12-01,847069
2009-01-01,836524
2009-02-01,840422
2009-03-01,835620
2009-04-01,831231
2009-05-01,832887
2009-06-01,845195
2009-07-01,845680
2009-08-01,836206
2009-09-01,834054
2009-10-01,838832
2009-11-01,843235
2009-12-01,840577
2010-01-01,855369
2010-02-01,857834
2010-03-01,863974
2010-04-01,876458
2010-05-01,880555
2010-06-01,887901
2010-07-01,888009
2010-08-01,884095
2010-09-01,885992
2010-10-01,888929
2010-11-01,888624
2010-12-01,887293
2011-01-01,880593
2011-02-01,885430
2011-03-01,890548
2011-04-01,893918
2011-05-01,895200
2011-06-01,901298
2011-07-01,902803
2011-08-01,896459
2011-09-01,894407
2011-10-01,897592
2011-11-01,896363
2011-12-01,895552
2012-01-01,885274
2012-02-01,889687
2012-03-01,894067
2012-04-01,893348
2012-05-01,897329
2012-06-01,909071
2012-07-01,906738
2012-08-01,896797
2012-09-01,898352
2012-10-01,908028
2012-11-01,908106
2012-12-01,910133
2013-01-01,900407
2013-02-01,904199
2013-03-01,902920
2013-04-01,909720
2013-05-01,912001
2013-06-01,922298
2013-07-01,921864
2013-08-01,907444
2013-09-01,906402
2013-10-01,907301
2013-11-01,910791
2013-12-01,905460
2014-01-01,900575
2014-02-01,905400
2014-03-01,908060
2014-04-01,908208
2014-05-01,914817
2014-06-01,924151
2014-07-01,926786
2014-08-01,914192
2014-09-01,916236
2014-10-01,928188
2014-11-01,927502
2014-12-01,925142
2015-01-01,923640
2015-02-01,926030
2015-03-01,926495
2015-04-01,935204
2015-05-01,942736
2015-06-01,953982
2015-07-01,953114
2015-08-01,938405
2015-09-01,938662
2015-10-01,951363
2015-11-01,950073
2015-12-01,952470
2016-01-01,951690
2016-02-01,958766
2016-03-01,962573
2016-04-01,966585
2016-05-01,966265
2016-06-01,983694
2016-07-01,988354
2016-08-01,977739
2016-09-01,983903
2016-10-01,987522
2016-11-01,988095
2016-12-01,984860
2017-01-01,987469
2017-02-01,996065
2017-03-01,1000438
2017-04-01,1003951
2017-05-01,1005128
2017-06-01,1021094
2017-07-01,1026418
2017-08-01,1017426
2017-09-01,1025173
2017-10-01,1025155
2017-11-01,1027221
2017-12-01,1025544
2018-01-01,1023855
2018-02-01,1035307
2018-03-01,1038121
2018-04-01,1041699
2018-05-01,1041094
2018-06-01,1059109
2018-07-01,1060311
2018-08-01,1049502
2018-09-01,1053743
2018-10-01,1062961
2018-11-01,1066858
2018-12-01,1065172
2019-01-01,1066906
2019-02-01,1075900
2019-03-01,1079774
2019-04-01,1081716
2019-05-01,1085778
2019-06-01,1095997
2019-07-01,1097722
2019-08-01,1089115
2019-09-01,1092039
2019-10-01,1092732
2019-11-01,1096332
2019-12-01,1098204
2020-01-01,1095731
2020-02-01,1098985
2020-03-01,1081836
2020-04-01,1034089
2020-05-01,1047505
2020-06-01,1070214
2020-07-01,1077997
2020-08-01,1074804
2020-09-01,1072409
2020-10-01,1091085
2020-11-01,1092044
2020-12-01,1093453
2021-01-01,1082172
2021-02-01,1081320
2021-03-01,1083645
2021-04-01,1086401
2021-05-01,1087824
2021-06-01,1099140
2021-07-01,1109025
2021-08-01,1102457
2021-09-01,1097853
2021-10-01,1103948
2021-11-01,1111038
2021-12-01,1113246
2022-01-01,1116112
2022-02-01,1127906
2022-03-01,1129138
2022-04-01,1131469
2022-05-01,1131151
2022-06-01,1138845
2022-07-01,1130459
2022-08-01,1124397
2022-09-01,1122454
2022-10-01,1124706
2022-11-01,1117008
2022-12-01,1115102
2023-01-01,1123544
2023-02-01,1133949
2023-03-01,1138160
2023-04-01,1139095
2023-05-01,1143591
2023-06-01,1154265
2023-07-01,1158959
2023-08-01,1142569
2023-09-01,1149234
2023-10-01,1155956
