"Date","LNS13100000"
1980-07-01,6967
1980-08-01,6877
1980-09-01,6720
1980-10-01,6645
1980-11-01,6682
1980-12-01,6509
1981-01-01,6612
1981-02-01,6619
1981-03-01,6533
1981-04-01,6429
1981-05-01,6640
1981-06-01,6627
1981-07-01,6464
1981-08-01,6468
1981-09-01,6740
1981-10-01,7127
1981-11-01,7453
1981-12-01,7894
1982-01-01,7830
1982-02-01,8012
1982-03-01,8329
1982-04-01,8545
1982-05-01,8691
1982-06-01,8967
1982-07-01,9089
1982-08-01,9194
1982-09-01,9538
1982-10-01,9928
1982-11-01,10159
1982-12-01,10247
1983-01-01,9804
1983-02-01,9893
1983-03-01,9735
1983-04-01,9640
1983-05-01,9447
1983-06-01,9388
1983-07-01,8919
1983-08-01,8999
1983-09-01,8707
1983-10-01,8357
1983-11-01,7947
1983-12-01,7748
1984-01-01,7526
1984-02-01,7272
1984-03-01,7288
1984-04-01,7316
1984-05-01,6985
1984-06-01,6617
1984-07-01,7000
1984-08-01,7007
1984-09-01,6892
1984-10-01,6987
1984-11-01,6789
1984-12-01,6898
1985-01-01,6916
1985-02-01,6863
1985-03-01,6783
1985-04-01,6855
1985-05-01,6720
1985-06-01,6835
1985-07-01,6934
1985-08-01,6752
1985-09-01,6772
1985-10-01,6745
1985-11-01,6695
1985-12-01,6651
1986-01-01,6418
1986-02-01,6826
1986-03-01,6863
1986-04-01,6798
1986-05-01,6931
1986-06-01,6855
1986-07-01,6741
1986-08-01,6600
1986-09-01,6765
1986-10-01,6720
1986-11-01,6615
1986-12-01,6422
1987-01-01,6418
1987-02-01,6397
1987-03-01,6237
1987-04-01,6059
1987-05-01,6054
1987-06-01,6090
1987-07-01,5937
1987-08-01,5858
1987-09-01,5626
1987-10-01,5765
1987-11-01,5620
1987-12-01,5521
1988-01-01,5514
1988-02-01,5547
1988-03-01,5492
1988-04-01,5280
1988-05-01,5429
1988-06-01,5210
1988-07-01,5264
1988-08-01,5540
1988-09-01,5277
1988-10-01,5202
1988-11-01,5234
1988-12-01,5271
1989-01-01,5260
1989-02-01,5034
1989-03-01,5043
1989-04-01,5168
1989-05-01,5117
1989-06-01,5194
1989-07-01,5287
1989-08-01,5254
1989-09-01,5247
1989-10-01,5268
1989-11-01,5330
1989-12-01,5295
1990-01-01,5354
1990-02-01,5265
1990-03-01,5294
1990-04-01,5494
1990-05-01,5393
1990-06-01,5316
1990-07-01,5528
1990-08-01,5770
1990-09-01,6009
1990-10-01,6114
1990-11-01,6355
1990-12-01,6464
1991-01-01,6518
1991-02-01,6855
1991-03-01,6971
1991-04-01,6979
1991-05-01,7101
1991-06-01,7167
1991-07-01,7108
1991-08-01,7164
1991-09-01,7173
1991-10-01,7322
1991-11-01,7297
1991-12-01,7557
1992-01-01,7521
1992-02-01,7840
1992-03-01,7839
1992-04-01,7870
1992-05-01,7987
1992-06-01,8347
1992-07-01,8163
1992-08-01,8100
1992-09-01,8013
1992-10-01,7809
1992-11-01,7855
1992-12-01,7734
1993-01-01,7521
1993-02-01,7491
1993-03-01,7428
1993-04-01,7443
1993-05-01,7501
1993-06-01,7471
1993-07-01,7391
1993-08-01,7198
1993-09-01,7060
1993-10-01,7135
1993-11-01,6915
1993-12-01,6948
1994-01-01,7050
1994-02-01,7083
1994-03-01,6915
1994-04-01,6834
1994-05-01,6419
1994-06-01,6477
1994-07-01,6507
1994-08-01,6404
1994-09-01,6256
1994-10-01,6227
1994-11-01,6013
1994-12-01,5701
1995-01-01,5827
1995-02-01,5715
1995-03-01,5732
1995-04-01,6113
1995-05-01,5976
1995-06-01,5883
1995-07-01,5946
1995-08-01,6025
1995-09-01,5946
1995-10-01,5861
1995-11-01,5983
1995-12-01,5939
1996-01-01,6020
1996-02-01,5850
1996-03-01,5876
1996-04-01,5961
1996-05-01,6009
1996-06-01,5677
1996-07-01,5836
1996-08-01,5429
1996-09-01,5583
1996-10-01,5666
1996-11-01,5868
1996-12-01,5787
1997-01-01,5732
1997-02-01,5652
1997-03-01,5623
1997-04-01,5450
1997-05-01,5380
1997-06-01,5510
1997-07-01,5332
1997-08-01,5261
1997-09-01,5285
1997-10-01,5168
1997-11-01,4984
1997-12-01,5230
1998-01-01,4980
1998-02-01,5036
1998-03-01,5042
1998-04-01,4759
1998-05-01,4872
1998-06-01,4937
1998-07-01,4993
1998-08-01,4901
1998-09-01,4957
1998-10-01,4871
1998-11-01,4739
1998-12-01,4792
1999-01-01,4692
1999-02-01,4879
1999-03-01,4575
1999-04-01,4783
1999-05-01,4586
1999-06-01,4684
1999-07-01,4829
1999-08-01,4746
1999-09-01,4620
1999-10-01,4627
1999-11-01,4493
1999-12-01,4520
2000-01-01,4577
2000-02-01,4635
2000-03-01,4505
2000-04-01,4437
2000-05-01,4565
2000-06-01,4490
2000-07-01,4528
2000-08-01,4694
2000-09-01,4480
2000-10-01,4472
2000-11-01,4519
2000-12-01,4539
2001-01-01,4830
2001-02-01,4858
2001-03-01,4924
2001-04-01,4996
2001-05-01,5124
2001-06-01,5227
2001-07-01,5354
2001-08-01,5745
2001-09-01,6003
2001-10-01,6347
2001-11-01,6618
2001-12-01,6893
2002-01-01,6960
2002-02-01,6999
2002-03-01,6991
2002-04-01,7320
2002-05-01,7042
2002-06-01,7104
2002-07-01,6990
2002-08-01,6902
2002-09-01,6892
2002-10-01,7035
2002-11-01,7225
2002-12-01,7351
2003-01-01,7148
2003-02-01,7221
2003-03-01,7180
2003-04-01,7466
2003-05-01,7526
2003-06-01,7721
2003-07-01,7568
2003-08-01,7474
2003-09-01,7387
2003-10-01,7369
2003-11-01,7278
2003-12-01,6997
2004-01-01,6929
2004-02-01,6836
2004-03-01,7060
2004-04-01,6812
2004-05-01,6886
2004-06-01,6835
2004-07-01,6765
2004-08-01,6593
2004-09-01,6647
2004-10-01,6615
2004-11-01,6527
2004-12-01,6538
2005-01-01,6414
2005-02-01,6545
2005-03-01,6253
2005-04-01,6317
2005-05-01,6163
2005-06-01,6130
2005-07-01,6022
2005-08-01,6008
2005-09-01,6172
2005-10-01,6041
2005-11-01,6064
2005-12-01,5870
2006-01-01,5818
2006-02-01,5831
2006-03-01,5701
2006-04-01,5829
2006-05-01,5608
2006-06-01,5615
2006-07-01,5833
2006-08-01,5800
2006-09-01,5550
2006-10-01,5381
2006-11-01,5535
2006-12-01,5520
2007-01-01,5825
2007-02-01,5624
2007-03-01,5534
2007-04-01,5525
2007-05-01,5470
2007-06-01,5701
2007-07-01,5878
2007-08-01,5855
2007-09-01,5990
2007-10-01,5920
2007-11-01,5902
2007-12-01,6206
2008-01-01,6235
2008-02-01,6194
2008-03-01,6440
2008-04-01,6330
2008-05-01,6928
2008-06-01,7083
2008-07-01,7446
2008-08-01,7962
2008-09-01,7974
2008-10-01,8498
2008-11-01,8889
2008-12-01,9641
2009-01-01,10420
2009-02-01,11248
2009-03-01,11758
2009-04-01,12146
2009-05-01,12754
2009-06-01,12929
2009-07-01,12782
2009-08-01,13059
2009-09-01,13166
2009-10-01,13539
2009-11-01,13488
2009-12-01,13305
2010-01-01,13119
2010-02-01,13276
2010-03-01,13251
2010-04-01,13461
2010-05-01,12959
2010-06-01,12660
2010-07-01,12655
2010-08-01,12692
2010-09-01,12820
2010-10-01,12706
2010-11-01,13290
2010-12-01,12603
2011-01-01,12182
2011-02-01,11964
2011-03-01,11892
2011-04-01,12125
2011-05-01,12021
2011-06-01,12034
2011-07-01,12020
2011-08-01,11938
2011-09-01,12195
2011-10-01,11711
2011-11-01,11515
2011-12-01,11303
2012-01-01,11009
2012-02-01,11068
2012-03-01,10916
2012-04-01,10782
2012-05-01,10808
2012-06-01,10852
2012-07-01,10770
2012-08-01,10708
2012-09-01,10439
2012-10-01,10264
2012-11-01,10167
2012-12-01,10534
2013-01-01,10574
2013-02-01,10123
2013-03-01,9933
2013-04-01,10008
2013-05-01,9899
2013-06-01,10003
2013-07-01,9539
2013-08-01,9595
2013-09-01,9594
2013-10-01,9537
2013-11-01,9191
2013-12-01,8700
2014-01-01,8688
2014-02-01,8778
2014-03-01,8789
2014-04-01,8221
2014-05-01,8248
2014-06-01,7832
2014-07-01,8056
2014-08-01,7899
2014-09-01,7594
2014-10-01,7523
2014-11-01,7618
2014-12-01,7307
2015-01-01,7440
2015-02-01,7231
2015-03-01,7120
2015-04-01,7116
2015-05-01,7382
2015-06-01,6693
2015-07-01,6779
2015-08-01,6532
2015-09-01,6551
2015-10-01,6609
2015-11-01,6594
2015-12-01,6605
2016-01-01,6229
2016-02-01,6307
2016-03-01,6548
2016-04-01,6682
2016-05-01,6224
2016-06-01,6291
2016-07-01,6218
2016-08-01,6315
2016-09-01,6547
2016-10-01,6385
2016-11-01,6266
2016-12-01,6138
2017-01-01,6137
2017-02-01,5938
2017-03-01,5646
2017-04-01,5612
2017-05-01,5535
2017-06-01,5676
2017-07-01,5610
2017-08-01,5824
2017-09-01,5636
2017-10-01,5431
2017-11-01,5335
2017-12-01,5381
2018-01-01,5188
2018-02-01,5286
2018-03-01,5146
2018-04-01,5230
2018-05-01,4951
2018-06-01,5230
2018-07-01,4994
2018-08-01,4996
2018-09-01,4796
2018-10-01,4964
2018-11-01,4805
2018-12-01,5038
2019-01-01,5324
2019-02-01,4998
2019-03-01,4943
2019-04-01,4719
2019-05-01,4688
2019-06-01,4702
2019-07-01,4838
2019-08-01,4783
2019-09-01,4690
2019-10-01,4890
2019-11-01,4803
2019-12-01,4765
2020-01-01,4698
2020-02-01,4694
2020-03-01,5461
2020-04-01,16898
2020-05-01,15785
2020-06-01,13603
2020-07-01,12891
2020-08-01,11076
2020-09-01,10298
2020-10-01,9201
2020-11-01,9137
2020-12-01,8938
2021-01-01,8529
2021-02-01,8400
2021-03-01,8162
2021-04-01,8247
2021-05-01,7836
2021-06-01,8047
2021-07-01,7373
2021-08-01,6941
2021-09-01,6526
2021-10-01,6103
2021-11-01,5691
2021-12-01,5216
2022-01-01,5342
2022-02-01,5223
2022-03-01,4790
2022-04-01,4772
2022-05-01,4759
2022-06-01,4910
2022-07-01,4609
2022-08-01,4948
2022-09-01,4754
2022-10-01,5012
2022-11-01,4801
2022-12-01,4661
2023-01-01,4634
2023-02-01,4863
2023-03-01,4725
2023-04-01,4655
2023-05-01,4953
2023-06-01,4875
2023-07-01,4702
2023-08-01,5129
2023-09-01,5099
2023-10-01,5236
2023-11-01,5184
