"Date","LNS13100000"
1963-01-01,3719
1963-02-01,3722
1963-03-01,3624
1963-04-01,3539
1963-05-01,3613
1963-06-01,3365
1963-07-01,3422
1963-08-01,3317
1963-09-01,3283
1963-10-01,3410
1963-11-01,3520
1963-12-01,3451
1964-01-01,3466
1964-02-01,3377
1964-03-01,3391
1964-04-01,3339
1964-05-01,3196
1964-06-01,3146
1964-07-01,2985
1964-08-01,3053
1964-09-01,3105
1964-10-01,3081
1964-11-01,2925
1964-12-01,3029
1965-01-01,3041
1965-02-01,3163
1965-03-01,2980
1965-04-01,3029
1965-05-01,2875
1965-06-01,2794
1965-07-01,2692
1965-08-01,2696
1965-09-01,2610
1965-10-01,2470
1965-11-01,2493
1965-12-01,2459
1966-01-01,2391
1966-02-01,2301
1966-03-01,2349
1966-04-01,2365
1966-05-01,2423
1966-06-01,2295
1966-07-01,2277
1966-08-01,2235
1966-09-01,2225
1966-10-01,2218
1966-11-01,2279
1966-12-01,2286
1967-01-01,2285
1967-02-01,2193
1967-03-01,2250
1967-04-01,2247
1967-05-01,2277
1967-06-01,2296
1967-07-01,2236
1967-08-01,2267
1967-09-01,2295
1967-10-01,2417
1967-11-01,2388
1967-12-01,2347
1968-01-01,2257
1968-02-01,2333
1968-03-01,2201
1968-04-01,2009
1968-05-01,2049
1968-06-01,2171
1968-07-01,2179
1968-08-01,2115
1968-09-01,2042
1968-10-01,2046
1968-11-01,2042
1968-12-01,1934
1969-01-01,2088
1969-02-01,2071
1969-03-01,2026
1969-04-01,2107
1969-05-01,2026
1969-06-01,2162
1969-07-01,2171
1969-08-01,2137
1969-09-01,2286
1969-10-01,2240
1969-11-01,2169
1969-12-01,2190
1970-01-01,2427
1970-02-01,2663
1970-03-01,2787
1970-04-01,2938
1970-05-01,3158
1970-06-01,3193
1970-07-01,3304
1970-08-01,3356
1970-09-01,3487
1970-10-01,3656
1970-11-01,3911
1970-12-01,4032
1971-01-01,3902
1971-02-01,3868
1971-03-01,3884
1971-04-01,3857
1971-05-01,3981
1971-06-01,3928
1971-07-01,4007
1971-08-01,4060
1971-09-01,4068
1971-10-01,3971
1971-11-01,4102
1971-12-01,4091
1972-01-01,3933
1972-02-01,3843
1972-03-01,3894
1972-04-01,3858
1972-05-01,3954
1972-06-01,3837
1972-07-01,3910
1972-08-01,3871
1972-09-01,3756
1972-10-01,3832
1972-11-01,3474
1972-12-01,3420
1973-01-01,3402
1973-02-01,3441
1973-03-01,3393
1973-04-01,3385
1973-05-01,3324
1973-06-01,3253
1973-07-01,3253
1973-08-01,3280
1973-09-01,3303
1973-10-01,3175
1973-11-01,3391
1973-12-01,3422
1974-01-01,3567
1974-02-01,3607
1974-03-01,3563
1974-04-01,3628
1974-05-01,3653
1974-06-01,3750
1974-07-01,3928
1974-08-01,3889
1974-09-01,4248
1974-10-01,4430
1974-11-01,4851
1974-12-01,5272
1975-01-01,6059
1975-02-01,6124
1975-03-01,6493
1975-04-01,6798
1975-05-01,7078
1975-06-01,6772
1975-07-01,6721
1975-08-01,6420
1975-09-01,6666
1975-10-01,6605
1975-11-01,6426
1975-12-01,6276
1976-01-01,6045
1976-02-01,5854
1976-03-01,5849
1976-04-01,5864
1976-05-01,5724
1976-06-01,5995
1976-07-01,5945
1976-08-01,5998
1976-09-01,6056
1976-10-01,6060
1976-11-01,6107
1976-12-01,6146
1977-01-01,5792
1977-02-01,5867
1977-03-01,5742
1977-04-01,5626
1977-05-01,5539
1977-06-01,5585
1977-07-01,5458
1977-08-01,5534
1977-09-01,5362
1977-10-01,5398
1977-11-01,5331
1977-12-01,5052
1978-01-01,5115
1978-02-01,5009
1978-03-01,4952
1978-04-01,4769
1978-05-01,4821
1978-06-01,4670
1978-07-01,4968
1978-08-01,4738
1978-09-01,4769
1978-10-01,4600
1978-11-01,4642
1978-12-01,4798
1979-01-01,4699
1979-02-01,4816
1979-03-01,4718
1979-04-01,4768
1979-05-01,4514
1979-06-01,4627
1979-07-01,4714
1979-08-01,4893
1979-09-01,4856
1979-10-01,4923
1979-11-01,4924
1979-12-01,4975
1980-01-01,5276
1980-02-01,5285
1980-03-01,5391
1980-04-01,5992
1980-05-01,6589
1980-06-01,6687
