"Date","DHIDFHVTUR"
2001-01-01,0.890730670124162
2001-02-01,0.761731154296346
2001-03-01,0.731864261544601
2001-04-01,0.786512757500627
2001-05-01,0.730087486830104
2001-06-01,0.660222459101978
2001-07-01,0.678924889562263
2001-08-01,0.58353623053809
2001-09-01,0.551530248229412
2001-10-01,0.471427163495608
2001-11-01,0.430542215980119
2001-12-01,0.41737745286527
2002-01-01,0.455804409567409
2002-02-01,0.408126203357395
2002-03-01,0.421645567700965
2002-04-01,0.40463592866358
2002-05-01,0.427660446873712
2002-06-01,0.40400884084471
2002-07-01,0.406971783934932
2002-08-01,0.417918255948359
2002-09-01,0.399898929046612
2002-10-01,0.427320249404362
2002-11-01,0.404683324654339
2002-12-01,0.343462228532851
2003-01-01,0.444980151249119
2003-02-01,0.390316553337627
2003-03-01,0.35110019588525
2003-04-01,0.377223300899297
2003-05-01,0.360969091588091
2003-06-01,0.363121129791992
2003-07-01,0.366121108626007
2003-08-01,0.368606806962622
2003-09-01,0.344891152676406
2003-10-01,0.368248643114834
2003-11-01,0.369329754261376
2003-12-01,0.387210005632226
2004-01-01,0.411370036905789
2004-02-01,0.415755080136872
2004-03-01,0.394477072925326
2004-04-01,0.443603423503492
2004-05-01,0.446094329386626
2004-06-01,0.417469867759663
2004-07-01,0.485323672648643
2004-08-01,0.452512521864392
2004-09-01,0.472701317585172
2004-10-01,0.472117850838913
2004-11-01,0.40750334341149
2004-12-01,0.459209255825746
2005-01-01,0.47104651865824
2005-02-01,0.481852468025702
2005-03-01,0.492158164883015
2005-04-01,0.55318574237763
2005-05-01,0.507071546176662
2005-06-01,0.536157993224798
2005-07-01,0.583177044665772
2005-08-01,0.553970310664428
2005-09-01,0.55857744115074
2005-10-01,0.574900805045781
2005-11-01,0.557035047410083
2005-12-01,0.55843284408871
2006-01-01,0.610467010251119
2006-02-01,0.589201325632524
2006-03-01,0.634069211275503
2006-04-01,0.656897758166748
2006-05-01,0.629444240998548
2006-06-01,0.620443263357964
2006-07-01,0.579668722257622
2006-08-01,0.643301252938912
2006-09-01,0.654593789984935
2006-10-01,0.667673932919329
2006-11-01,0.629810208684022
2006-12-01,0.631035876700453
2007-01-01,0.652863068757353
2007-02-01,0.644663196258371
2007-03-01,0.691844605795742
2007-04-01,0.705254232943662
2007-05-01,0.672397684631108
2007-06-01,0.659799594746026
2007-07-01,0.62960203798222
2007-08-01,0.645166749318297
2007-09-01,0.625359352121071
2007-10-01,0.59549757249007
2007-11-01,0.570394866246396
2007-12-01,0.537509792069482
