"Date","LAUMT043914000000004"
1990-01-01,2271
1990-02-01,2223
1990-03-01,2037
1990-04-01,1906
1990-05-01,1796
1990-06-01,1880
1990-07-01,2117
1990-08-01,2011
1990-09-01,2085
1990-10-01,1898
1990-11-01,1960
1990-12-01,2060
1991-01-01,2411
1991-02-01,2188
1991-03-01,2143
1991-04-01,1898
1991-05-01,1850
1991-06-01,2363
1991-07-01,2355
1991-08-01,2453
1991-09-01,2625
1991-10-01,2782
1991-11-01,2991
1991-12-01,3513
1992-01-01,4477
1992-02-01,4283
1992-03-01,4153
1992-04-01,3464
1992-05-01,3320
1992-06-01,3649
1992-07-01,3495
1992-08-01,3460
1992-09-01,3480
1992-10-01,3543
1992-11-01,3573
1992-12-01,3505
1993-01-01,3880
1993-02-01,3436
1993-03-01,3267
1993-04-01,2898
1993-05-01,2669
1993-06-01,3018
1993-07-01,2887
1993-08-01,2810
1993-09-01,2803
1993-10-01,2908
1993-11-01,2922
1993-12-01,3002
1994-01-01,3530
1994-02-01,3443
1994-03-01,3329
1994-04-01,3095
1994-05-01,2913
1994-06-01,3129
1994-07-01,3156
1994-08-01,3357
1994-09-01,3203
1994-10-01,3221
1994-11-01,3232
1994-12-01,3378
1995-01-01,3900
1995-02-01,3344
1995-03-01,3395
1995-04-01,3330
1995-05-01,3059
1995-06-01,3158
1995-07-01,3286
1995-08-01,3267
1995-09-01,3320
1995-10-01,3091
1995-11-01,3111
1995-12-01,2970
1996-01-01,3595
1996-02-01,3465
1996-03-01,3328
1996-04-01,3005
1996-05-01,2993
1996-06-01,3072
1996-07-01,3266
1996-08-01,3161
1996-09-01,3203
1996-10-01,2926
1996-11-01,2772
1996-12-01,2867
1997-01-01,3548
1997-02-01,3245
1997-03-01,3085
1997-04-01,2600
1997-05-01,2557
1997-06-01,2678
1997-07-01,2557
1997-08-01,2513
1997-09-01,2417
1997-10-01,2304
1997-11-01,2292
1997-12-01,2460
1998-01-01,2903
1998-02-01,2767
1998-03-01,2772
1998-04-01,2400
1998-05-01,2152
1998-06-01,2506
1998-07-01,2536
1998-08-01,2385
1998-09-01,2300
1998-10-01,2044
1998-11-01,2022
1998-12-01,2042
1999-01-01,2812
1999-02-01,2693
1999-03-01,2781
1999-04-01,2672
1999-05-01,2392
1999-06-01,2592
1999-07-01,2460
1999-08-01,2363
1999-09-01,2369
1999-10-01,2065
1999-11-01,2069
1999-12-01,2175
2000-01-01,3335
2000-02-01,3086
2000-03-01,3129
2000-04-01,2718
2000-05-01,2889
